t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,VT/Ti,PaCO2_e,RealPower
641.0,21.51,3.127,67.247,3161,2834.9036701,2898.0595401,1.02,489.4,163.8,23.2,22.7,36.18,10.3,15.65,5.24,14.31,6.5,20.72,0.08,113,38,103,47,250.0,3.19,88.0,EXERCISE,19.5,43,655,768,20511,854.6,14.24,99,261.8,0,0,20511,0,0.0,100.0,1.02,0,1.08,1.71,2.79,0.39,0.19,1.828,2,0,0,,84,68.2,2.9,47.67,250.0
644.0,23.26,3.326,77.349,3211,3220.2314114,3255.1749673,1.01,522.7,170.2,23.5,23.3,41.1,11.7,15.72,5.12,14.29,6.46,20.71,0.08,113,37,103,47,250.0,3.19,88.0,EXERCISE,19.5,43,655,768,23241,968.4,16.14,100,296.6,0,0,23241,0,0.0,100.0,1.01,0,1.11,1.47,2.58,0.43,0.2,1.888,3,0,0,,95,63.4,3.0,47.41,250.0
647.0,23.35,3.445,80.428,3387,3297.1664848,3349.8687576,1.02,544.2,174.5,23.9,23.5,42.08,12.0,15.8,5.07,14.46,6.38,20.72,0.08,114,37,104,46,250.0,3.19,87.0,EXERCISE,19.5,43,655,768,23823,992.6,16.54,101,304.1,0,0,23823,0,0.0,100.0,1.02,0,1.13,1.44,2.57,0.44,0.2,1.905,3,0,0,,97,62.0,3.05,46.89,250.0
649.0,23.62,3.381,79.866,3444,3175.3916172,3299.7197453,1.04,538.0,169.9,24.6,23.7,40.53,11.6,15.91,5.03,14.65,6.28,20.71,0.08,115,36,106,45,250.0,3.19,88.0,EXERCISE,19.5,43,655,768,23060,960.8,16.01,101,294.3,0,0,23060,0,0.0,100.0,1.04,0,1.09,1.45,2.54,0.43,0.2,1.902,2,0,0,,94,62.2,3.1,46.24,250.0
652.0,23.81,3.401,80.976,3494,3179.5219322,3337.5509597,1.05,543.2,170.5,24.9,23.8,40.58,11.6,15.97,5.01,14.73,6.28,20.72,0.08,115,36,106,45,250.0,3.19,89.0,EXERCISE,19.5,43,655,768,23143,964.3,16.07,102,295.4,0,0,23143,0,0.0,100.0,1.05,0,1.14,1.38,2.52,0.45,0.2,1.908,3,0,0,,94,61.7,2.98,46.24,250.0
654.0,26.79,3.182,85.232,3226,3222.5174624,3424.8623745,1.06,512.8,155.9,25.9,24.3,41.13,11.8,16.12,4.9,14.9,6.14,20.7,0.09,116,35,107,44,250.0,3.19,88.0,EXERCISE,19.5,43,655,768,23523,980.1,16.34,102,300.2,0,0,23523,0,0.0,100.0,1.06,0,0.99,1.25,2.24,0.44,0.2,1.931,2,0,0,,95,59.7,3.21,45.34,250.0
657.0,22.99,3.55,81.609,3638,3145.8433229,3383.4913772,1.08,569.2,179.0,25.4,23.6,40.15,11.5,16.03,5.04,14.77,6.29,20.72,0.08,116,36,106,45,250.0,3.19,89.0,EXERCISE,19.5,43,655,768,23027,959.4,15.99,103,293.9,0,0,23027,0,0.0,100.0,1.08,0,1.24,1.37,2.61,0.48,0.2,1.912,3,0,0,,93,61.4,2.86,46.31,250.0
659.0,23.53,3.437,80.871,3590,3057.5505597,3325.3296415,1.09,553.1,171.9,25.9,23.8,39.02,11.1,16.09,5.0,14.92,6.19,20.7,0.08,116,36,108,45,250.0,3.19,88.0,EXERCISE,19.5,43,655,768,22439,934.9,15.58,104,286.4,0,0,22439,0,0.0,100.0,1.09,0,1.23,1.32,2.55,0.48,0.19,1.908,2,0,0,,90,61.8,2.79,45.66,250.0
661.0,25.86,3.297,85.267,3354,3237.4633369,3495.3374185,1.08,530.5,164.4,25.8,23.9,41.32,11.8,16.09,4.99,14.98,6.16,20.71,0.08,116,36,108,44,25.0,0.32,87.0,EXERCISE,19.5,43,655,768,23718,988.3,16.47,104,302.7,0,0,23718,0,0.0,100.0,1.08,0,1.12,1.2,2.32,0.48,0.19,1.931,2,0,0,,96,59.7,2.94,45.47,25.0
663.0,28.57,2.971,84.886,3167,3141.4691853,3404.6432734,1.08,481.7,145.0,26.4,24.3,40.1,11.5,16.21,4.88,15.06,6.09,20.72,0.08,117,35,109,44,25.0,0.32,89.0,EXERCISE,19.5,43,655,768,23035,959.8,16.0,105,294.0,0,0,23035,0,0.0,100.0,1.08,0,1.01,1.09,2.1,0.48,0.19,1.929,2,0,0,,93,59.9,2.94,45.01,25.0
667.0,16.04,4.171,66.914,4235,2712.0938265,2978.0705016,1.1,658.6,225.1,24.3,22.1,34.62,9.9,15.79,5.4,14.42,6.7,20.74,0.07,114,39,104,48,25.0,0.32,98.0,EXERCISE,19.5,43,655,768,19948,831.2,13.85,106,254.6,0,0,19948,0,0.0,100.0,1.1,0,1.55,2.19,3.74,0.41,0.19,1.826,4,0,0,,80,68.4,2.69,48.97,25.0
670.0,21.2,2.463,52.219,2434,2310.3335687,2361.6828232,1.02,379.3,135.3,22.0,21.5,29.49,8.4,15.4,5.49,13.98,6.82,20.72,0.08,111,40,101,49,25.0,0.32,94.0,EXERCISE,19.5,43,655,768,16716,696.5,11.61,107,213.3,0,0,16716,0,0.0,100.0,1.02,0,1.16,1.67,2.83,0.41,0.18,1.718,3,0,0,,68,75.3,2.12,49.75,25.0
673.0,22.99,3.317,76.253,3330,3363.5650797,3396.5105055,1.01,510.8,179.5,22.2,22.0,42.93,12.3,15.4,5.41,14.05,6.7,20.69,0.08,111,39,101,48,25.0,0.32,93.0,EXERCISE,19.5,43,655,768,24270,1011.2,16.85,107,309.8,0,0,24270,0,0.0,100.0,1.01,0,1.32,1.29,2.61,0.51,0.18,1.882,3,0,0,,99,63.9,2.51,48.97,25.0
675.0,24.79,3.296,81.719,3405,3309.6492451,3468.9165135,1.05,520.9,170.1,24.2,23.1,42.24,12.1,15.8,5.16,14.45,6.52,20.7,0.08,114,37,104,47,25.0,0.32,96.0,EXERCISE,19.5,43,655,768,24082,1003.4,16.72,108,307.4,0,0,24082,0,0.0,100.0,1.05,0,1.05,1.37,2.42,0.43,0.2,1.912,2,0,0,,98,61.4,3.14,47.8,25.0
677.0,27.03,2.846,76.919,3006,3026.2713271,3229.603946,1.07,453.8,145.3,24.8,23.2,38.63,11.0,15.95,5.11,14.75,6.33,20.72,0.08,115,37,106,46,25.0,0.32,93.0,EXERCISE,19.5,43,655,768,22111,921.3,15.36,108,282.2,0,0,22111,0,0.0,100.0,1.07,0,1.02,1.2,2.22,0.46,0.18,1.886,2,0,0,,89,63.6,2.79,46.57,25.0
680.0,24.49,2.841,69.576,3041,2682.6287225,2987.975665,1.11,453.6,148.3,25.3,22.7,34.24,9.8,15.97,5.22,14.84,6.39,20.69,0.08,115,38,107,46,25.0,0.32,94.0,EXERCISE,19.5,43,655,768,19799,824.9,13.75,109,252.7,0,0,19799,0,0.0,100.0,1.11,0,1.09,1.36,2.45,0.44,0.17,1.842,3,0,0,,79,67.1,2.61,46.96,25.0
682.0,25.1,2.852,71.598,3013,2716.6819547,3056.5323843,1.13,458.9,148.0,25.7,22.8,34.67,9.9,16.09,5.19,14.96,6.33,20.75,0.08,116,37,108,46,25.0,0.32,91.0,EXERCISE,19.5,44,655,768,20098,837.4,13.96,110,256.5,0,0,20098,0,0.0,100.0,1.13,0,1.12,1.27,2.39,0.47,0.17,1.855,2,0,0,,80,66.1,2.55,46.57,25.0
685.0,25.21,2.771,69.857,2867,2571.4947148,2973.9040713,1.16,448.1,143.4,26.5,22.9,32.82,9.4,16.17,5.18,15.06,6.39,20.72,0.08,117,37,109,46,25.0,0.32,92.0,EXERCISE,19.5,44,655,768,19152,798.0,13.3,110,244.4,0,0,19152,0,0.0,100.0,1.16,0,1.12,1.26,2.38,0.47,0.18,1.844,3,0,0,,76,67.0,2.47,46.96,25.0
687.0,22.06,3.066,67.632,3321,2361.1297189,2837.4949583,1.2,501.8,156.4,28.0,23.3,30.14,8.6,16.37,5.1,15.18,6.36,20.72,0.08,118,37,109,46,25.0,0.32,94.0,EXERCISE,19.5,44,655,768,17755,739.8,12.33,111,226.6,0,0,17755,0,0.0,100.0,1.2,0,1.2,1.52,2.72,0.44,0.19,1.83,2,0,0,,70,68.0,2.56,46.76,25.0
690.0,22.64,2.991,67.721,2921,2309.8850603,2832.2708058,1.23,491.9,152.1,28.6,23.4,29.48,8.4,16.45,5.09,15.18,6.37,20.72,0.08,119,37,109,46,25.0,0.32,92.0,EXERCISE,19.5,44,655,768,17459,727.4,12.12,111,222.8,0,0,17459,0,0.0,100.0,1.23,0,1.04,1.61,2.65,0.39,0.19,1.831,3,0,0,,68,68.0,2.88,46.83,25.0
693.0,19.61,3.07,60.196,3041,2146.6406388,2641.8073198,1.23,498.8,163.7,27.4,22.3,27.4,7.8,16.25,5.33,15.21,6.49,20.72,0.08,117,38,110,47,250.0,3.19,94.0,EXERCISE,19.5,44,655,768,16240,676.7,11.28,112,207.3,0,0,16240,0,0.0,100.0,1.23,0,1.47,1.59,3.06,0.48,0.17,1.78,3,0,0,,63,71.5,2.09,47.61,250.0
696.0,20.0,2.973,59.46,2852,2170.8879707,2677.5613823,1.23,479.8,162.6,26.7,21.7,27.71,7.9,16.14,5.47,15.14,6.56,20.72,0.08,116,39,109,47,250.0,3.19,93.0,EXERCISE,19.5,44,655,768,16433,684.7,11.41,112,209.7,0,0,16433,0,0.0,100.0,1.23,0,1.37,1.63,3.0,0.46,0.16,1.774,3,0,0,,64,71.9,2.17,48.06,250.0
699.0,21.9,3.262,71.431,3433,2294.4170695,2938.4550334,1.28,543.5,163.2,30.5,23.8,29.28,8.4,16.66,5.0,15.63,6.12,20.73,0.08,120,36,113,44,250.0,3.19,92.0,EXERCISE,19.5,44,655,768,17540,730.8,12.18,113,223.9,0,0,17540,0,0.0,100.0,1.28,0,1.27,1.47,2.74,0.46,0.18,1.854,3,0,0,,68,66.2,2.57,45.21,250.0
701.0,24.1,3.122,75.229,3198,2285.7078206,2959.9072282,1.29,526.4,149.5,32.2,24.8,29.17,8.3,16.86,4.79,15.87,5.96,20.72,0.08,122,35,114,43,250.0,3.19,88.0,EXERCISE,19.5,44,655,768,17525,730.2,12.17,113,223.7,0,0,17525,0,0.0,100.0,1.29,0,1.14,1.35,2.49,0.46,0.2,1.876,2,0,0,,68,64.4,2.74,44.17,250.0
704.0,23.9,2.951,70.542,3028,2116.153038,2741.3063497,1.3,499.0,139.6,32.5,25.1,27.01,7.7,16.91,4.73,15.91,5.9,20.72,0.08,122,34,115,43,250.0,3.19,86.0,EXERCISE,19.5,44,655,768,16227,676.1,11.27,114,207.1,0,0,16227,0,0.0,100.0,1.3,0,1.08,1.43,2.51,0.43,0.2,1.848,3,0,0,,63,66.6,2.73,43.78,250.0
706.0,22.64,3.009,68.128,3015,2170.6010228,2746.9198181,1.27,502.7,147.6,30.7,24.2,27.7,7.9,16.71,4.91,15.76,5.95,20.73,0.08,120,35,114,43,250.0,3.19,89.0,EXERCISE,19.5,44,655,768,16541,689.2,11.49,114,211.1,0,0,16541,0,0.0,100.0,1.27,0,1.12,1.53,2.65,0.42,0.17,1.833,2,0,0,,64,67.8,2.69,44.1,250.0
709.0,22.56,2.916,65.774,3112,2132.0927206,2619.2030406,1.23,485.7,141.3,30.1,24.5,27.21,7.8,16.66,4.85,15.67,5.92,20.72,0.08,120,35,113,43,250.0,3.19,88.0,EXERCISE,19.5,44,655,768,16123,671.8,11.2,115,205.8,0,0,16123,0,0.0,100.0,1.23,0,1.15,1.51,2.66,0.43,0.18,1.818,3,0,0,,63,68.9,2.54,43.91,250.0
712.0,20.55,3.114,63.986,3296,2147.2096977,2532.5721366,1.18,515.8,150.0,29.1,24.7,27.41,7.8,16.56,4.82,15.42,5.97,20.73,0.08,119,35,111,43,250.0,3.19,89.0,EXERCISE,19.5,44,655,768,16070,669.6,11.16,115,205.1,0,0,16070,0,0.0,100.0,1.18,0,1.24,1.68,2.92,0.42,0.19,1.806,3,0,0,,63,69.7,2.51,44.23,250.0
714.0,23.53,2.805,66.0,2987,2313.1606018,2600.0842526,1.12,460.5,134.5,27.8,24.8,29.52,8.4,16.42,4.8,15.34,5.92,20.72,0.08,118,35,111,43,250.0,3.19,89.0,EXERCISE,19.5,44,655,768,17109,712.9,11.88,116,218.4,0,0,17109,0,0.0,100.0,1.12,0,1.15,1.4,2.55,0.45,0.19,1.82,2,0,0,,68,68.8,2.44,43.91,250.0
717.0,24.49,2.945,72.122,2961,2594.5279747,2820.4830459,1.09,481.4,140.2,27.1,25.0,33.11,9.5,16.35,4.76,15.14,5.89,20.73,0.08,118,34,109,42,250.0,3.19,88.0,EXERCISE,19.5,44,655,768,19039,793.3,13.22,116,243.0,0,0,19039,0,0.0,100.0,1.09,0,1.17,1.28,2.45,0.48,0.19,1.858,3,0,0,,77,65.9,2.52,43.71,250.0
719.0,23.44,2.993,70.148,3073,2560.748092,2737.6689598,1.07,487.5,142.2,26.8,25.0,32.68,9.3,16.29,4.75,15.12,5.87,20.72,0.08,117,34,109,42,250.0,3.19,89.0,EXERCISE,19.5,44,655,768,18718,779.9,13.0,117,238.9,0,0,18718,0,0.0,100.0,1.07,0,1.1,1.46,2.56,0.43,0.19,1.846,2,0,0,,76,66.8,2.72,43.58,250.0
722.0,23.62,2.832,66.898,3048,2517.294549,2625.5387887,1.04,458.1,135.3,25.9,24.8,32.13,9.2,16.18,4.78,14.97,5.96,20.72,0.08,117,34,108,43,250.0,3.19,90.0,EXERCISE,19.5,44,655,768,18296,762.3,12.71,118,233.5,0,0,18296,0,0.0,100.0,1.04,0,1.12,1.42,2.54,0.44,0.2,1.825,3,0,0,,74,68.4,2.53,44.17,250.0
725.0,22.81,2.928,66.798,3051,2603.1265334,2677.1516802,1.03,469.3,142.8,25.0,24.4,33.22,9.5,16.03,4.88,14.87,5.98,20.72,0.08,116,35,107,43,250.0,3.19,87.0,EXERCISE,19.5,44,655,768,18860,785.8,13.1,118,240.7,0,0,18860,0,0.0,100.0,1.03,0,1.17,1.46,2.63,0.44,0.18,1.825,3,0,0,,77,68.4,2.5,44.3,250.0
727.0,23.26,3.162,73.535,3299,2819.3918642,2880.819431,1.02,509.4,150.8,25.5,25.0,35.98,10.3,16.11,4.77,14.93,5.87,20.72,0.08,116,34,108,42,250.0,3.19,87.0,EXERCISE,19.5,44,655,768,20397,849.9,14.16,119,260.3,0,0,20397,0,0.0,100.0,1.02,0,1.22,1.36,2.58,0.47,0.19,1.866,2,0,0,,83,65.2,2.59,43.58,250.0
730.0,23.62,2.986,70.535,3085,2774.5909074,2784.8571659,1.0,478.0,143.5,24.8,24.7,35.41,10.1,16.01,4.81,14.81,5.92,20.72,0.08,115,35,107,43,250.0,3.19,86.0,EXERCISE,19.5,44,655,768,19993,833.1,13.88,119,255.2,0,0,19993,0,0.0,100.0,1.0,0,1.22,1.32,2.54,0.48,0.19,1.848,3,0,0,,82,66.7,2.45,43.91,250.0
732.0,24.39,2.987,72.854,3129,2874.5145261,2908.0267439,1.01,477.2,145.1,24.8,24.5,36.69,10.5,15.98,4.86,14.97,5.84,20.71,0.08,115,35,108,42,250.0,3.19,88.0,EXERCISE,19.5,44,655,768,20750,864.6,14.41,120,264.8,0,0,20750,0,0.0,100.0,1.01,0,1.12,1.34,2.46,0.46,0.17,1.862,2,0,0,,85,65.6,2.67,43.39,250.0
735.0,23.72,2.947,69.889,3206,2690.6807377,2711.2944108,1.01,474.6,139.2,25.4,25.2,34.34,9.8,16.1,4.72,14.9,5.9,20.72,0.08,116,34,107,43,250.0,3.19,89.0,EXERCISE,19.5,44,655,768,19406,808.6,13.48,121,247.7,0,0,19406,0,0.0,100.0,1.01,0,1.22,1.31,2.53,0.48,0.2,1.844,3,0,0,,79,67.0,2.42,43.78,250.0
737.0,24.9,2.973,74.017,3042,2885.0748704,2906.3576621,1.01,475.6,143.0,25.1,24.9,36.82,10.5,16.0,4.81,14.78,5.99,20.67,0.11,115,35,107,43,250.0,3.19,87.0,EXERCISE,19.5,44,655,768,20806,866.9,14.45,121,265.6,0,0,20806,0,0.0,100.0,1.01,0,1.07,1.34,2.41,0.44,0.19,1.869,2,0,0,,85,65.0,2.78,44.36,250.0
740.0,24.29,3.026,73.506,3169,2848.35236,2889.3919858,1.01,484.1,145.7,25.2,24.9,36.35,10.4,16.0,4.81,14.8,5.99,20.65,0.11,115,35,107,43,250.0,3.19,88.0,EXERCISE,19.5,44,655,768,20573,857.2,14.29,122,262.6,0,0,20573,0,0.0,100.0,1.01,0,1.15,1.32,2.47,0.47,0.19,1.866,3,0,0,,84,65.2,2.63,44.36,250.0
743.0,18.4,3.695,68.006,3812,2647.6985541,2717.1662887,1.03,591.0,180.4,25.2,24.6,33.79,9.7,15.99,4.88,14.65,6.08,20.68,0.1,115,35,106,44,250.0,3.19,86.0,EXERCISE,19.5,44,655,768,19173,798.9,13.31,122,244.7,0,0,19173,0,0.0,100.0,1.03,0,1.41,1.85,3.26,0.43,0.2,1.833,3,0,0,,78,67.8,2.62,44.95,250.0
745.0,26.2,2.988,78.288,3030,3093.8302579,3101.9770355,1.0,477.4,144.1,24.7,24.6,39.49,11.3,15.98,4.82,14.75,6.02,20.71,0.08,115,35,106,43,250.0,3.19,88.0,EXERCISE,19.5,44,655,768,22288,928.7,15.48,123,284.5,0,0,22288,0,0.0,100.0,1.0,0,0.97,1.32,2.29,0.42,0.2,1.894,2,0,0,,91,63.0,3.08,44.56,250.0
747.0,27.27,2.768,75.491,2735,3073.3137399,3050.5803978,0.99,438.3,136.1,23.9,24.1,39.23,11.2,15.83,4.92,14.69,6.05,20.7,0.08,114,35,106,44,250.0,3.19,88.0,EXERCISE,19.5,44,655,768,22092,920.5,15.34,123,282.0,0,558,21534,0,2.5,97.5,0.99,0,0.98,1.22,2.2,0.45,0.18,1.878,2,0,0,,91,64.3,2.82,44.75,250.0
750.0,24.79,3.131,77.628,3298,3068.4353693,3096.6271819,1.01,499.7,152.0,24.7,24.5,39.16,11.2,15.96,4.85,14.79,5.95,20.7,0.08,115,35,107,43,250.0,3.19,88.0,EXERCISE,19.5,44,655,768,22137,922.4,15.37,124,282.5,0,0,22137,0,0.0,100.0,1.01,0,1.14,1.28,2.42,0.47,0.18,1.89,3,0,0,,91,63.3,2.75,44.1,250.0
752.0,25.53,2.888,73.736,3133,2900.0116727,2934.9165274,1.01,462.1,139.9,24.8,24.5,37.01,10.6,16.0,4.84,14.94,5.89,20.72,0.08,115,35,108,42,25.0,0.32,87.0,EXERCISE,19.5,44,655,768,20935,872.3,14.54,125,267.2,0,0,20935,0,0.0,100.0,1.01,0,1.12,1.23,2.35,0.48,0.18,1.868,2,0,0,,86,65.1,2.58,43.71,25.0
754.0,29.27,2.773,81.161,2911,3116.2968482,3183.2953321,1.02,446.0,132.4,25.4,24.9,39.77,11.4,16.08,4.77,14.96,5.92,20.7,0.08,116,34,108,43,25.0,0.32,92.0,EXERCISE,19.5,44,655,768,22543,939.3,15.66,125,287.7,0,0,22543,0,0.0,100.0,1.02,0,0.97,1.08,2.05,0.47,0.19,1.909,2,0,0,,92,61.6,2.86,43.91,25.0
757.0,19.42,3.682,71.495,3868,2736.8184162,2844.2304397,1.04,593.2,177.9,25.6,24.7,34.93,10.0,16.11,4.83,14.84,6.07,20.73,0.07,116,35,107,44,25.0,0.32,98.0,EXERCISE,19.5,44,655,768,19875,828.1,13.8,126,253.7,0,0,19875,0,0.0,100.0,1.04,0,1.49,1.6,3.09,0.48,0.2,1.854,3,0,0,,81,66.2,2.47,44.88,25.0
760.0,26.2,2.715,71.135,2832,2788.2009124,2820.0225352,1.01,434.6,131.0,24.9,24.6,35.59,10.2,16.01,4.83,14.76,6.04,20.71,0.08,115,35,106,44,25.0,0.32,98.0,EXERCISE,19.5,44,655,768,20125,838.6,13.98,127,256.9,0,0,20125,0,0.0,100.0,1.01,0,1.05,1.24,2.29,0.46,0.2,1.852,3,0,0,,82,66.4,2.59,44.69,25.0
761.0,32.26,2.39,77.097,2335,3064.212564,3034.2377272,0.99,381.5,114.5,24.4,24.7,39.11,11.2,15.96,4.79,14.71,6.04,20.71,0.08,115,35,106,44,25.0,0.32,98.0,EXERCISE,19.5,44,655,768,22015,917.3,15.29,127,281.0,0,735,21280,0,3.3,96.7,0.99,0,0.97,0.89,1.86,0.52,0.2,1.887,1,0,0,,91,63.5,2.46,44.69,25.0
764.0,24.9,3.0,74.689,3236,2832.5082136,2934.9179922,1.04,484.1,143.5,25.8,24.9,36.15,10.3,16.14,4.78,14.91,6.04,20.71,0.08,116,34,108,44,25.0,0.32,98.0,EXERCISE,19.5,44,655,768,20556,856.5,14.28,128,262.4,0,0,20556,0,0.0,100.0,1.04,0,1.1,1.31,2.41,0.46,0.2,1.873,3,0,0,,84,64.7,2.73,44.69,25.0
768.0,15.11,4.212,63.657,4113,2540.9803896,2724.0687886,1.07,668.9,219.1,24.6,23.0,32.43,9.3,15.88,5.2,14.53,6.45,20.73,0.08,115,38,105,47,25.0,0.32,91.0,EXERCISE,19.5,44,655,768,18585,774.4,12.91,129,237.2,0,0,18585,0,0.0,100.0,1.07,0,1.66,2.31,3.97,0.42,0.19,1.804,4,0,0,,75,69.9,2.54,47.35,25.0
770.0,28.44,1.77,50.332,1690,2174.2750207,2144.106462,0.99,274.6,92.2,22.2,22.5,27.75,7.9,15.51,5.21,14.14,6.59,20.67,0.11,112,38,102,48,25.0,0.32,88.0,EXERCISE,19.5,44,655,768,15607,650.3,10.84,129,199.2,0,739,14868,0,4.7,95.3,0.99,0,0.93,1.18,2.11,0.44,0.18,1.702,2,0,0,,64,76.2,1.9,48.26,25.0
773.0,19.11,3.442,65.771,3657,2787.3208279,2851.9793314,1.02,537.4,181.4,23.1,22.6,35.58,10.2,15.61,5.27,14.32,6.52,20.71,0.08,113,38,103,47,25.0,0.32,91.0,EXERCISE,19.5,44,655,768,20171,840.5,14.01,130,257.4,0,0,20171,0,0.0,100.0,1.02,0,1.57,1.57,3.14,0.5,0.18,1.818,3,0,0,,82,68.9,2.19,47.8,25.0
775.0,26.32,2.83,74.474,2950,2890.6525735,3044.5048385,1.05,452.6,141.3,25.1,23.9,36.89,10.5,15.99,4.99,14.78,6.25,20.69,0.1,115,36,107,45,25.0,0.32,93.0,EXERCISE,19.5,44,655,768,21056,877.4,14.62,130,268.7,0,0,21056,0,0.0,100.0,1.05,0,0.94,1.34,2.28,0.41,0.19,1.872,2,0,0,,85,64.8,3.01,46.05,25.0
778.0,26.43,2.742,72.476,2833,2674.6103045,2923.0424847,1.09,443.6,135.1,26.4,24.2,34.14,9.8,16.18,4.93,15.03,6.13,20.68,0.1,117,36,108,44,25.0,0.32,90.0,EXERCISE,19.5,44,655,768,19651,818.8,13.65,131,250.8,0,0,19651,0,0.0,100.0,1.09,0,1.07,1.2,2.27,0.47,0.19,1.86,3,0,0,,79,65.7,2.56,45.27,25.0
780.0,29.56,2.695,79.655,2628,2764.462192,3096.1994758,1.12,443.4,127.8,28.1,25.1,35.28,10.1,16.45,4.74,15.4,5.89,20.71,0.09,119,34,111,42,25.0,0.32,89.0,EXERCISE,19.5,44,655,768,20430,851.2,14.19,131,260.7,0,0,20430,0,0.0,100.0,1.12,0,0.93,1.1,2.03,0.46,0.19,1.901,2,0,0,,82,62.3,2.9,43.71,25.0
782.0,28.44,2.139,60.825,2391,2003.2844398,2330.2587268,1.16,355.6,100.0,29.4,25.2,25.57,7.3,16.62,4.68,15.56,5.84,20.7,0.09,120,34,112,42,25.0,0.32,89.0,EXERCISE,19.5,44,655,768,14942,622.6,10.38,132,190.7,0,0,14942,0,0.0,100.0,1.16,0,0.95,1.16,2.11,0.45,0.19,1.784,2,0,0,,59,71.2,2.25,43.39,25.0
784.0,24.0,2.636,63.264,2687,2053.6017681,2479.2276872,1.21,439.1,126.0,30.0,24.8,26.21,7.5,16.66,4.78,15.57,5.97,20.71,0.09,120,34,112,43,25.0,0.32,90.0,EXERCISE,19.5,44,655,768,15460,644.2,10.74,132,197.3,0,0,15460,0,0.0,100.0,1.21,0,1.09,1.41,2.5,0.44,0.19,1.801,2,0,0,,61,70.1,2.42,44.23,25.0
787.0,20.41,2.851,58.184,3159,1830.743608,2289.1153346,1.25,477.5,136.8,31.0,24.8,23.37,6.7,16.75,4.8,15.7,5.97,20.71,0.09,121,35,113,43,25.0,0.32,89.0,EXERCISE,19.5,44,655,768,13907,579.5,9.66,132,177.5,0,0,13907,0,0.0,100.0,1.25,0,1.18,1.76,2.94,0.4,0.19,1.765,3,0,0,,54,72.5,2.42,44.23,25.0
790.0,24.79,2.713,67.264,2697,2038.0436595,2558.3979031,1.26,458.0,126.2,32.2,25.6,26.01,7.4,16.88,4.65,15.86,5.84,20.7,0.1,122,34,114,42,25.0,0.32,85.0,EXERCISE,19.5,44,655,768,15498,645.8,10.76,133,197.8,0,0,15498,0,0.0,100.0,1.26,0,1.04,1.38,2.42,0.43,0.2,1.828,3,0,0,,60,68.2,2.61,43.39,25.0
792.0,23.35,2.467,57.595,2531,1732.0449258,2199.0757206,1.27,417.4,114.7,32.3,25.4,22.11,6.3,16.92,4.65,15.87,5.84,20.72,0.08,122,34,114,42,25.0,0.32,88.0,EXERCISE,19.5,44,655,768,13211,550.4,9.17,133,168.6,0,0,13211,0,0.0,100.0,1.27,0,1.05,1.52,2.57,0.41,0.2,1.76,2,0,0,,51,72.8,2.35,43.39,25.0
796.0,17.34,3.108,53.896,2996,1723.9235722,2185.4133148,1.27,519.0,153.0,30.6,24.1,22.0,6.3,16.7,4.92,15.69,6.03,20.74,0.07,120,35,113,43,25.0,0.32,88.0,EXERCISE,19.5,44,655,768,13143,547.6,9.13,134,167.8,0,0,13143,0,0.0,100.0,1.27,0,1.68,1.78,3.46,0.49,0.18,1.732,4,0,0,,51,74.5,1.85,44.62,25.0
799.0,19.67,2.473,48.649,2460,1576.7849241,1966.3122113,1.25,411.8,121.6,30.0,24.0,20.12,5.7,16.65,4.92,15.61,6.05,20.73,0.08,120,35,113,44,25.0,0.32,89.0,EXERCISE,19.5,44,655,768,11970,498.7,8.31,134,152.8,0,0,11970,0,0.0,100.0,1.25,0,1.39,1.66,3.05,0.46,0.18,1.687,3,0,0,,47,77.0,1.78,44.75,25.0
804.0,13.27,2.33,30.929,2877,1131.0418572,1378.328671,1.22,376.4,125.9,26.5,21.8,14.44,4.1,16.15,5.4,15.5,6.13,20.73,0.07,116,39,112,44,25.0,0.32,87.0,EXERCISE,19.5,44,655,768,8535,355.6,5.93,135,108.9,0,0,8535,0,0.0,100.0,1.22,0,1.91,2.61,4.52,0.42,0.11,1.49,5,0,0,,33,85.4,1.22,45.27,25.0
806.0,19.17,2.592,49.687,2185,1788.3517478,2070.7189151,1.16,422.0,131.1,27.0,23.3,22.83,6.5,16.28,5.06,15.25,6.14,20.73,0.07,117,36,110,44,25.0,0.32,89.0,EXERCISE,19.5,44,655,768,13323,555.1,9.25,135,170.0,0,0,13323,0,0.0,100.0,1.16,0,1.74,1.39,3.13,0.56,0.17,1.696,2,0,0,,53,76.5,1.49,45.34,25.0
