BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
8.6,17.5,50.0,50.0,4.0,4.0,,,0.0
7.9,12.9,155.0,102.5,12.0,8.0,,,7.0
31.3,12.9,64.0,89.7,20.0,12.0,,,9.0
10.4,9.4,109.0,94.5,11.0,11.8,,,15.0
14.9,11.3,74.0,90.4,11.0,11.6,,,19.0
14.9,13.4,84.0,89.3,12.0,11.7,,,23.0
14.7,14.8,69.0,86.4,10.0,11.4,,,27.0
14.3,14.6,77.0,85.2,11.0,11.4,,,32.0
13.9,14.6,44.0,80.7,6.0,10.8,,,36.0
12.5,14.3,54.0,78.0,7.0,10.4,,,41.0
16.0,14.3,47.0,75.2,8.0,10.2,,,45.0
8.4,13.6,499.0,110.5,42.0,12.8,,,53.0
7.6,11.6,99.0,109.6,8.0,12.5,,,59.0
11.6,10.9,124.0,110.6,14.0,12.6,,,65.0
8.9,9.7,128.0,111.8,11.0,12.5,,,71.0
11.3,9.5,435.0,132.0,49.0,14.8,,,89.0
9.9,10.0,150.0,133.1,15.0,14.8,,,94.0
21.7,10.9,82.0,130.2,18.0,14.9,,,97.0
10.5,10.6,135.0,130.5,14.0,14.9,,,103.0
12.6,11.5,73.0,127.6,9.0,14.6,,,108.0
11.8,11.6,64.0,124.6,8.0,14.3,,,114.0
8.9,11.6,74.0,122.3,7.0,14.0,,,120.0
25.4,11.6,68.0,119.9,17.0,14.1,,,122.0
22.7,15.7,50.0,117.0,11.0,14.0,,,125.0
14.4,16.3,182.0,119.6,26.0,14.4,,,129.0
17.4,18.2,126.0,119.8,22.0,14.7,,,132.0
13.6,18.2,213.0,123.3,29.0,15.3,,,136.0
18.8,16.9,179.0,125.3,34.0,15.9,,,139.0
24.2,16.9,103.0,124.5,25.0,16.2,,,142.0
19.7,18.6,186.0,126.6,37.0,16.9,,,145.0
17.0,18.5,184.0,128.4,31.0,17.4,,,148.0
15.6,18.5,246.0,132.1,38.0,18.0,,,152.0
18.5,18.4,220.0,134.8,41.0,18.7,,,155.0
17.2,17.6,163.0,135.6,28.0,19.0,,,159.0
20.8,17.6,242.0,138.6,50.0,19.9,,,162.0
