BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
11.9,11.1,27.0,27.0,3.0,3.0,,,0.0
14.9,11.6,164.0,95.5,24.0,13.5,,,5.0
15.8,11.6,168.0,119.7,27.0,18.0,,,8.0
14.6,13.8,160.0,129.8,23.0,19.2,,,12.0
14.3,14.6,63.0,116.4,9.0,17.2,,,16.0
17.2,15.1,40.0,103.7,7.0,15.5,,,20.0
14.0,14.9,110.0,104.6,15.0,15.4,,,24.0
8.1,14.3,98.0,103.8,8.0,14.5,,,32.0
9.0,12.4,96.0,102.9,9.0,13.9,,,38.0
8.6,10.6,98.0,102.4,8.0,13.3,,,45.0
10.3,9.3,88.0,101.1,9.0,12.9,,,51.0
13.2,9.3,112.0,102.0,15.0,13.1,,,55.0
13.0,10.8,127.0,103.9,17.0,13.4,,,60.0
12.7,12.0,90.0,102.9,11.0,13.2,,,65.0
13.6,13.0,81.0,101.5,11.0,13.1,,,69.0
14.0,13.3,76.0,99.9,11.0,12.9,,,74.0
12.2,13.1,107.0,100.3,13.0,12.9,,,79.0
11.1,12.8,94.0,99.9,10.0,12.8,,,84.0
12.3,12.7,70.0,98.4,9.0,12.6,,,89.0
14.7,12.8,83.0,97.6,12.0,12.6,,,93.0
14.7,13.1,95.0,97.5,14.0,12.6,,,97.0
18.3,13.9,103.0,97.7,19.0,12.9,,,100.0
17.9,15.8,93.0,97.5,17.0,13.1,,,103.0
8.8,15.8,370.0,108.9,32.0,13.9,,,112.0
11.1,14.6,150.0,110.5,17.0,14.0,,,116.0
40.5,15.8,112.0,110.6,45.0,15.2,,,123.0
19.2,16.1,378.0,120.5,73.0,17.3,,,126.0
18.3,16.2,59.0,118.3,11.0,17.1,,,130.0
14.7,17.4,177.0,120.3,26.0,17.4,,,133.0
15.8,17.8,193.0,122.7,30.0,17.8,,,137.0
16.5,16.9,236.0,126.4,39.0,18.5,,,141.0
13.9,15.7,247.0,130.2,34.0,19.0,,,145.0
18.8,15.7,181.0,131.7,34.0,19.5,,,148.0
20.8,17.0,262.0,135.5,55.0,20.5,,,151.0
18.3,17.8,161.0,136.3,29.0,20.7,,,154.0
19.5,18.8,275.0,140.1,54.0,21.7,,,157.0
19.7,19.3,161.0,140.7,32.0,21.9,,,161.0
27.3,20.0,44.0,138.1,12.0,21.7,,,163.0
14.3,19.2,203.0,139.8,29.0,21.9,,,167.0
16.7,18.6,190.0,141.0,32.0,22.1,,,170.0
16.9,17.8,235.0,143.3,40.0,22.6,,,174.0
17.6,17.1,156.0,143.6,28.0,22.7,,,178.0
20.8,17.1,159.0,144.0,33.0,22.9,,,180.0
14.6,17.1,269.0,146.8,39.0,23.3,,,185.0
22.1,18.4,145.0,146.8,32.0,23.5,,,187.0
21.4,20.0,197.0,147.9,42.0,23.9,,,190.0
19.0,20.4,166.0,148.3,32.0,24.1,,,194.0
18.5,19.6,155.0,148.4,29.0,24.2,,,197.0
17.4,19.6,239.0,150.3,42.0,24.5,,,200.0
19.5,19.0,191.0,151.1,37.0,24.8,,,203.0
17.2,18.3,322.0,154.4,56.0,25.4,,,206.0
19.5,18.5,241.0,156.1,47.0,25.8,,,210.0
18.1,18.3,177.0,156.5,32.0,25.9,,,213.0
21.7,19.0,212.0,157.5,46.0,26.3,,,216.0
21.1,19.6,148.0,157.3,31.0,26.4,,,219.0
21.4,20.7,150.0,157.2,32.0,26.5,,,221.0
21.7,21.4,309.0,159.9,67.0,27.2,,,224.0
17.9,21.4,402.0,164.1,72.0,28.0,,,227.0
17.4,20.1,245.0,165.4,43.0,28.2,,,231.0
16.7,18.9,421.0,169.7,70.0,28.9,,,234.0
15.2,17.3,226.0,170.6,34.0,29.0,,,238.0
19.2,17.3,223.0,171.5,43.0,29.2,,,242.0
19.2,17.8,157.0,171.2,30.0,29.2,,,245.0
19.7,18.4,178.0,171.3,35.0,29.3,,,248.0
16.9,18.4,243.0,172.4,41.0,29.5,,,252.0
23.4,19.4,171.0,172.4,40.0,29.7,,,254.0
15.5,18.6,291.0,174.2,45.0,29.9,,,258.0
15.3,17.4,332.0,176.5,51.0,30.2,,,262.0
14.4,15.9,336.0,178.8,48.0,30.5,,,266.0
9.5,15.1,320.0,180.8,30.0,30.5,,,272.0
15.8,15.1,345.0,183.1,54.0,30.8,,,276.0
14.4,14.7,157.0,182.8,23.0,30.7,,,280.0
16.9,14.9,214.0,183.2,36.0,30.8,,,284.0
13.9,14.7,209.0,183.6,29.0,30.7,,,288.0
15.6,15.3,260.0,184.6,41.0,30.9,,,292.0
17.4,15.6,217.0,185.0,38.0,31.0,,,295.0
17.0,16.5,224.0,185.5,38.0,31.1,,,299.0
18.3,16.7,257.0,188.5,47.0,31.6,,,302.0
14.6,16.7,578.0,193.9,84.0,32.4,,,307.0
15.0,16.5,212.0,194.4,32.0,32.5,,,310.0
19.7,16.8,280.0,196.0,55.0,32.9,,,313.0
14.7,16.0,268.0,198.7,39.0,33.3,,,317.0
15.6,15.1,208.0,200.8,33.0,33.6,,,321.0
17.4,16.0,279.0,203.0,49.0,34.1,,,325.0
14.6,15.9,177.0,202.7,26.0,33.9,,,329.0
16.1,15.5,212.0,202.8,34.0,33.9,,,332.0
20.5,16.4,206.0,204.2,42.0,34.4,,,335.0
18.8,17.4,178.0,205.2,33.0,34.7,,,339.0
20.8,18.5,226.0,205.5,47.0,34.8,,,341.0
18.8,19.3,192.0,205.3,36.0,34.9,,,345.0
20.8,20.0,277.0,207.5,58.0,35.5,,,347.0
23.4,20.1,229.0,207.8,54.0,35.7,,,350.0
19.7,20.5,187.0,209.0,37.0,36.0,,,353.0
23.8,21.3,154.0,209.5,37.0,36.3,,,356.0
32.6,22.7,112.0,208.3,37.0,36.3,,,358.0
23.1,23.4,226.0,208.5,52.0,36.5,,,360.0
27.8,24.9,158.0,208.9,44.0,36.8,,,362.0
21.4,24.9,176.0,209.9,38.0,37.1,,,365.0
21.7,24.2,279.0,210.8,61.0,37.4,,,368.0
17.0,22.1,289.0,213.2,49.0,37.9,,,371.0
21.7,21.6,197.0,214.6,43.0,38.2,,,374.0
24.6,21.6,199.0,214.4,49.0,38.4,,,377.0
19.0,20.8,258.0,216.2,49.0,38.8,,,380.0
24.6,21.8,191.0,215.9,47.0,38.9,,,382.0
15.3,21.8,421.0,219.7,64.0,39.5,,,386.0
15.2,19.6,232.0,221.5,35.0,39.8,,,390.0
15.8,16.7,294.0,224.0,46.0,40.2,,,394.0
14.0,15.4,261.0,225.9,37.0,40.5,,,398.0
19.7,15.4,204.0,227.0,40.0,40.7,,,401.0
14.4,15.1,245.0,228.8,35.0,40.9,,,405.0
19.5,16.6,241.0,228.9,47.0,41.0,,,408.0
13.4,16.0,311.0,228.2,42.0,41.1,,,413.0
16.9,16.9,223.0,229.1,38.0,41.3,,,417.0
18.5,16.6,285.0,229.7,53.0,41.5,,,420.0
16.1,17.2,315.0,232.0,51.0,41.5,,,423.0
11.5,15.5,356.0,231.7,41.0,41.2,,,429.0
15.5,16.1,226.0,233.6,35.0,41.4,,,432.0
19.2,16.7,192.0,233.8,37.0,41.6,,,436.0
11.4,14.4,352.0,235.6,40.0,41.7,,,441.0
14.6,13.9,356.0,236.9,52.0,41.8,,,445.0
9.3,13.8,250.0,237.3,23.0,41.6,,,451.0
18.5,14.8,204.0,237.8,38.0,41.7,,,455.0
19.5,14.8,254.0,237.6,49.0,41.7,,,458.0
13.6,15.6,306.0,239.2,42.0,41.8,,,462.0
17.4,16.5,273.0,241.9,48.0,42.2,,,465.0
14.4,16.8,405.0,244.2,58.0,42.5,,,470.0
16.1,16.0,237.0,244.7,38.0,42.6,,,473.0
19.2,16.0,194.0,244.2,37.0,42.6,,,477.0
22.4,17.6,171.0,244.4,38.0,42.7,,,479.0
21.1,18.8,245.0,245.4,52.0,42.9,,,482.0
17.4,19.3,531.0,248.4,93.0,43.5,,,487.0
15.6,19.3,283.0,250.0,44.0,43.7,,,489.0
18.1,18.9,240.0,250.5,43.0,43.7,,,493.0
20.5,18.7,244.0,251.4,50.0,43.9,,,495.0
16.3,17.3,324.0,253.3,53.0,44.2,,,499.0
18.8,17.7,236.0,253.3,44.0,44.2,,,503.0
17.0,18.0,359.0,255.2,61.0,44.5,,,506.0
16.0,17.4,300.0,255.1,48.0,44.3,,,510.0
15.6,16.4,367.0,257.3,57.0,44.6,,,514.0
13.2,16.2,330.0,258.7,43.0,44.6,,,518.0
16.7,16.1,340.0,262.3,57.0,45.0,,,522.0
17.6,16.1,269.0,261.8,47.0,44.8,,,525.0
19.5,16.6,278.0,260.3,54.0,44.6,,,528.0
19.0,17.8,313.0,261.1,59.0,44.8,,,532.0
20.3,18.7,320.0,259.9,65.0,44.7,,,534.0
20.3,19.6,241.0,259.7,49.0,44.8,,,537.0
15.3,19.6,592.0,264.5,91.0,45.5,,,542.0
15.3,18.2,368.0,266.9,56.0,45.8,,,545.0
18.3,18.0,298.0,268.4,55.0,46.0,,,548.0
17.6,17.1,336.0,269.4,59.0,46.2,,,552.0
19.7,17.1,319.0,271.2,63.0,46.5,,,555.0
19.7,18.6,323.0,271.6,64.0,46.7,,,558.0
20.5,19.3,321.0,272.1,66.0,46.9,,,561.0
19.7,19.7,342.0,272.3,68.0,47.1,,,564.0
22.7,20.0,244.0,271.2,55.0,47.2,,,567.0
20.8,20.4,337.0,271.9,70.0,47.5,,,570.0
39.5,21.4,56.0,269.5,22.0,47.2,,,571.0
21.1,21.6,291.0,269.2,61.0,47.5,,,574.0
19.2,21.6,338.0,269.1,65.0,47.7,,,577.0
19.5,20.5,352.0,270.0,69.0,47.9,,,580.0
13.8,19.9,378.0,273.2,52.0,48.4,,,584.0
18.5,19.1,347.0,274.0,64.0,48.6,,,588.0
19.7,19.1,328.0,275.3,65.0,49.0,,,591.0
19.2,19.1,339.0,276.2,65.0,49.2,,,594.0
19.2,19.0,326.0,277.4,63.0,49.5,,,597.0
18.3,19.0,468.0,280.2,86.0,50.0,,,600.0
14.9,18.9,359.0,281.3,53.0,50.1,,,604.0
17.0,18.2,418.0,279.5,71.0,50.0,,,608.0
21.1,18.2,347.0,281.0,73.0,50.4,,,610.0
22.1,18.8,287.0,281.1,63.0,50.5,,,613.0
22.4,20.1,311.0,281.5,70.0,50.7,,,616.0
23.4,21.9,393.0,282.8,92.0,51.3,,,618.0
19.7,21.9,472.0,285.8,93.0,52.0,,,621.0
20.0,21.5,336.0,286.3,67.0,52.2,,,624.0
21.7,21.4,388.0,287.5,84.0,52.5,,,627.0
19.7,20.5,387.0,289.8,76.0,53.1,,,630.0
21.7,20.5,352.0,291.4,77.0,53.6,,,633.0
22.4,21.2,341.0,292.9,76.0,53.9,,,636.0
24.2,22.0,329.0,293.2,80.0,54.2,,,638.0
23.1,22.4,346.0,295.1,80.0,54.7,,,641.0
21.1,22.4,391.0,296.9,83.0,55.1,,,644.0
22.4,22.6,349.0,298.6,78.0,55.6,,,646.0
25.4,23.2,305.0,298.9,78.0,55.8,,,649.0
23.8,23.1,439.0,301.2,105.0,56.3,,,651.0
