Time,BR,VT,VE,HR,External Heart Rate,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,VE 15 sec sum
0.0,,,,79.0,,,,,,
1.0,,,,79.0,,,,,,
2.0,,,,79.0,,,,,,
3.0,,,,80.0,,,,,,
4.0,,,,83.0,,,,,,
5.0,16.73,346.4,33.3,84.0,,,,,,
6.0,16.59,344.0,33.34,86.0,,,,,,
7.0,16.45,341.5,33.38,87.0,,,,,,
8.0,16.3,339.0,33.43,88.0,,,,,,
9.0,16.16,336.5,33.47,89.0,,,,,,
10.0,16.01,334.0,33.52,89.0,,,,,,
11.0,15.87,331.4,33.56,90.0,,,,,,
12.0,15.72,328.9,33.61,89.0,,,,,,
13.0,15.64,327.5,33.63,89.0,,,,,,
14.0,15.58,326.4,33.65,87.0,,,,,,
15.0,15.52,325.4,33.67,86.0,,,,,,
16.0,15.46,324.3,33.69,85.0,,,,,,
17.0,15.4,323.3,33.71,83.0,,,,,,
18.0,15.34,322.2,33.73,83.0,,,,,,
19.0,15.25,320.8,33.75,83.0,,,,,,
20.0,15.13,318.6,33.79,86.0,,,,,,
21.0,15.01,316.4,33.83,87.0,,,,,,
22.0,14.89,314.5,33.86,88.0,,,,,,
23.0,14.83,313.4,33.88,89.0,,,,,,
24.0,14.77,312.3,33.9,90.0,,,,,,
25.0,14.71,311.2,33.92,91.0,,,,,,
26.0,14.64,310.1,33.94,90.0,,,,,,
27.0,14.58,309.0,33.96,88.0,,,,,,
28.0,14.52,307.9,33.98,85.0,,,,,,
29.0,14.45,306.7,34.0,84.0,,,,,,
30.0,14.38,305.5,34.02,83.0,,,,,,
31.0,14.31,304.3,34.04,82.0,,,,,,
32.0,14.24,303.1,34.06,80.0,,,,,,
33.0,14.17,301.9,34.09,79.0,,,,,,
34.0,14.22,299.5,34.13,78.0,,,,,,
35.0,14.44,295.6,34.2,78.0,,,,,,
36.0,14.59,293.6,34.23,78.0,,,,,,
37.0,14.7,292.6,34.25,79.0,,,,,,
38.0,14.81,291.6,34.27,78.0,,,,,,
39.0,14.93,290.5,34.29,77.0,,,,,,
40.0,15.04,289.5,34.3,76.0,,,,,,
