t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,VT/Ti,PaCO2_e,RealPower
121.0,12.3,0.697,8.57,727,217.5735035,216.9831813,1.0,123.3,21.7,35.4,35.5,2.55,0.7,17.69,3.11,16.38,4.39,20.74,0.07,127,22,118,32,127.0,1.49,0.0,WARMUP,20.2,53,656,765,1566,65.2,1.09,5,18.3,0,14,1551,0,0.9,99.1,1.0,0,1.32,3.56,4.88,0.27,0.24,0.933,5,0,0,,7,95.3,0.53,33.87,0.0
129.0,7.7,1.193,9.189,1552,321.8599153,308.2426159,0.96,198.0,48.7,26.9,28.1,3.77,1.1,16.6,4.08,14.98,5.49,20.77,0.05,119,29,108,39,127.0,1.49,65.0,WARMUP,20.2,53,655,765,2296,95.7,1.59,5,26.9,0,332,1964,0,14.4,85.6,0.96,0,4.23,3.56,7.79,0.54,0.23,0.963,8,0,0,,10,94.9,0.28,40.97,127.0
132.0,15.92,1.149,18.286,1240,706.2759014,636.5834672,0.9,184.9,49.0,24.3,27.0,8.27,2.4,16.09,4.26,14.7,5.5,20.64,0.08,116,31,106,39,127.0,1.49,68.0,WARMUP,20.2,53,655,765,4975,207.3,3.45,5,58.2,0,1675,3299,0,33.7,66.3,0.9,0,1.71,2.06,3.77,0.45,0.19,1.262,3,0,0,,22,89.9,0.67,41.04,127.0
139.0,9.52,1.396,13.295,1416,617.0557753,509.91758600000003,0.83,214.6,65.2,20.5,24.8,7.22,2.1,15.37,4.67,13.55,6.05,20.75,0.06,110,34,97,43,127.0,1.49,80.0,WARMUP,20.2,53,655,765,4273,178.0,2.97,6,50.0,0,2532,1741,0,59.3,40.7,0.83,0,2.05,4.25,6.3,0.33,0.2,1.124,7,0,0,,19,92.7,0.68,44.59,127.0
145.0,10.0,2.977,29.77,2661,1440.8589479,1153.8864548,0.8,451.7,140.8,20.2,25.2,16.86,4.8,15.17,4.73,13.43,5.98,20.75,0.07,109,34,96,43,127.0,1.49,82.0,WARMUP,20.2,53,655,765,9920,413.3,6.89,6,116.1,0,6743,3177,0,68.0,32.0,0.8,0,1.49,4.51,6.0,0.25,0.21,1.474,6,0,0,,44,83.6,2.0,44.14,127.0
148.0,16.81,1.553,26.101,1530,1291.2518807,994.7468743,0.77,233.2,72.4,19.3,25.1,15.11,4.3,15.02,4.66,13.42,5.84,20.68,0.08,108,33,96,42,127.0,1.49,77.0,WARMUP,20.2,53,655,765,8827,367.8,6.13,7,103.3,0,6918,1909,0,78.4,21.6,0.77,0,1.51,2.06,3.57,0.42,0.18,1.417,3,0,0,,40,85.6,1.03,43.23,127.0
152.0,16.3,1.393,22.712,2277,932.8162609,735.4148623,0.79,223.3,55.2,23.1,29.3,10.92,3.1,16.03,3.96,14.37,5.27,20.75,0.07,115,28,103,38,127.0,1.49,73.0,WARMUP,20.2,53,655,765,6404,266.8,4.45,7,74.9,0,4625,1779,0,72.2,27.8,0.79,0,1.69,1.99,3.68,0.46,0.23,1.356,4,0,0,,29,87.5,0.82,39.55,127.0
157.0,10.93,3.661,40.011,3248,1757.7788029,1471.9602617,0.84,573.6,164.1,22.3,26.7,20.57,5.9,15.67,4.48,14.14,5.62,20.77,0.06,112,32,102,40,127.0,1.49,76.0,WARMUP,20.2,53,655,765,12203,508.5,8.47,8,142.8,0,6772,5431,0,55.5,44.5,0.84,0,1.93,3.56,5.49,0.35,0.21,1.602,5,0,0,,54,77.9,1.9,41.81,127.0
162.0,12.35,1.945,24.012,1951,1084.1961027,906.3573153,0.84,297.7,90.4,21.4,25.5,12.69,3.6,15.31,4.65,13.11,6.19,20.55,0.11,110,33,94,44,127.0,1.49,78.0,WARMUP,20.2,53,655,765,7525,313.5,5.23,8,88.1,0,4212,3312,0,56.0,44.0,0.84,0,1.13,3.73,4.86,0.23,0.23,1.38,5,0,0,,33,86.7,1.72,45.5,127.0
166.0,14.49,2.452,35.536,2215,2011.181799,1516.9201179,0.75,350.0,127.8,17.2,22.8,23.54,6.7,14.27,5.21,12.57,6.34,20.73,0.08,102,37,90,46,127.0,1.49,78.0,WARMUP,20.2,53,655,765,13698,570.7,9.51,9,160.3,0,11489,2209,0,83.9,16.1,0.75,0,1.34,2.8,4.14,0.32,0.17,1.551,4,0,0,,62,80.4,1.83,46.46,127.0
171.0,13.57,2.227,30.231,2437,1706.8426066,1269.8835174,0.74,319.0,113.8,17.2,23.1,19.97,5.7,14.32,5.11,12.74,6.22,20.75,0.06,103,37,91,45,127.0,1.49,77.0,WARMUP,20.2,53,655,765,11597,483.2,8.05,9,135.7,0,10133,1464,0,87.4,12.6,0.74,0,1.94,2.48,4.42,0.44,0.17,1.48,5,0,0,,52,83.3,1.15,45.69,127.0
174.0,17.24,1.685,29.052,1773,1684.484186,1219.6520445,0.72,237.9,86.4,16.5,22.8,19.71,5.6,14.12,5.13,12.45,6.31,20.69,0.08,101,37,89,45,127.0,1.49,77.0,WARMUP,20.2,53,655,765,11392,474.7,7.91,10,133.3,0,10729,663,0,94.2,5.8,0.72,0,1.54,1.94,3.48,0.44,0.16,1.463,3,0,0,,52,84.0,1.09,46.27,127.0
178.0,15.62,2.051,32.047,2345,1763.5117,1319.5473203,0.75,294.3,103.8,17.6,23.5,20.64,5.9,14.35,5.06,12.59,6.3,20.62,0.11,103,36,90,45,127.0,1.49,80.0,WARMUP,20.2,53,655,765,11994,499.8,8.33,10,140.4,0,10305,1689,0,85.9,14.1,0.75,0,1.4,2.44,3.84,0.36,0.18,1.506,4,0,0,,54,82.3,1.47,46.21,127.0
182.0,16.57,2.349,38.934,2094,2292.4572477,1685.1960608,0.74,327.2,124.6,16.5,22.4,26.83,7.7,13.93,5.3,12.34,6.39,20.62,0.1,100,38,89,46,127.0,1.49,79.0,WARMUP,20.2,53,655,765,15544,647.7,10.79,11,181.9,0,14053,1491,0,90.4,9.6,0.74,0,1.56,2.06,3.62,0.43,0.16,1.59,4,0,0,,70,78.5,1.51,46.79,127.0
186.0,14.49,2.321,33.638,2356,1955.8639223,1434.8528774,0.73,326.0,121.6,16.7,22.7,22.89,6.5,14.05,5.24,12.25,6.51,20.65,0.11,101,38,88,47,127.0,1.49,79.0,WARMUP,20.2,53,655,765,13257,552.4,9.21,12,155.1,0,12053,1204,0,90.9,9.1,0.73,0,1.36,2.78,4.14,0.33,0.18,1.527,4,0,0,,60,81.4,1.71,47.56,127.0
189.0,16.53,2.981,49.273,2635,2761.2831218,2088.5954438,0.76,426.7,154.0,17.4,23.0,32.31,9.2,14.31,5.17,12.68,6.29,20.71,0.07,103,37,91,45,127.0,1.49,78.0,WARMUP,20.2,53,655,765,18816,784.0,13.07,12,220.2,0,15644,3171,0,83.1,16.9,0.76,0,1.2,2.43,3.63,0.33,0.17,1.693,3,0,0,,85,72.8,2.48,46.14,127.0
193.0,15.92,2.337,37.194,2557,2027.6564127,1551.8703851,0.77,338.3,119.1,17.8,23.2,23.73,6.8,14.48,5.1,12.76,6.35,20.71,0.08,104,37,92,46,127.0,1.49,80.0,WARMUP,20.2,53,655,765,13845,576.9,9.61,13,162.0,0,11088,2757,0,80.1,19.9,0.77,0,1.68,2.09,3.77,0.45,0.18,1.57,4,0,0,,62,79.5,1.39,46.53,127.0
197.0,17.54,2.667,46.789,2462,2622.6867293,2007.0164635,0.77,382.2,139.4,17.4,22.7,30.69,8.8,14.33,5.23,12.86,6.29,20.74,0.07,103,38,92,45,127.0,1.49,79.0,WARMUP,20.2,53,655,765,17908,746.2,12.44,14,209.6,0,14348,3560,0,80.1,19.9,0.77,0,1.54,1.88,3.42,0.45,0.16,1.67,4,0,0,,80,74.2,1.73,46.14,127.0
201.0,15.54,3.022,46.974,3024,2393.1818579,1950.9752789,0.82,448.8,153.0,19.2,23.5,28.01,8.0,14.85,5.06,13.33,6.18,20.74,0.07,107,36,96,44,127.0,1.49,79.0,WARMUP,20.2,53,655,765,16530,688.8,11.48,14,193.5,0,10425,6106,0,63.1,36.9,0.82,0,1.4,2.46,3.86,0.36,0.18,1.672,4,0,0,,73,74.1,2.16,45.43,127.0
205.0,14.18,2.923,41.461,3019,2130.8333072,1764.5907186,0.83,432.4,151.3,19.0,22.9,24.94,7.1,14.79,5.18,13.33,6.27,20.75,0.06,106,37,96,45,127.0,1.49,81.0,WARMUP,20.2,53,655,765,14762,615.1,10.25,15,172.8,0,8660,6102,0,58.7,41.3,0.83,0,1.91,2.32,4.23,0.45,0.17,1.618,4,0,0,,65,77.1,1.53,46.01,127.0
208.0,16.76,2.456,41.162,2614,2014.5909748,1750.3615585,0.87,361.4,128.5,19.8,22.8,23.58,6.7,14.71,5.23,13.22,6.36,20.44,0.12,106,38,95,46,127.0,1.49,81.0,WARMUP,20.2,53,655,765,14087,586.9,9.78,16,164.9,0,6306,7781,0,44.8,55.2,0.87,0,1.48,2.1,3.58,0.41,0.17,1.614,3,0,0,,62,77.3,1.66,46.59,127.0
212.0,17.65,1.952,34.447,2293,1656.3208171,1410.3401227,0.85,289.6,99.8,20.1,23.5,19.38,5.5,14.84,5.11,13.1,6.44,20.44,0.19,107,37,94,46,127.0,1.49,82.0,WARMUP,20.2,53,655,765,11536,480.7,8.01,16,135.0,0,5847,5689,0,50.7,49.3,0.85,0,1.11,2.29,3.4,0.33,0.18,1.537,4,0,0,,51,81.0,1.76,47.11,127.0
215.0,19.17,2.289,43.879,2148,2306.0871346,1864.1082759,0.81,334.5,119.2,18.4,22.8,26.99,7.7,14.61,5.21,13.0,6.46,20.68,0.1,105,37,93,46,127.0,1.49,81.0,WARMUP,20.2,53,655,765,15904,662.7,11.04,17,186.1,0,10403,5501,0,65.4,34.6,0.81,0,1.3,1.83,3.13,0.42,0.18,1.642,3,0,0,,71,75.8,1.76,47.24,127.0
218.0,18.02,3.192,57.514,2600,2862.6540139,2370.0924368,0.83,471.1,165.2,19.7,23.7,33.5,9.6,14.76,5.18,13.41,6.24,20.53,0.22,106,37,96,45,127.0,1.49,79.0,WARMUP,20.2,53,656,765,19831,826.3,13.77,17,232.1,0,11646,8185,0,58.7,41.3,0.83,0,1.1,2.23,3.33,0.33,0.17,1.76,3,0,0,,88,68.2,2.9,45.82,127.0
221.0,17.96,2.099,37.707,2058,1963.1404864,1583.5088598,0.81,306.7,108.5,18.6,23.0,22.97,6.6,14.61,5.17,12.86,6.57,20.62,0.12,105,37,92,47,127.0,1.49,79.0,WARMUP,20.2,53,655,765,13533,563.9,9.4,18,158.4,0,8932,4601,0,66.0,34.0,0.81,0,1.59,1.75,3.34,0.48,0.19,1.576,3,0,0,,60,79.2,1.32,47.95,127.0
225.0,18.87,2.563,48.358,2644,2342.301944,2015.7024771,0.86,378.4,132.8,20.1,23.3,27.41,7.8,14.76,5.18,13.16,6.41,20.42,0.17,106,37,94,46,127.0,1.49,78.0,WARMUP,20.2,53,656,765,16347,681.1,11.35,19,191.3,0,7779,8568,0,47.6,52.4,0.86,0,1.23,1.95,3.18,0.39,0.18,1.684,4,0,0,,72,73.3,2.08,46.92,127.0
227.0,23.9,1.859,44.438,1750,2223.5632044,1819.6760088,0.82,277.4,93.0,19.2,23.5,26.02,7.4,14.92,5.0,13.47,6.26,20.71,0.08,107,36,97,45,127.0,1.49,79.0,WARMUP,20.2,53,656,765,15370,640.4,10.67,19,179.9,0,9528,5842,0,62.0,38.0,0.82,0,1.1,1.41,2.51,0.44,0.18,1.648,2,0,0,,68,75.5,1.69,45.95,127.0
231.0,14.71,3.765,55.368,3782,2483.8406668,2215.3914046,0.89,582.4,184.1,21.9,24.5,29.07,8.3,15.47,4.89,13.98,6.1,20.74,0.08,111,35,100,44,127.0,1.49,78.0,WARMUP,20.2,53,655,765,17458,727.4,12.12,20,204.3,0,6440,11019,0,36.9,63.1,0.89,0,1.61,2.47,4.08,0.39,0.2,1.743,4,0,0,,76,69.4,2.34,44.91,127.0
236.0,15.04,3.695,55.564,3464,2384.5547707,2209.8438288,0.93,577.9,179.6,22.9,24.7,27.91,8.0,15.64,4.86,14.13,6.12,20.72,0.08,112,35,101,44,127.0,1.49,81.0,WARMUP,20.2,53,656,765,16892,703.8,11.73,21,197.7,0,4224,12668,0,25.0,75.0,0.93,0,1.61,2.38,3.99,0.4,0.21,1.745,5,0,0,,73,69.3,2.3,45.04,127.0
239.0,15.27,2.402,36.672,2536,1782.8728997,1556.066748,0.87,362.0,124.2,20.0,22.9,20.86,6.0,15.07,5.17,13.51,6.45,20.76,0.07,108,37,97,46,127.0,1.49,82.0,WARMUP,20.2,53,655,765,12477,519.9,8.66,21,146.0,0,5417,7060,0,43.4,56.6,0.87,0,1.91,2.02,3.93,0.49,0.18,1.564,3,0,0,,55,79.8,1.26,47.17,127.0
242.0,21.43,2.213,47.421,2153,2302.2965301,1993.4620533,0.87,331.2,113.6,19.9,23.0,26.94,7.7,14.97,5.13,13.43,6.44,20.64,0.08,107,37,96,46,127.0,1.49,82.0,WARMUP,20.2,53,656,765,16087,670.3,11.17,22,188.3,0,7365,8722,0,45.8,54.2,0.87,0,1.34,1.46,2.8,0.48,0.19,1.676,3,0,0,,71,73.8,1.65,47.11,127.0
245.0,17.39,3.021,52.539,2710,2529.2640311,2245.1465722,0.89,454.0,157.6,20.3,22.9,29.6,8.5,15.03,5.22,13.62,6.35,20.68,0.08,108,37,98,46,127.0,1.49,81.0,WARMUP,20.2,53,656,765,17761,740.0,12.33,22,207.8,0,6809,10951,0,38.3,61.7,0.89,0,1.37,2.08,3.45,0.4,0.17,1.72,3,0,0,,78,71.0,2.21,46.53,127.0
250.0,14.32,4.007,57.379,4071,2337.5477498,2264.6191534,0.97,631.3,194.9,24.1,24.9,27.36,7.8,15.75,4.86,14.33,6.06,20.62,0.12,113,35,103,44,127.0,1.49,80.0,WARMUP,20.2,53,655,765,16715,696.5,11.61,23,195.6,0,1780,14935,0,10.6,89.4,0.97,0,1.52,2.67,4.19,0.36,0.2,1.759,5,0,0,,72,68.3,2.64,44.65,127.0
253.0,18.87,2.501,47.189,2462,2057.2037798,1906.3686995,0.93,389.9,123.2,22.3,24.1,24.07,6.9,15.59,4.93,14.1,6.21,20.75,0.07,112,35,101,45,127.0,1.49,80.0,WARMUP,20.2,53,655,765,14573,607.2,10.12,24,170.5,0,3647,10926,0,25.0,75.0,0.93,0,1.5,1.68,3.18,0.47,0.2,1.674,3,0,0,,63,73.9,1.67,45.62,127.0
257.0,15.35,2.484,38.118,2602,1767.0674579,1636.1327403,0.93,378.4,129.9,21.0,22.6,20.68,5.9,15.23,5.23,13.57,6.59,20.72,0.07,109,38,97,47,127.0,1.49,81.0,WARMUP,20.2,53,656,765,12515,521.5,8.69,25,146.5,0,3165,9350,0,25.3,74.7,0.93,0,1.33,2.58,3.91,0.34,0.19,1.581,4,0,0,,54,79.0,1.87,48.08,127.0
260.0,17.05,2.743,46.756,2548,2298.7424471,2054.4348786,0.89,410.1,146.8,19.8,22.2,26.9,7.7,14.95,5.35,13.45,6.56,20.73,0.07,107,38,97,47,127.0,1.49,80.0,WARMUP,20.2,53,656,765,16164,673.5,11.22,25,189.2,0,5863,10301,0,36.3,63.7,0.89,0,1.42,2.1,3.52,0.4,0.17,1.67,3,0,0,,70,74.2,1.93,47.88,127.0
264.0,16.76,3.028,50.749,2868,2363.6539433,2134.3564881,0.9,461.6,155.2,21.0,23.2,27.66,7.9,15.24,5.13,13.84,6.27,20.73,0.07,109,37,99,45,127.0,1.49,79.0,WARMUP,20.2,53,656,765,16655,694.0,11.57,26,194.9,0,5514,11141,0,33.1,66.9,0.9,0,1.58,2.0,3.58,0.44,0.18,1.705,4,0,0,,72,72.0,1.92,46.01,127.0
267.0,16.26,2.733,44.439,2995,2034.0697145,1863.87533,0.92,418.8,139.7,21.3,23.2,23.8,6.8,15.32,5.11,13.8,6.36,20.73,0.07,110,37,99,46,127.0,1.49,77.0,WARMUP,20.2,53,656,765,14376,599.0,9.98,26,168.2,0,4105,10270,0,28.6,71.4,0.92,0,1.44,2.25,3.69,0.39,0.19,1.648,3,0,0,,62,75.5,1.9,46.59,127.0
271.0,18.24,2.357,42.985,2546,1930.3212809,1777.3938178,0.92,363.0,118.8,21.6,23.5,22.59,6.5,15.4,5.04,13.87,6.35,20.71,0.07,111,36,100,46,127.0,1.49,80.0,WARMUP,20.2,53,656,765,13656,569.0,9.48,27,159.8,0,3692,9964,0,27.0,73.0,0.92,0,1.44,1.85,3.29,0.44,0.19,1.633,4,0,0,,59,76.3,1.64,46.53,127.0
275.0,15.83,2.623,41.525,2336,1945.5923933,1752.9476278,0.9,398.8,135.2,20.8,23.1,22.77,6.5,15.2,5.15,13.7,6.42,20.72,0.08,109,37,98,46,127.0,1.49,77.0,WARMUP,20.2,53,656,765,13703,571.0,9.52,28,160.4,0,4631,9072,0,33.8,66.2,0.9,0,1.35,2.44,3.79,0.36,0.19,1.618,4,0,0,,60,77.1,1.94,46.98,127.0
278.0,16.71,4.074,68.089,4055,2839.1492909,2681.4290831,0.94,642.3,195.7,23.6,25.0,33.23,9.5,15.77,4.8,14.4,6.01,20.72,0.07,113,34,103,43,127.0,1.49,77.0,WARMUP,20.3,53,656,765,20192,841.3,14.02,28,236.3,0,3828,16364,0,19.0,81.0,0.94,0,1.47,2.12,3.59,0.41,0.2,1.833,3,0,0,,87,62.4,2.77,44.33,127.0
