Time,BR,VT,VE,HR,External Heart Rate,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,VE 15 sec sum
0.0,,,,,,,,,,
1.0,,,,83.0,,,,,,
2.0,11.64,147.7,16.81,83.0,,,,,,
3.0,11.67,147.9,16.88,83.0,,,,,,
4.0,11.69,148.0,16.96,83.0,,,,,,
5.0,11.71,148.1,17.03,83.0,,,,,,
6.0,11.74,148.3,17.1,97.0,,,,,,
7.0,11.76,148.4,17.18,93.0,,,,,,
8.0,11.79,148.5,17.25,89.0,,,,,,
9.0,11.81,148.6,17.31,90.0,,,,,,
10.0,11.83,148.7,17.38,88.0,,,,,,
11.0,11.85,148.9,17.45,88.0,,,,,,
12.0,11.87,149.0,17.52,86.0,,,,,,
13.0,11.9,149.1,17.58,85.0,,,,,,
14.0,11.92,149.2,17.65,87.0,,,,,,
15.0,11.95,149.4,17.74,88.0,,,,,,
16.0,11.98,149.6,17.83,86.0,,,,,,
17.0,12.01,149.7,17.93,85.0,,,,,,
18.0,12.04,149.9,18.02,86.0,,,,,,
19.0,12.07,150.0,18.11,84.0,,,,,,
20.0,12.1,150.2,18.21,85.0,,,,,,
21.0,12.13,150.4,18.31,83.5,,,,,,
22.0,12.17,150.6,18.42,82.0,,,,,,
23.0,12.2,150.8,18.52,80.0,,,,,,
24.0,12.24,151.0,18.63,86.0,,,,,,
25.0,12.28,151.2,18.75,85.0,,,,,,
26.0,12.32,151.4,18.88,84.0,,,,,,
27.0,12.36,151.6,19.0,84.0,,,,,,
28.0,12.4,151.9,19.13,82.0,,,,,,
29.0,12.45,152.1,19.27,85.0,,,,,,
30.0,12.5,152.4,19.42,83.0,,,,,,
31.0,12.53,152.6,19.53,82.0,,,,,,
32.0,12.56,152.7,19.61,83.0,,,,,,
33.0,12.59,152.9,19.7,83.0,,,,,,
34.0,12.62,153.0,19.79,78.0,,,,,,
35.0,12.65,153.2,19.88,80.0,,,,,,
36.0,12.67,153.4,19.97,81.0,,,,,,
37.0,12.68,153.6,20.08,84.0,,,,,,
38.0,12.7,153.8,20.19,84.0,,,,,,
39.0,12.71,154.0,20.3,84.0,,,,,,
40.0,12.72,154.2,20.41,84.0,,,,,,
41.0,12.73,154.3,20.51,84.0,,,,,,
42.0,12.73,154.5,20.61,84.0,,,,,,
43.0,12.73,154.7,20.71,84.0,,,,,,
44.0,12.74,154.9,20.81,84.0,,,,,,
45.0,12.75,155.0,20.91,84.0,,,,,,
46.0,12.77,155.2,21.0,84.0,,,,,,
47.0,12.78,155.4,21.09,84.0,,,,,,
48.0,12.8,155.5,21.18,76.0,,,,,,
49.0,12.81,155.7,21.28,76.0,,,,,,
50.0,12.83,155.9,21.37,74.0,,,,,,
51.0,12.84,156.0,21.47,74.0,,,,,,
52.0,12.85,156.2,21.57,76.0,,,,,,
53.0,12.86,156.4,21.66,75.0,,,,,,
54.0,12.87,156.6,21.76,74.0,,,,,,
55.0,12.87,156.7,21.85,76.0,,,,,,
56.0,12.87,156.9,21.94,76.0,,,,,,
57.0,12.87,157.1,22.03,78.0,,,,,,
58.0,12.87,157.2,22.13,77.0,,,,,,
59.0,12.87,157.4,22.22,76.0,,,,,,
60.0,12.88,157.5,22.31,78.0,,,,,,
61.0,12.89,157.7,22.4,77.0,,,,,,
62.0,12.9,157.9,22.49,78.0,,,,,,
63.0,12.9,158.0,22.58,77.0,,,,,,
64.0,12.91,158.2,22.67,74.0,,,,,,
65.0,12.89,158.4,22.79,76.0,,,,,,
66.0,12.86,158.6,22.91,76.0,,,,,,
67.0,12.83,158.8,23.03,75.0,,,,,,
68.0,12.8,159.0,23.15,78.0,,,,,,
69.0,12.78,159.2,23.28,80.0,,,,,,
70.0,12.75,159.3,23.41,79.0,,,,,,
71.0,12.73,159.4,23.54,78.0,,,,,,
72.0,12.7,159.5,23.67,78.0,,,,,,
73.0,12.67,159.7,23.8,83.0,,,,,,
74.0,12.66,160.0,23.99,81.0,,,,,,
75.0,12.64,160.5,24.2,83.0,,,,,,
76.0,12.63,160.9,24.4,83.0,,,,,,
77.0,12.61,161.3,24.61,81.0,,,,,,
78.0,12.6,161.8,24.82,83.0,,,,,,
79.0,12.58,162.3,25.03,82.0,,,,,,
80.0,12.56,163.2,25.31,82.0,,,,,,
81.0,12.54,164.1,25.6,82.0,,,,,,
82.0,12.52,165.0,25.88,82.0,,,,,,
83.0,12.5,165.9,26.17,81.0,,,,,,
84.0,12.5,166.9,26.42,81.0,,,,,,
85.0,12.5,167.9,26.66,84.0,,,,,,
86.0,12.51,168.9,26.89,86.0,,,,,,
87.0,12.52,169.9,27.12,85.0,,,,,,
88.0,12.53,170.9,27.35,83.0,,,,,,
89.0,12.53,171.9,27.58,83.0,,,,,,
90.0,12.57,174.1,27.9,83.0,,,,,,
91.0,12.61,176.4,28.21,85.0,,,,,,
92.0,12.66,178.7,28.53,85.0,,,,,,
93.0,12.7,181.0,28.85,87.0,,,,,,
94.0,12.74,182.9,29.1,87.0,,,,,,
95.0,12.79,184.6,29.32,86.0,,,,,,
96.0,12.84,186.4,29.54,90.0,,,,,,
97.0,12.89,188.1,29.76,87.0,,,,,,
98.0,12.94,189.8,29.98,86.0,,,,,,
99.0,13.0,191.8,30.23,85.0,,,,,,
100.0,13.05,194.0,30.51,87.0,,,,,,
101.0,13.11,196.2,30.79,87.0,,,,,,
102.0,13.17,198.4,31.06,89.0,,,,,,
103.0,13.23,200.5,31.34,92.0,,,,,,
104.0,13.29,202.7,31.62,91.0,,,,,,
105.0,13.35,204.9,31.9,90.0,,,,,,
106.0,13.41,207.1,32.17,87.0,,,,,,
107.0,13.49,208.1,32.29,88.0,,,,,,
108.0,13.6,206.4,32.02,88.0,,,,,,
109.0,13.71,204.8,31.76,86.0,,,,,,
110.0,13.83,203.1,31.49,87.0,,,,,,
111.0,13.94,201.5,31.23,88.0,,,,,,
112.0,14.04,202.7,31.58,84.0,,,,,,
113.0,14.14,204.3,31.99,86.0,,,,,,
114.0,14.24,205.9,32.41,84.0,,,,,,
115.0,14.33,207.5,32.83,82.0,,,,,,
116.0,14.46,208.6,33.14,84.0,,,,,,
117.0,14.59,209.6,33.43,82.0,,,,,,
118.0,14.71,210.6,33.71,83.0,,,,,,
119.0,14.84,211.5,33.99,82.0,,,,,,
120.0,14.96,212.1,34.24,82.5,,,,,,
121.0,15.06,212.5,34.46,83.0,,,,,,
122.0,15.16,212.9,34.68,81.0,,,,,,
123.0,15.26,213.3,34.9,84.0,,,,,,
124.0,15.37,213.7,35.12,83.0,,,,,,
125.0,15.47,214.1,35.35,84.0,,,,,,
126.0,15.57,214.5,35.57,86.0,,,,,,
127.0,15.74,215.6,35.93,86.0,,,,,,
128.0,15.92,216.8,36.31,89.0,,,,,,
129.0,16.1,218.0,36.69,88.0,,,,,,
130.0,16.3,219.1,37.13,91.0,,,,,,
131.0,16.51,220.2,37.67,91.0,,,,,,
132.0,16.72,221.3,38.21,92.0,,,,,,
133.0,16.9,223.4,38.91,95.0,,,,,,
134.0,17.07,226.6,39.78,95.0,,,,,,
135.0,17.22,229.4,40.57,96.0,,,,,,
136.0,17.28,230.0,40.84,97.0,,,,,,
137.0,17.33,230.6,41.12,98.0,,,,,,
138.0,17.39,231.2,41.39,99.0,,,,,,
139.0,17.44,231.9,41.75,101.0,,,,,,
140.0,17.46,232.8,42.29,103.0,,,,,,
141.0,17.49,233.8,42.83,104.0,,,,,,
142.0,17.51,235.4,43.52,105.0,,,,,,
143.0,17.52,238.0,44.46,106.0,,,,,,
144.0,17.53,241.0,45.4,106.0,,,,,,
145.0,17.59,246.9,46.38,105.0,,,,,,
146.0,17.64,252.8,47.36,105.0,,,,,,
147.0,17.7,256.9,48.08,108.0,,,,,,
148.0,17.79,257.8,48.32,107.0,,,,,,
149.0,17.87,258.6,48.56,108.0,,,,,,
150.0,17.95,259.5,48.8,109.0,,,,,,
151.0,18.04,261.0,49.21,108.0,,,,,,
152.0,18.13,262.6,49.62,108.0,,,,,,
153.0,18.22,264.1,50.03,109.0,,,,,,
154.0,18.31,265.7,50.44,117.0,,,,,,
155.0,18.4,267.0,50.82,116.0,,,,,,
156.0,18.5,268.3,51.19,115.0,,,,,,
157.0,18.6,269.6,51.56,118.0,,,,,,
158.0,18.7,270.8,51.93,116.0,,,,,,
159.0,18.79,271.9,52.28,114.0,,,,,,
160.0,18.85,272.4,52.58,113.0,,,,,,
161.0,18.91,272.9,52.89,112.0,,,,,,
162.0,18.97,273.4,53.19,112.0,,,,,,
163.0,19.02,273.9,53.49,111.0,,,,,,
164.0,19.09,275.0,53.87,113.0,,,,,,
165.0,19.16,276.1,54.26,112.0,,,,,,
166.0,19.23,277.2,54.64,112.0,,,,,,
167.0,19.3,278.4,55.03,112.0,,,,,,
168.0,19.42,279.9,55.46,111.0,,,,,,
169.0,19.56,281.4,55.91,111.0,,,,,,
170.0,19.7,283.0,56.36,110.0,,,,,,
171.0,19.82,285.7,57.13,110.0,,,,,,
172.0,19.94,288.5,57.95,110.0,,,,,,
173.0,20.06,291.4,58.77,110.0,,,,,,
174.0,20.11,292.8,58.82,110.0,,,,,,
175.0,20.17,294.1,58.85,111.0,,,,,,
176.0,20.21,293.3,58.63,112.0,,,,,,
177.0,20.23,288.7,57.94,112.0,,,,,,
178.0,20.25,284.0,57.25,112.0,,,,,,
179.0,20.26,285.7,57.89,113.0,,,,,,
180.0,20.27,289.6,59.01,112.0,,,,,,
181.0,20.3,292.7,59.85,112.0,,,,,,
182.0,20.37,294.7,60.29,112.0,,,,,,
183.0,20.45,296.6,60.74,113.0,,,,,,
184.0,20.56,302.7,62.01,112.0,,,,,,
185.0,20.69,309.9,63.51,111.0,,,,,,
186.0,20.87,314.2,64.24,110.0,,,,,,
187.0,21.12,315.2,64.11,110.0,,,,,,
188.0,21.37,315.9,64.03,110.0,,,,,,
189.0,21.62,316.1,64.17,109.0,,,,,,
190.0,21.87,316.3,64.31,109.5,,,,,,
191.0,22.04,317.3,64.55,110.0,,,,,,
192.0,22.16,318.9,64.86,110.0,,,,,,
193.0,22.27,320.6,65.16,110.0,,,,,,
194.0,22.39,322.2,65.47,111.0,,,,,,
195.0,22.51,323.8,65.77,110.0,,,,,,
196.0,22.64,325.1,65.85,109.0,,,,,,
197.0,22.77,326.4,65.89,108.0,,,,,,
198.0,22.9,327.1,65.97,110.0,,,,,,
199.0,22.97,326.0,66.15,108.0,,,,,,
200.0,23.04,324.9,66.33,108.0,,,,,,
201.0,23.09,323.0,66.42,108.0,,,,,,
202.0,23.13,320.6,66.45,108.0,,,,,,
203.0,23.16,317.4,66.37,113.0,,,,,,
204.0,23.16,312.4,66.01,111.5,,,,,,
205.0,23.17,307.3,65.65,110.0,,,,,,
206.0,23.16,303.7,65.53,109.0,,,,,,
207.0,23.11,303.5,65.99,108.0,,,,,,
208.0,23.05,303.2,66.45,107.0,,,,,,
209.0,22.97,303.1,66.48,107.0,,,,,,
210.0,22.88,302.9,66.49,104.0,,,,,,
211.0,22.8,303.5,66.58,105.0,,,,,,
212.0,22.73,305.6,66.83,105.0,,,,,,
213.0,22.66,307.6,67.06,105.0,,,,,,
214.0,22.58,306.8,66.82,105.0,,,,,,
215.0,22.51,306.1,66.58,107.0,,,,,,
216.0,22.44,305.7,66.46,106.0,,,,,,
217.0,22.36,305.9,66.51,105.0,,,,,,
218.0,22.28,306.1,66.57,106.0,,,,,,
219.0,22.22,305.6,66.39,106.0,,,,,,
220.0,22.17,304.4,66.0,106.0,,,,,,
221.0,22.11,303.2,65.61,105.0,,,,,,
222.0,22.15,304.5,65.67,106.0,,,,,,
223.0,22.2,306.0,65.78,106.0,,,,,,
224.0,22.25,306.7,65.83,107.0,,,,,,
225.0,22.3,307.0,65.83,109.0,,,,,,
226.0,22.34,307.2,65.83,108.0,,,,,,
227.0,22.39,307.5,65.83,109.0,,,,,,
228.0,22.44,307.8,65.84,108.0,,,,,,
229.0,22.49,308.3,65.91,106.0,,,,,,
230.0,22.53,308.8,65.97,105.0,,,,,,
231.0,22.58,309.3,66.03,105.0,,,,,,
232.0,22.61,313.9,66.58,105.0,,,,,,
233.0,22.64,318.7,67.14,105.0,,,,,,
234.0,22.65,316.7,66.75,106.0,,,,,,
235.0,22.65,311.3,65.87,106.0,,,,,,
236.0,22.65,305.9,64.99,108.0,,,,,,
237.0,22.63,304.5,64.85,107.0,,,,,,
238.0,22.61,304.2,64.92,107.0,,,,,,
239.0,22.59,304.0,64.98,107.0,,,,,,
240.0,22.57,303.7,65.04,108.0,,,,,,
241.0,22.53,303.1,64.99,107.0,,,,,,
242.0,22.47,302.3,64.88,106.0,,,,,,
243.0,22.42,301.6,64.77,106.0,,,,,,
244.0,22.35,300.9,64.71,106.0,,,,,,
245.0,22.27,300.4,64.68,106.0,,,,,,
246.0,22.19,299.8,64.75,108.0,,,,,,
247.0,22.1,299.3,64.86,108.0,,,,,,
248.0,22.03,298.8,64.93,108.0,,,,,,
249.0,22.0,298.5,64.91,108.0,,,,,,
250.0,21.97,298.2,64.9,108.0,,,,,,
251.0,21.98,297.9,64.9,108.0,,,,,,
252.0,21.98,297.6,64.9,108.0,,,,,,
253.0,21.99,297.3,64.9,108.0,,,,,,
254.0,21.95,297.0,64.81,108.0,,,,,,
255.0,21.91,296.7,64.72,108.0,,,,,,
256.0,21.87,296.3,64.63,109.5,,,,,,
257.0,21.83,296.3,64.7,111.0,,,,,,
258.0,21.8,296.3,64.76,110.0,,,,,,
259.0,21.76,296.3,64.83,109.0,,,,,,
260.0,21.8,296.4,64.94,109.0,,,,,,
261.0,21.86,296.6,65.06,108.0,,,,,,
262.0,21.91,295.8,64.92,112.0,,,,,,
263.0,21.97,293.5,64.39,111.0,,,,,,
264.0,22.02,291.2,63.86,109.0,,,,,,
265.0,22.04,289.6,63.53,109.0,,,,,,
266.0,22.01,289.0,63.45,108.0,,,,,,
267.0,21.98,288.3,63.37,112.0,,,,,,
268.0,21.99,284.9,62.88,111.0,,,,,,
269.0,22.02,279.5,62.07,109.5,,,,,,
270.0,22.04,274.1,61.26,108.0,,,,,,
271.0,22.08,272.4,61.39,107.0,,,,,,
272.0,22.13,272.4,61.96,105.0,,,,,,
273.0,22.17,272.5,62.34,106.0,,,,,,
274.0,22.21,272.9,62.37,105.0,,,,,,
275.0,22.25,273.2,62.4,105.0,,,,,,
276.0,22.29,273.6,62.43,107.0,,,,,,
277.0,22.33,273.9,62.46,107.0,,,,,,
278.0,22.38,273.0,62.22,105.0,,,,,,
279.0,22.44,271.9,61.96,102.0,,,,,,
280.0,22.49,270.8,61.69,102.0,,,,,,
281.0,22.58,269.6,61.59,101.0,,,,,,
282.0,22.68,268.4,61.53,101.0,,,,,,
283.0,22.78,267.2,61.47,102.0,,,,,,
284.0,22.9,266.3,61.39,103.0,,,,,,
285.0,23.02,265.5,61.31,103.0,,,,,,
286.0,23.14,265.5,61.35,104.0,,,,,,
287.0,23.27,266.6,61.52,104.0,,,,,,
288.0,23.39,267.7,61.69,105.0,,,,,,
289.0,23.55,268.7,61.89,105.0,,,,,,
290.0,23.72,269.5,62.05,105.0,,,,,,
291.0,23.89,268.7,61.92,105.0,,,,,,
292.0,24.06,268.0,61.82,105.0,,,,,,
293.0,24.23,268.9,62.05,105.0,,,,,,
294.0,24.4,269.7,62.27,105.0,,,,,,
295.0,24.59,267.5,61.92,105.0,,,,,,
296.0,24.78,264.3,61.37,105.0,,,,,,
297.0,24.96,263.6,61.26,105.0,,,,,,
298.0,25.14,266.9,61.84,105.0,,,,,,
299.0,25.32,270.2,62.41,106.0,,,,,,
300.0,25.43,269.7,62.23,106.0,,,,,,
301.0,25.53,268.2,61.84,106.0,,,,,,
302.0,25.59,267.7,61.81,106.0,,,,,,
303.0,25.61,268.1,62.07,106.0,,,,,,
304.0,25.64,268.5,62.33,108.0,,,,,,
305.0,25.66,266.5,62.28,107.0,,,,,,
306.0,25.67,264.3,62.22,106.0,,,,,,
307.0,25.63,263.8,62.34,106.0,,,,,,
308.0,25.58,263.2,62.47,107.0,,,,,,
309.0,25.54,262.3,62.44,107.0,,,,,,
310.0,25.5,261.3,62.36,107.0,,,,,,
311.0,25.45,258.3,61.94,107.0,,,,,,
312.0,25.39,254.5,61.4,108.0,,,,,,
313.0,25.33,250.8,60.88,108.0,,,,,,
314.0,25.26,252.2,61.29,108.0,,,,,,
