BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
15.8,11.5,184.0,184.0,29.0,29.0,,,1.0
9.4,11.5,157.0,170.5,15.0,22.0,,,7.0
9.1,10.7,69.0,136.7,6.0,16.7,,,14.0
12.0,10.8,99.0,127.2,12.0,15.5,,,19.0
13.5,11.6,107.0,123.2,14.0,15.2,,,23.0
15.8,11.6,109.0,120.8,17.0,15.5,,,27.0
17.6,13.8,123.0,121.1,22.0,16.4,,,30.0
14.9,14.7,537.0,173.1,80.0,24.4,,,36.0
11.5,14.7,121.0,167.3,14.0,23.2,,,40.0
15.5,15.4,151.0,165.7,23.0,23.2,,,44.0
10.5,14.0,196.0,168.5,21.0,23.0,,,49.0
12.7,13.0,138.0,165.9,18.0,22.6,,,54.0
12.0,12.1,180.0,167.0,22.0,22.5,,,59.0
12.1,12.3,54.0,158.9,7.0,21.4,,,64.0
15.5,12.3,180.0,160.3,28.0,21.9,,,68.0
11.5,12.3,161.0,160.4,18.0,21.6,,,73.0
10.9,11.8,136.0,158.9,15.0,21.2,,,79.0
12.2,11.9,128.0,157.2,16.0,20.9,,,83.0
11.1,11.6,193.0,159.1,21.0,20.9,,,89.0
13.4,11.6,96.0,156.0,13.0,20.6,,,93.0
13.3,12.2,82.0,152.4,11.0,20.1,,,98.0
6.8,12.2,182.0,153.8,12.0,19.7,,,107.0
13.8,12.6,104.0,151.6,14.0,19.5,,,111.0
14.9,13.5,62.0,147.9,9.0,19.0,,,115.0
15.3,14.0,54.0,144.1,8.0,18.6,,,119.0
37.5,14.6,148.0,144.3,56.0,20.0,,,126.0
17.0,15.7,615.0,161.7,105.0,23.2,,,130.0
15.0,15.8,144.0,161.1,22.0,23.1,,,133.0
26.8,19.7,93.0,158.7,25.0,23.2,,,135.0
15.6,19.8,180.0,159.4,28.0,23.4,,,139.0
22.4,18.4,192.0,160.5,43.0,24.0,,,142.0
21.4,19.8,231.0,162.7,50.0,24.8,,,144.0
23.1,22.3,195.0,163.7,45.0,25.4,,,147.0
19.0,20.9,266.0,166.7,51.0,26.2,,,150.0
13.6,20.9,404.0,173.5,55.0,27.0,,,154.0
13.6,18.0,370.0,178.9,50.0,27.6,,,159.0
