BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
17.6,18.3,73.0,73.0,13.0,13.0,,,2.0
21.7,18.9,92.0,82.5,20.0,16.5,,,5.0
19.2,18.1,81.0,82.0,16.0,16.3,,,8.0
20.0,19.0,85.0,82.8,17.0,16.5,,,11.0
19.2,19.5,73.0,80.8,14.0,16.0,,,14.0
21.1,20.1,73.0,79.5,15.0,15.8,,,17.0
21.7,20.1,73.0,78.6,16.0,15.9,,,20.0
22.4,21.0,63.0,76.6,14.0,15.6,,,23.0
19.7,20.9,81.0,77.1,16.0,15.7,,,26.0
20.0,21.0,80.0,77.4,16.0,15.7,,,29.0
20.3,20.7,87.0,78.3,18.0,15.9,,,32.0
20.5,20.3,78.0,78.2,16.0,15.9,,,35.0
20.0,20.1,60.0,76.8,12.0,15.6,,,38.0
20.5,20.3,70.0,76.4,14.0,15.5,,,41.0
21.1,20.5,58.0,75.1,12.0,15.3,,,43.0
20.3,20.5,77.0,75.2,16.0,15.3,,,46.0
18.5,20.3,68.0,74.8,13.0,15.2,,,49.0
30.0,20.6,40.0,72.9,12.0,15.0,,,55.0
21.4,20.9,107.0,74.7,23.0,15.4,,,58.0
17.9,20.1,63.0,74.1,11.0,15.2,,,61.0
18.3,19.4,65.0,73.7,12.0,15.0,,,64.0
22.4,20.7,58.0,73.0,13.0,15.0,,,67.0
18.5,19.4,78.0,73.2,14.0,14.9,,,70.0
18.5,18.4,80.0,73.5,15.0,14.9,,,74.0
19.0,18.7,73.0,73.4,14.0,14.9,,,77.0
22.4,20.0,63.0,73.0,14.0,14.8,,,80.0
19.7,19.1,73.0,73.0,14.0,14.8,,,82.0
22.1,20.3,58.0,72.5,13.0,14.8,,,85.0
22.4,21.4,75.0,72.6,17.0,14.8,,,88.0
21.7,22.1,90.0,73.2,20.0,15.0,,,91.0
20.8,21.5,97.0,73.9,20.0,15.2,,,93.0
21.7,21.8,54.0,73.3,12.0,15.1,,,96.0
21.7,21.7,141.0,75.4,31.0,15.5,,,99.0
24.2,21.7,92.0,75.9,22.0,15.7,,,101.0
21.1,21.5,100.0,76.5,21.0,15.9,,,104.0
22.1,21.8,87.0,76.8,19.0,16.0,,,107.0
20.0,21.6,89.0,77.2,18.0,16.0,,,110.0
19.2,21.1,80.0,77.2,15.0,16.0,,,113.0
19.2,20.1,93.0,77.6,18.0,16.1,,,117.0
20.8,20.0,65.0,77.3,14.0,16.0,,,119.0
20.8,20.0,97.0,77.8,20.0,16.1,,,122.0
26.8,20.3,129.0,79.0,35.0,16.5,,,124.0
27.8,22.8,111.0,79.8,31.0,16.9,,,126.0
29.4,25.1,165.0,81.7,49.0,17.6,,,128.0
31.9,28.0,128.0,82.7,41.0,18.1,,,130.0
31.9,29.7,149.0,84.2,48.0,18.8,,,132.0
24.6,29.7,187.0,86.4,46.0,19.4,,,135.0
26.8,29.4,205.0,88.8,55.0,20.1,,,137.0
22.7,27.8,166.0,90.4,38.0,20.5,,,139.0
28.8,26.7,171.0,92.0,49.0,21.0,,,141.0
25.0,25.5,163.0,93.4,41.0,21.4,,,144.0
20.3,24.8,324.0,97.8,66.0,22.3,,,147.0
20.3,22.7,318.0,102.0,64.0,23.1,,,150.0
17.9,21.8,141.0,102.7,25.0,23.1,,,153.0
27.8,21.8,162.0,103.8,45.0,23.5,,,155.0
27.8,22.8,163.0,104.9,45.0,23.9,,,157.0
17.0,22.0,174.0,106.1,30.0,24.0,,,161.0
26.8,24.1,224.0,108.1,60.0,24.6,,,163.0
21.1,25.2,201.0,109.7,42.0,24.9,,,166.0
28.3,25.2,202.0,111.2,57.0,25.4,,,168.0
24.6,24.2,191.0,112.5,47.0,25.8,,,170.0
24.6,25.3,212.0,114.1,52.0,26.2,,,173.0
14.4,23.4,327.0,117.5,47.0,26.6,,,177.0
23.8,24.3,195.0,118.7,46.0,26.9,,,180.0
25.0,24.3,281.0,121.2,70.0,27.5,,,182.0
20.0,22.8,197.0,122.4,39.0,27.7,,,185.0
22.1,22.0,231.0,124.0,51.0,28.0,,,188.0
25.0,23.6,263.0,126.0,66.0,28.6,,,190.0
25.9,24.0,182.0,126.8,47.0,28.9,,,193.0
26.3,24.3,196.0,127.8,52.0,29.2,,,195.0
28.3,25.7,270.0,129.8,76.0,29.9,,,197.0
25.4,25.9,177.0,130.5,45.0,30.1,,,199.0
26.8,26.3,244.0,132.0,65.0,30.5,,,202.0
24.2,26.2,216.0,133.2,52.0,30.8,,,204.0
20.8,25.5,170.0,133.7,35.0,30.9,,,207.0
25.4,25.0,217.0,134.8,55.0,31.2,,,209.0
26.3,25.3,207.0,135.7,54.0,31.5,,,212.0
25.9,25.2,197.0,136.5,51.0,31.8,,,214.0
17.4,24.0,197.0,137.3,34.0,31.8,,,217.0
39.5,25.9,95.0,136.7,38.0,31.9,,,219.0
18.1,23.4,182.0,137.3,33.0,31.9,,,222.0
20.5,21.5,207.0,138.1,43.0,32.0,,,225.0
23.1,20.6,290.0,140.0,67.0,32.4,,,228.0
23.1,22.2,239.0,141.1,55.0,32.7,,,230.0
26.3,22.2,193.0,141.8,51.0,32.9,,,233.0
29.4,24.2,218.0,142.6,64.0,33.3,,,235.0
25.0,24.8,179.0,143.1,45.0,33.4,,,237.0
28.8,26.7,241.0,144.2,70.0,33.8,,,239.0
26.3,27.2,269.0,145.6,71.0,34.2,,,241.0
26.8,27.3,232.0,146.5,62.0,34.6,,,244.0
22.4,26.0,267.0,147.9,60.0,34.8,,,246.0
28.8,27.3,164.0,148.0,47.0,35.0,,,248.0
24.6,25.9,278.0,149.4,68.0,35.3,,,251.0
24.2,25.2,241.0,150.4,58.0,35.6,,,253.0
23.1,24.0,181.0,150.7,42.0,35.6,,,256.0
27.8,25.5,219.0,151.4,61.0,35.9,,,258.0
24.2,24.3,225.0,152.2,54.0,36.1,,,260.0
25.4,24.6,262.0,153.3,67.0,36.4,,,263.0
26.3,25.3,196.0,153.7,52.0,36.6,,,265.0
21.4,25.3,178.0,154.0,38.0,36.6,,,268.0
24.6,24.7,275.0,155.2,68.0,36.9,,,271.0
22.7,24.2,225.0,155.9,51.0,37.0,,,273.0
21.4,22.9,232.0,156.6,50.0,37.1,,,276.0
23.8,22.7,243.0,157.4,58.0,37.3,,,278.0
22.7,23.1,202.0,157.9,46.0,37.4,,,281.0
22.4,22.6,234.0,158.6,52.0,37.6,,,284.0
22.1,22.4,211.0,159.1,47.0,37.7,,,286.0
25.0,23.0,288.0,160.3,72.0,38.0,,,289.0
25.0,23.4,203.0,160.7,51.0,38.1,,,291.0
23.8,23.7,214.0,161.1,51.0,38.2,,,294.0
27.3,24.6,204.0,161.5,56.0,38.4,,,296.0
23.4,24.6,232.0,162.2,54.0,38.5,,,298.0
25.9,24.9,189.0,162.4,49.0,38.6,,,301.0
25.0,24.9,219.0,163.7,55.0,39.0,,,303.0
24.6,25.2,205.0,164.7,50.0,39.2,,,306.0
26.3,25.2,158.0,164.6,42.0,39.3,,,308.0
24.2,25.2,244.0,166.1,59.0,39.6,,,310.0
21.7,24.6,238.0,167.4,52.0,39.9,,,313.0
24.2,24.3,190.0,168.4,46.0,40.2,,,315.0
25.0,24.5,261.0,170.1,65.0,40.7,,,318.0
25.0,24.5,168.0,170.9,42.0,40.9,,,320.0
25.9,24.7,209.0,171.2,54.0,41.0,,,323.0
26.8,25.3,190.0,172.3,51.0,41.3,,,325.0
26.3,25.7,159.0,173.0,42.0,41.6,,,327.0
29.4,26.3,203.0,174.1,60.0,41.9,,,329.0
26.8,26.6,193.0,174.3,52.0,42.0,,,332.0
27.3,26.9,202.0,175.2,55.0,42.3,,,334.0
30.6,27.8,202.0,176.3,62.0,42.7,,,336.0
25.4,27.8,224.0,177.7,57.0,43.1,,,338.0
26.3,26.8,195.0,177.9,51.0,43.2,,,340.0
26.3,26.6,217.0,179.1,57.0,43.6,,,343.0
25.4,26.0,225.0,180.6,57.0,43.9,,,345.0
22.7,25.7,274.0,182.2,62.0,44.3,,,348.0
26.3,26.0,110.0,182.6,29.0,44.5,,,350.0
22.7,24.8,196.0,182.7,45.0,44.5,,,353.0
24.6,24.2,220.0,184.2,54.0,44.8,,,355.0
25.4,24.2,169.0,184.1,43.0,44.8,,,357.0
22.7,24.2,199.0,184.9,45.0,45.0,,,360.0
23.1,23.5,231.0,186.3,53.0,45.4,,,363.0
24.2,24.0,157.0,187.1,38.0,45.6,,,365.0
23.4,23.6,183.0,188.1,43.0,45.8,,,368.0
24.2,23.6,226.0,188.4,55.0,45.9,,,370.0
22.4,23.6,210.0,189.5,47.0,46.2,,,373.0
25.4,23.9,153.0,190.2,39.0,46.4,,,375.0
22.4,23.3,194.0,191.2,43.0,46.6,,,378.0
24.6,23.7,225.0,192.5,55.0,47.0,,,380.0
25.0,24.0,233.0,193.8,58.0,47.3,,,383.0
25.0,24.9,206.0,195.1,51.0,47.6,,,385.0
25.4,24.9,214.0,195.2,54.0,47.7,,,387.0
22.4,24.9,185.0,196.1,41.0,47.9,,,390.0
24.2,24.7,202.0,197.1,49.0,48.1,,,393.0
22.4,23.9,218.0,198.1,49.0,48.4,,,396.0
24.6,23.7,179.0,199.1,44.0,48.6,,,398.0
21.7,23.0,197.0,199.6,43.0,48.7,,,400.0
23.4,23.3,214.0,200.6,50.0,49.0,,,403.0
22.7,22.9,195.0,201.4,44.0,49.2,,,406.0
26.8,23.6,174.0,202.1,47.0,49.4,,,408.0
21.7,22.6,169.0,202.7,37.0,49.6,,,411.0
23.4,23.2,189.0,203.6,44.0,49.8,,,413.0
22.4,22.9,164.0,203.3,37.0,49.7,,,416.0
25.0,23.6,164.0,203.9,41.0,49.9,,,418.0
25.0,23.6,190.0,204.9,47.0,50.1,,,421.0
21.7,23.6,202.0,205.8,44.0,50.3,,,424.0
23.8,23.7,155.0,206.0,37.0,50.4,,,426.0
25.4,24.6,143.0,206.6,36.0,50.4,,,428.0
28.8,24.7,179.0,207.0,52.0,50.5,,,431.0
26.3,25.2,180.0,207.3,47.0,50.5,,,433.0
25.4,25.7,165.0,207.1,42.0,50.5,,,435.0
25.9,25.9,185.0,206.9,48.0,50.4,,,438.0
24.2,25.9,215.0,207.3,52.0,50.5,,,440.0
23.8,25.2,204.0,207.6,49.0,50.5,,,442.0
25.0,24.9,178.0,207.7,44.0,50.5,,,445.0
19.2,24.3,196.0,206.7,38.0,50.3,,,448.0
26.3,24.3,170.0,205.4,45.0,50.2,,,450.0
25.0,24.6,227.0,205.6,57.0,50.2,,,453.0
20.3,23.4,397.0,208.1,80.0,50.7,,,456.0
18.8,21.5,168.0,208.1,32.0,50.6,,,459.0
25.4,23.6,197.0,208.3,50.0,50.8,,,461.0
25.4,23.6,189.0,208.0,48.0,50.7,,,463.0
25.0,23.6,210.0,208.1,52.0,50.7,,,466.0
26.8,25.3,167.0,207.8,45.0,50.7,,,468.0
28.8,25.9,243.0,208.1,70.0,50.8,,,470.0
26.8,26.3,232.0,208.5,62.0,50.9,,,472.0
25.9,26.5,189.0,208.3,49.0,50.9,,,475.0
23.4,26.5,225.0,207.4,53.0,51.0,,,477.0
25.9,26.2,208.0,207.4,54.0,51.0,,,480.0
25.9,25.9,194.0,207.4,50.0,51.0,,,482.0
27.8,25.9,237.0,207.1,66.0,51.0,,,484.0
27.8,26.5,224.0,207.3,62.0,51.2,,,486.0
26.3,26.7,177.0,206.8,47.0,51.1,,,489.0
26.8,27.0,201.0,206.3,54.0,51.0,,,491.0
26.3,27.0,191.0,206.4,50.0,51.1,,,493.0
27.8,27.0,176.0,206.3,49.0,51.0,,,495.0
28.3,27.0,215.0,205.8,61.0,50.9,,,497.0
26.8,27.1,179.0,205.8,48.0,50.9,,,500.0
26.3,27.0,235.0,205.7,62.0,50.9,,,502.0
26.3,27.0,207.0,205.7,54.0,50.9,,,504.0
23.4,26.5,197.0,205.6,46.0,50.9,,,507.0
24.2,25.6,178.0,205.6,43.0,50.9,,,509.0
26.3,25.6,189.0,205.4,50.0,50.9,,,512.0
23.4,24.6,212.0,205.6,50.0,50.9,,,514.0
27.8,24.6,207.0,205.6,58.0,50.9,,,516.0
26.3,25.6,281.0,206.2,74.0,51.3,,,519.0
25.0,25.9,173.0,206.9,43.0,51.3,,,521.0
27.3,26.2,231.0,207.3,63.0,51.5,,,523.0
20.8,26.2,243.0,207.6,51.0,51.6,,,526.0
30.0,26.2,155.0,206.5,47.0,51.5,,,528.0
26.8,26.4,228.0,206.6,61.0,51.5,,,530.0
25.4,26.5,254.0,206.8,65.0,51.6,,,533.0
30.0,27.4,141.0,206.3,42.0,51.5,,,535.0
25.9,27.5,179.0,206.0,46.0,51.4,,,537.0
30.0,27.5,166.0,205.9,50.0,51.4,,,539.0
27.3,27.7,213.0,205.7,58.0,51.3,,,541.0
26.8,28.0,198.0,205.1,53.0,51.2,,,543.0
27.3,27.1,213.0,205.0,58.0,51.2,,,545.0
27.3,27.3,186.0,204.3,51.0,51.1,,,548.0
27.8,27.3,154.0,204.3,43.0,51.1,,,550.0
23.8,27.1,219.0,203.8,52.0,50.9,,,552.0
23.4,26.1,181.0,203.3,42.0,50.8,,,555.0
25.9,25.6,232.0,203.7,60.0,50.9,,,558.0
24.6,24.8,210.0,203.6,52.0,50.9,,,560.0
24.6,24.3,244.0,203.8,60.0,50.9,,,562.0
26.3,25.0,189.0,203.2,50.0,50.8,,,564.0
25.0,25.2,201.0,203.2,50.0,50.8,,,567.0
24.2,24.7,145.0,203.0,35.0,50.7,,,569.0
24.2,24.6,248.0,202.8,60.0,50.7,,,572.0
27.3,25.2,206.0,202.6,56.0,50.7,,,574.0
27.8,25.5,229.0,202.6,64.0,50.8,,,576.0
25.9,25.8,285.0,202.9,74.0,51.0,,,578.0
25.4,26.2,227.0,203.1,58.0,51.0,,,581.0
26.3,26.5,242.0,203.4,64.0,51.2,,,583.0
24.6,25.9,196.0,203.1,48.0,51.1,,,586.0
24.6,25.3,211.0,203.1,52.0,51.2,,,588.0
31.3,25.4,202.0,202.5,63.0,51.1,,,590.0
26.3,25.7,250.0,202.8,66.0,51.2,,,592.0
27.8,26.2,208.0,202.8,58.0,51.3,,,595.0
26.8,27.0,245.0,203.1,66.0,51.3,,,597.0
26.3,27.0,227.0,203.1,60.0,51.4,,,599.0
26.3,26.5,218.0,203.3,57.0,51.5,,,601.0
26.3,26.5,238.0,203.4,63.0,51.5,,,604.0
23.1,26.3,257.0,203.9,59.0,51.6,,,606.0
20.0,25.2,205.0,204.2,41.0,51.6,,,609.0
25.0,24.8,205.0,203.9,51.0,51.5,,,611.0
25.9,24.6,254.0,204.0,66.0,51.6,,,614.0
24.6,24.2,249.0,204.5,61.0,51.8,,,616.0
26.8,25.2,179.0,203.9,48.0,51.6,,,618.0
25.4,25.4,244.0,204.5,62.0,51.8,,,621.0
24.2,25.3,238.0,204.7,58.0,51.8,,,623.0
26.3,25.4,245.0,205.1,64.0,51.9,,,626.0
26.3,26.0,235.0,205.7,62.0,52.1,,,628.0
25.0,25.6,253.0,206.1,63.0,52.1,,,630.0
30.0,25.9,175.0,206.0,53.0,52.1,,,632.0
26.8,26.5,267.0,206.5,72.0,52.2,,,634.0
26.8,26.6,213.0,206.6,57.0,52.2,,,637.0
30.6,27.9,183.0,206.3,56.0,52.2,,,639.0
26.3,27.9,160.0,206.0,42.0,52.1,,,641.0
26.8,26.8,224.0,206.0,60.0,52.1,,,643.0
30.6,28.1,196.0,205.8,60.0,52.2,,,645.0
24.6,27.9,270.0,206.3,66.0,52.3,,,648.0
27.8,27.0,213.0,205.8,59.0,52.3,,,650.0
29.4,28.0,194.0,206.5,57.0,52.5,,,652.0
31.9,29.3,152.0,206.2,49.0,52.5,,,654.0
26.8,28.0,226.0,206.2,61.0,52.6,,,656.0
27.3,28.2,199.0,206.4,54.0,52.6,,,658.0
