Time,BR,VT,VE,HR,External Heart Rate,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,VE 15 sec sum
0.0,,,,,,,,,,
1.0,,,,80.0,,,,,,
2.0,,,,79.0,,,,,,
3.0,18.83,77.11,15.49,79.0,,,,,,
4.0,18.89,77.02,15.48,79.0,,,,,,
5.0,18.95,76.92,15.46,79.0,,,,,,
6.0,19.0,76.83,15.45,80.0,,,,,,
7.0,19.05,76.75,15.44,81.0,,,,,,
8.0,19.1,76.66,15.43,81.0,,,,,,
9.0,19.15,76.57,15.42,82.0,,,,,,
10.0,19.21,76.47,15.41,83.0,,,,,,
11.0,19.26,76.38,15.4,83.0,,,,,,
12.0,19.32,76.28,15.38,83.0,,,,,,
13.0,19.37,76.19,15.37,83.0,,,,,,
14.0,19.43,76.1,15.36,83.0,,,,,,
15.0,19.48,76.0,15.35,83.0,,,,,,
16.0,19.54,75.9,15.34,83.0,,,,,,
17.0,19.59,75.81,15.33,83.0,,,,,,
18.0,19.65,75.71,15.31,84.0,,,,,,
19.0,19.7,75.62,15.3,84.0,,,,,,
20.0,19.76,75.53,15.29,84.0,,,,,,
21.0,19.82,75.43,15.28,84.0,,,,,,
22.0,19.88,75.32,15.27,84.0,,,,,,
23.0,19.93,75.22,15.25,84.0,,,,,,
24.0,19.99,75.12,15.24,84.0,,,,,,
25.0,20.04,75.02,15.23,83.0,,,,,,
26.0,20.08,74.93,15.22,83.0,,,,,,
27.0,20.11,74.85,15.21,83.0,,,,,,
28.0,20.14,74.76,15.2,83.0,,,,,,
29.0,20.17,74.68,15.19,83.0,,,,,,
30.0,20.23,74.58,15.17,83.0,,,,,,
31.0,20.29,74.48,15.16,83.0,,,,,,
32.0,20.34,74.38,15.15,83.0,,,,,,
33.0,20.38,74.3,15.14,83.0,,,,,,
34.0,20.42,74.21,15.13,83.0,,,,,,
35.0,20.46,74.12,15.12,83.0,,,,,,
36.0,20.47,74.03,15.11,83.0,,,,,,
37.0,20.48,73.93,15.09,83.0,,,,,,
38.0,20.49,73.84,15.08,83.0,,,,,,
39.0,20.47,73.75,15.07,83.0,,,,,,
40.0,20.46,73.65,15.06,82.0,,,,,,
41.0,20.45,73.55,15.05,82.0,,,,,,
42.0,20.47,73.45,15.03,81.0,,,,,,
43.0,20.48,73.34,15.02,80.0,,,,,,
44.0,20.46,73.46,15.07,80.0,,,,,,
45.0,20.43,73.69,15.14,80.0,,,,,,
46.0,20.39,73.91,15.22,80.5,,,,,,
47.0,20.34,73.66,15.17,81.0,,,,,,
48.0,20.29,73.27,15.09,81.0,,,,,,
49.0,20.24,72.88,15.0,82.0,,,,,,
50.0,20.2,72.9,15.02,81.0,,,,,,
51.0,20.17,73.27,15.11,80.0,,,,,,
52.0,20.14,73.64,15.2,80.0,,,,,,
53.0,20.11,74.01,15.29,80.0,,,,,,
54.0,20.08,74.38,15.39,80.0,,,,,,
55.0,20.06,74.71,15.47,81.0,,,,,,
56.0,20.04,74.79,15.53,81.0,,,,,,
57.0,20.03,74.86,15.58,82.0,,,,,,
58.0,20.01,74.96,15.64,82.0,,,,,,
59.0,19.99,75.23,15.71,81.0,,,,,,
60.0,19.96,75.51,15.78,79.0,,,,,,
61.0,19.94,75.79,15.86,78.0,,,,,,
62.0,19.94,75.95,15.9,77.0,,,,,,
63.0,19.94,76.1,15.94,76.0,,,,,,
64.0,19.95,76.24,15.98,77.0,,,,,,
65.0,19.96,76.42,16.02,77.0,,,,,,
66.0,19.99,76.62,16.04,78.0,,,,,,
67.0,20.02,76.81,16.06,78.0,,,,,,
68.0,20.05,76.99,16.08,78.0,,,,,,
69.0,20.08,77.17,16.09,78.0,,,,,,
70.0,20.12,77.34,16.1,79.0,,,,,,
71.0,20.14,77.48,16.11,78.0,,,,,,
72.0,20.16,77.6,16.13,78.0,,,,,,
73.0,20.18,77.72,16.15,78.0,,,,,,
74.0,20.2,77.75,16.16,78.0,,,,,,
75.0,20.23,77.6,16.14,79.0,,,,,,
76.0,20.27,77.44,16.12,80.0,,,,,,
77.0,20.3,77.31,16.1,81.0,,,,,,
78.0,20.32,77.44,16.13,81.0,,,,,,
79.0,20.35,77.57,16.15,81.0,,,,,,
80.0,20.38,77.9,16.27,80.0,,,,,,
81.0,20.39,78.48,16.48,79.0,,,,,,
82.0,20.41,79.05,16.69,78.0,,,,,,
83.0,20.44,79.66,16.92,78.0,,,,,,
84.0,20.47,80.31,17.17,79.0,,,,,,
85.0,20.51,80.96,17.41,80.0,,,,,,
86.0,20.57,82.13,17.84,81.0,,,,,,
87.0,20.63,83.35,18.29,82.0,,,,,,
88.0,20.68,84.44,18.7,83.0,,,,,,
89.0,20.7,85.26,19.04,83.0,,,,,,
90.0,20.72,86.07,19.37,84.0,,,,,,
91.0,20.75,86.89,19.72,84.0,,,,,,
92.0,20.79,87.72,20.09,83.0,,,,,,
93.0,20.83,88.55,20.46,82.0,,,,,,
94.0,20.87,89.72,20.85,81.0,,,,,,
95.0,20.91,91.18,21.26,80.0,,,,,,
96.0,20.95,92.65,21.66,80.0,,,,,,
97.0,20.99,94.64,22.19,80.0,,,,,,
98.0,21.02,96.76,22.74,80.0,,,,,,
99.0,21.05,98.57,23.21,81.0,,,,,,
100.0,21.05,99.32,23.4,83.0,,,,,,
101.0,21.05,100.1,23.59,84.0,,,,,,
102.0,21.06,101.1,23.93,85.0,,,,,,
103.0,21.09,102.3,24.35,85.0,,,,,,
104.0,21.12,103.5,24.78,85.0,,,,,,
105.0,21.17,104.8,25.17,85.0,,,,,,
106.0,21.23,106.0,25.54,85.0,,,,,,
107.0,21.3,107.3,25.92,85.0,,,,,,
108.0,21.38,110.4,26.53,85.0,,,,,,
109.0,21.47,113.5,27.14,85.0,,,,,,
110.0,21.56,116.5,27.74,85.0,,,,,,
111.0,21.68,118.9,28.26,85.0,,,,,,
112.0,21.8,121.4,28.77,85.0,,,,,,
113.0,21.92,123.9,29.28,85.0,,,,,,
114.0,22.07,124.6,29.42,85.0,,,,,,
115.0,22.23,125.2,29.51,83.0,,,,,,
116.0,22.39,125.8,29.61,82.0,,,,,,
117.0,22.56,126.6,29.82,82.0,,,,,,
118.0,22.76,127.7,30.22,81.0,,,,,,
119.0,22.96,128.9,30.61,81.0,,,,,,
120.0,23.14,130.0,30.97,81.0,,,,,,
121.0,23.31,131.1,31.32,81.0,,,,,,
122.0,23.49,132.2,31.67,81.0,,,,,,
123.0,23.71,134.0,31.99,81.0,,,,,,
124.0,23.94,136.1,32.35,82.0,,,,,,
125.0,24.11,138.8,33.1,83.0,,,,,,
126.0,24.28,141.4,33.85,86.0,,,,,,
127.0,24.38,143.2,34.2,89.0,,,,,,
128.0,24.49,145.0,34.56,90.0,,,,,,
129.0,24.61,147.1,35.17,93.0,,,,,,
130.0,24.73,149.2,35.89,96.0,,,,,,
131.0,24.79,150.9,36.37,97.0,,,,,,
132.0,24.84,152.6,36.85,101.0,,,,,,
133.0,24.89,154.6,37.34,98.0,,,,,,
