BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
19.0,17.6,114.0,114.0,22.0,22.0,,,2.0
18.8,17.5,64.0,89.0,12.0,17.0,,,6.0
20.8,17.6,64.0,80.7,13.0,15.7,,,8.0
14.6,17.4,106.0,87.0,15.0,15.5,,,12.0
18.3,18.7,55.0,80.6,10.0,14.4,,,16.0
15.3,17.4,78.0,80.2,12.0,14.0,,,20.0
13.6,16.1,52.0,76.1,7.0,13.0,,,24.0
9.6,14.5,90.0,77.9,9.0,12.5,,,26.0
17.9,15.6,51.0,74.9,9.0,12.1,,,29.0
17.6,15.5,56.0,73.0,10.0,11.9,,,33.0
14.3,15.2,277.0,91.5,40.0,14.5,,,38.0
10.2,14.0,46.0,87.8,5.0,13.7,,,43.0
17.9,16.6,46.0,84.5,8.0,13.2,,,47.0
15.5,15.8,48.0,81.9,7.0,12.8,,,50.0
13.4,14.4,143.0,86.0,19.0,13.2,,,56.0
10.1,13.0,109.0,87.4,11.0,13.1,,,61.0
7.8,13.0,293.0,99.5,23.0,13.6,,,69.0
9.9,11.1,128.0,101.1,13.0,13.6,,,74.0
12.4,10.8,123.0,102.3,15.0,13.7,,,79.0
13.4,10.8,63.0,100.3,8.0,13.4,,,84.0
15.0,11.9,94.0,100.0,14.0,13.4,,,88.0
15.5,13.6,48.0,97.6,7.0,13.1,,,92.0
19.2,14.6,81.0,96.9,16.0,13.3,,,94.0
16.0,15.5,78.0,96.1,12.0,13.2,,,98.0
19.2,16.9,46.0,94.1,9.0,13.0,,,101.0
19.5,18.1,65.0,93.0,13.0,13.0,,,104.0
19.2,19.2,86.0,92.7,17.0,13.2,,,108.0
22.1,19.3,47.0,91.1,10.0,13.1,,,114.0
15.8,19.3,124.0,92.2,20.0,13.3,,,124.0
18.8,19.2,166.0,94.7,31.0,13.9,,,127.0
28.3,20.0,98.0,94.8,28.0,14.4,,,129.0
16.7,19.2,451.0,105.9,75.0,16.2,,,134.0
14.7,17.1,114.0,106.2,17.0,16.3,,,137.0
24.2,19.9,112.0,106.4,27.0,16.6,,,139.0
22.1,21.0,165.0,108.0,36.0,17.1,,,142.0
22.4,20.4,187.0,110.2,42.0,17.8,,,145.0
22.1,22.2,288.0,115.0,64.0,19.1,,,147.0
18.3,22.2,220.0,117.8,40.0,19.6,,,150.0
23.4,22.2,141.0,118.4,33.0,20.0,,,153.0
23.8,22.6,170.0,119.7,40.0,20.5,,,156.0
83.3,23.1,55.0,118.1,46.0,21.1,,,156.0
32.6,26.6,108.0,117.9,35.0,21.4,,,158.0
25.4,27.3,163.0,118.9,41.0,21.9,,,160.0
25.0,27.7,169.0,120.0,42.0,22.3,,,163.0
23.8,27.7,143.0,120.6,34.0,22.6,,,165.0
23.4,24.7,229.0,122.9,54.0,23.3,,,168.0
24.2,24.3,195.0,124.4,47.0,23.8,,,170.0
19.5,23.8,246.0,127.0,48.0,24.3,,,174.0
23.1,23.4,215.0,128.8,50.0,24.8,,,176.0
23.4,23.3,289.0,132.0,68.0,25.7,,,179.0
19.7,22.1,315.0,135.6,62.0,26.4,,,182.0
21.7,21.5,219.0,137.2,48.0,26.8,,,184.0
22.7,22.5,184.0,138.1,42.0,27.1,,,187.0
20.5,21.7,408.0,143.1,84.0,28.1,,,190.0
18.5,20.7,287.0,145.7,53.0,28.6,,,193.0
22.4,21.6,241.0,147.4,54.0,29.1,,,196.0
19.5,20.8,322.0,150.4,63.0,29.6,,,199.0
21.4,20.5,297.0,153.0,64.0,30.2,,,202.0
18.3,19.8,457.0,158.1,84.0,31.2,,,205.0
17.9,19.7,326.0,160.9,58.0,31.6,,,208.0
22.7,19.7,248.0,162.3,56.0,32.0,,,211.0
