Time,BR,VT,VE,HR,External Heart Rate,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,VE 15 sec sum
0.0,,,,,,,,,,
1.0,,,,76.0,,,,,,
2.0,19.43,105.4,20.94,75.0,,,,,,
3.0,19.45,105.2,20.9,74.0,,,,,,
4.0,19.47,104.9,20.86,73.0,,,,,,
5.0,19.49,104.6,20.82,72.0,,,,,,
6.0,19.51,104.4,20.79,72.0,,,,,,
7.0,19.52,104.2,20.76,72.0,,,,,,
8.0,19.54,103.9,20.72,73.0,,,,,,
9.0,19.56,103.7,20.68,73.0,,,,,,
10.0,19.58,103.5,20.65,71.0,,,,,,
11.0,19.6,103.2,20.61,71.0,,,,,,
12.0,19.62,103.0,20.57,70.0,,,,,,
13.0,19.64,102.7,20.54,70.0,,,,,,
14.0,19.66,102.4,20.5,71.0,,,,,,
15.0,19.68,102.2,20.46,72.0,,,,,,
16.0,19.7,101.9,20.42,72.0,,,,,,
17.0,19.72,101.6,20.38,72.0,,,,,,
18.0,19.74,101.4,20.34,73.0,,,,,,
19.0,19.75,101.2,20.31,73.0,,,,,,
20.0,19.77,100.9,20.27,72.0,,,,,,
21.0,19.79,100.6,20.23,73.0,,,,,,
22.0,19.82,100.4,20.19,73.0,,,,,,
23.0,19.84,100.1,20.15,72.0,,,,,,
24.0,19.87,99.81,20.11,73.0,,,,,,
25.0,19.91,99.55,20.07,75.0,,,,,,
26.0,19.94,99.29,20.03,75.0,,,,,,
27.0,19.96,99.02,19.99,75.0,,,,,,
28.0,19.98,98.76,19.95,75.0,,,,,,
29.0,20.0,98.5,19.91,75.0,,,,,,
30.0,20.03,98.27,19.88,74.0,,,,,,
31.0,20.06,98.03,19.84,72.0,,,,,,
32.0,20.08,97.79,19.81,72.0,,,,,,
33.0,20.12,97.55,19.77,72.0,,,,,,
34.0,20.15,97.31,19.74,72.0,,,,,,
35.0,20.18,97.06,19.7,73.0,,,,,,
36.0,20.23,96.8,19.66,72.0,,,,,,
37.0,20.27,96.55,19.62,72.0,,,,,,
38.0,20.31,96.29,19.59,72.0,,,,,,
39.0,20.36,96.05,19.55,71.0,,,,,,
40.0,20.41,95.8,19.51,70.0,,,,,,
41.0,20.46,95.56,19.48,70.0,,,,,,
42.0,20.51,95.3,19.44,70.0,,,,,,
43.0,20.56,95.05,19.4,70.0,,,,,,
44.0,20.61,94.79,19.36,71.0,,,,,,
45.0,20.65,94.68,19.37,70.0,,,,,,
46.0,20.68,94.59,19.38,69.0,,,,,,
47.0,20.71,94.5,19.4,70.0,,,,,,
