Time,BR,VT,VE,HR,External Heart Rate,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,VE 15 sec sum
0.0,,,,66.0,,,,,,
1.0,,,,66.0,,,,,,
2.0,13.95,88.09,9.406,67.0,,,,,,
3.0,13.94,88.72,9.53,66.0,,,,,,
4.0,13.93,89.36,9.654,64.0,,,,,,
5.0,13.92,89.99,9.778,63.0,,,,,,
6.0,13.91,90.63,9.903,63.0,,,,,,
7.0,13.9,91.26,10.03,64.0,,,,,,
8.0,13.89,91.86,10.14,67.0,,,,,,
9.0,13.88,92.46,10.26,67.0,,,,,,
10.0,13.87,93.05,10.38,64.0,,,,,,
11.0,13.86,93.65,10.49,64.0,,,,,,
12.0,13.85,94.25,10.61,63.0,,,,,,
13.0,13.84,94.84,10.73,62.0,,,,,,
14.0,13.81,96.25,11.0,64.0,,,,,,
15.0,13.79,97.86,11.31,65.0,,,,,,
16.0,13.77,99.16,11.57,66.0,,,,,,
17.0,13.75,100.1,11.76,67.0,,,,,,
18.0,13.73,101.1,11.95,68.0,,,,,,
19.0,13.72,102.1,12.14,68.0,,,,,,
20.0,13.7,103.1,12.35,68.0,,,,,,
21.0,13.68,104.2,12.55,68.0,,,,,,
22.0,13.66,105.3,12.76,68.0,,,,,,
23.0,13.65,106.3,12.97,68.0,,,,,,
24.0,13.63,107.3,13.16,68.0,,,,,,
25.0,13.61,108.3,13.35,66.0,,,,,,
26.0,13.6,109.3,13.54,64.0,,,,,,
27.0,13.58,110.3,13.74,64.0,,,,,,
28.0,13.56,111.3,13.95,64.0,,,,,,
29.0,13.55,112.4,14.16,65.0,,,,,,
30.0,13.53,113.5,14.36,65.0,,,,,,
31.0,13.49,114.5,14.57,65.0,,,,,,
32.0,13.45,115.6,14.78,65.0,,,,,,
33.0,13.41,116.6,14.98,65.0,,,,,,
34.0,13.38,117.5,15.15,66.0,,,,,,
35.0,13.37,118.0,15.25,67.0,,,,,,
36.0,13.35,118.6,15.36,67.0,,,,,,
37.0,13.34,119.1,15.46,67.0,,,,,,
38.0,13.32,119.6,15.56,70.0,,,,,,
39.0,13.3,120.1,15.67,72.0,,,,,,
40.0,13.29,120.7,15.77,74.0,,,,,,
41.0,13.28,121.3,15.89,73.0,,,,,,
42.0,13.3,121.9,16.02,72.0,,,,,,
43.0,13.31,122.6,16.15,70.0,,,,,,
44.0,13.32,123.3,16.28,70.0,,,,,,
45.0,13.33,123.9,16.41,72.0,,,,,,
46.0,13.34,124.6,16.54,73.0,,,,,,
47.0,13.39,125.3,16.67,75.0,,,,,,
48.0,13.44,126.0,16.81,76.0,,,,,,
49.0,13.49,126.7,16.95,75.0,,,,,,
50.0,13.54,127.4,17.09,74.0,,,,,,
51.0,13.59,128.1,17.23,73.0,,,,,,
52.0,13.64,128.8,17.37,72.0,,,,,,
53.0,13.68,129.5,17.5,72.0,,,,,,
54.0,13.73,130.2,17.64,70.0,,,,,,
55.0,13.77,130.9,17.78,69.0,,,,,,
56.0,13.82,131.6,17.92,69.0,,,,,,
57.0,13.86,132.3,18.05,69.0,,,,,,
58.0,13.89,133.0,18.17,70.0,,,,,,
59.0,13.93,133.6,18.3,70.0,,,,,,
60.0,13.96,134.2,18.42,69.0,,,,,,
61.0,13.99,134.9,18.55,68.5,,,,,,
62.0,14.02,135.5,18.67,68.0,,,,,,
63.0,14.05,136.1,18.78,68.0,,,,,,
64.0,14.06,136.5,18.86,68.0,,,,,,
65.0,14.07,136.9,18.94,68.0,,,,,,
66.0,14.08,137.3,19.02,67.0,,,,,,
67.0,14.1,137.7,19.1,66.0,,,,,,
68.0,14.11,138.1,19.18,65.0,,,,,,
69.0,14.12,138.5,19.26,65.0,,,,,,
70.0,14.13,138.9,19.34,66.0,,,,,,
71.0,14.15,139.4,19.42,66.0,,,,,,
72.0,14.16,140.0,19.56,68.0,,,,,,
73.0,14.17,141.0,19.77,69.0,,,,,,
74.0,14.19,141.9,19.98,70.0,,,,,,
75.0,14.2,142.6,20.16,72.0,,,,,,
76.0,14.21,142.4,20.23,73.0,,,,,,
77.0,14.22,142.2,20.31,73.0,,,,,,
78.0,14.22,142.1,20.39,70.0,,,,,,
79.0,14.23,143.0,20.67,69.0,,,,,,
80.0,14.25,145.0,21.18,68.0,,,,,,
81.0,14.27,147.1,21.68,68.0,,,,,,
82.0,14.3,149.0,22.12,68.0,,,,,,
83.0,14.37,150.4,22.36,69.0,,,,,,
84.0,14.45,151.7,22.59,70.0,,,,,,
85.0,14.52,153.1,22.83,71.0,,,,,,
86.0,14.58,155.4,23.22,71.0,,,,,,
87.0,14.64,157.8,23.6,72.0,,,,,,
88.0,14.7,160.1,23.98,72.0,,,,,,
89.0,14.75,163.6,24.47,72.0,,,,,,
90.0,14.8,167.2,24.97,73.0,,,,,,
91.0,14.85,170.7,25.47,73.0,,,,,,
92.0,14.91,174.2,25.96,72.0,,,,,,
93.0,15.0,176.5,26.4,72.0,,,,,,
94.0,15.1,178.8,26.84,72.0,,,,,,
95.0,15.2,181.0,27.28,73.0,,,,,,
96.0,15.29,182.6,27.78,73.0,,,,,,
97.0,15.38,184.2,28.27,73.0,,,,,,
98.0,15.48,185.9,28.77,73.0,,,,,,
99.0,15.55,187.8,29.26,74.0,,,,,,
100.0,15.62,189.8,29.74,74.0,,,,,,
101.0,15.69,191.8,30.23,74.0,,,,,,
