BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
11.9,13.0,115.0,115.0,14.0,14.0,,,1.0
9.9,13.0,132.0,123.5,13.0,13.5,,,7.0
9.6,11.3,34.0,93.7,3.0,10.0,,,13.0
24.6,11.3,79.0,90.0,19.0,12.2,,,16.0
17.6,13.2,64.0,84.8,11.0,12.0,,,19.0
16.9,14.8,115.0,89.8,19.0,13.2,,,23.0
15.3,16.6,78.0,88.1,12.0,13.0,,,27.0
17.2,17.2,79.0,87.0,14.0,13.1,,,30.0
16.0,16.7,97.0,88.1,15.0,13.3,,,34.0
11.1,16.0,544.0,133.7,60.0,18.0,,,41.0
8.6,14.1,292.0,148.1,25.0,18.6,,,46.0
11.3,12.8,120.0,145.8,14.0,18.2,,,51.0
11.6,11.3,94.0,141.8,11.0,17.7,,,57.0
9.8,10.7,120.0,140.2,12.0,17.3,,,63.0
12.8,10.9,27.0,132.7,3.0,16.3,,,72.0
8.8,10.9,98.0,130.5,9.0,15.9,,,75.0
14.3,11.4,78.0,127.4,11.0,15.6,,,79.0
18.8,12.3,89.0,125.3,17.0,15.7,,,82.0
18.8,15.3,95.0,123.7,18.0,15.8,,,85.0
17.4,16.8,172.0,126.1,30.0,16.5,,,88.0
16.5,17.6,68.0,123.3,11.0,16.2,,,92.0
20.0,18.3,56.0,120.3,11.0,16.0,,,95.0
17.4,17.9,56.0,117.5,10.0,15.7,,,98.0
16.5,17.1,99.0,116.7,16.0,15.8,,,102.0
11.5,16.8,252.0,122.1,29.0,16.3,,,108.0
19.2,17.7,115.0,121.8,22.0,16.5,,,110.0
12.6,15.5,111.0,121.4,14.0,16.4,,,115.0
13.9,14.3,87.0,120.2,12.0,16.2,,,120.0
18.5,15.0,241.0,124.4,45.0,17.2,,,130.0
14.9,15.8,637.0,141.5,95.0,19.8,,,135.0
15.6,14.8,149.0,141.7,23.0,19.9,,,137.0
19.2,16.3,113.0,140.8,22.0,20.0,,,140.0
22.1,17.8,236.0,143.7,52.0,21.0,,,143.0
20.0,18.3,205.0,145.5,41.0,21.6,,,146.0
16.5,18.6,283.0,149.4,47.0,22.3,,,150.0
14.6,18.6,531.0,160.0,77.0,23.8,,,155.0
18.1,18.2,280.0,163.3,51.0,24.5,,,157.0
26.3,18.2,251.0,165.6,66.0,25.6,,,159.0
21.4,18.7,328.0,169.7,70.0,26.8,,,162.0
20.3,19.9,287.0,172.7,58.0,27.6,,,165.0
18.1,19.9,742.0,186.6,134.0,30.1,,,170.0
18.5,20.1,169.0,186.1,31.0,30.2,,,171.0
23.8,20.1,177.0,185.9,42.0,30.4,,,174.0
20.8,19.9,269.0,187.8,56.0,31.0,,,177.0
18.1,19.1,425.0,193.1,77.0,32.0,,,181.0
18.3,19.2,317.0,195.8,58.0,32.6,,,184.0
15.8,19.1,411.0,200.4,65.0,33.3,,,187.0
14.9,17.4,478.0,206.1,71.0,34.1,,,191.0
13.3,16.2,403.0,210.2,53.0,34.5,,,196.0
16.5,15.7,389.0,213.7,64.0,35.1,,,199.0
19.2,15.7,341.0,216.2,66.0,35.7,,,203.0
22.1,16.9,317.0,218.2,70.0,36.3,,,205.0
19.7,18.5,314.0,220.0,62.0,36.8,,,209.0
24.2,20.3,274.0,221.0,66.0,37.4,,,211.0
22.7,21.5,317.0,222.7,72.0,38.0,,,214.0
20.5,21.8,281.0,223.8,58.0,38.3,,,217.0
20.5,21.3,264.0,224.5,54.0,38.6,,,219.0
23.1,22.1,301.0,225.8,69.0,39.1,,,222.0
21.1,21.5,290.0,226.9,61.0,39.5,,,225.0
15.5,20.7,723.0,235.2,112.0,40.7,,,230.0
18.1,19.9,284.0,236.0,51.0,40.9,,,232.0
23.8,20.8,199.0,235.4,47.0,41.0,,,234.0
18.3,19.2,458.0,238.9,84.0,41.7,,,238.0
13.8,17.3,401.0,241.4,55.0,41.9,,,242.0
21.4,19.3,298.0,242.3,64.0,42.2,,,245.0
23.4,21.1,290.0,243.0,68.0,42.6,,,248.0
25.4,21.1,290.0,243.7,74.0,43.1,,,250.0
19.7,21.5,325.0,244.9,64.0,43.4,,,253.0
23.1,22.6,238.0,244.8,55.0,43.6,,,256.0
23.8,23.4,303.0,245.6,72.0,44.0,,,258.0
19.7,22.2,393.0,247.7,78.0,44.4,,,261.0
20.5,21.1,276.0,248.1,57.0,44.6,,,264.0
19.5,21.1,713.0,254.5,139.0,45.9,,,269.0
15.5,19.9,331.0,255.5,51.0,46.0,,,271.0
21.1,19.9,278.0,255.8,59.0,46.1,,,274.0
23.4,20.4,264.0,255.9,62.0,46.4,,,277.0
20.8,20.5,247.0,255.8,51.0,46.4,,,279.0
