Time,BR,VT,VE,HR,External Heart Rate,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,VE 15 sec sum
0.0,,,,67.0,,,,,,
1.0,9.457,272.1,13.21,68.0,,,,,,
2.0,9.456,271.4,13.5,68.0,,,,,,
3.0,9.455,270.7,13.8,67.0,,,,,,
4.0,9.454,270.0,14.1,66.0,,,,,,
5.0,9.453,269.3,14.39,67.0,,,,,,
6.0,9.452,268.7,14.63,68.0,,,,,,
7.0,9.451,268.3,14.83,69.0,,,,,,
8.0,9.45,267.8,15.03,70.0,,,,,,
9.0,9.45,267.3,15.23,71.0,,,,,,
10.0,9.449,266.8,15.43,71.0,,,,,,
11.0,9.448,266.4,15.63,72.0,,,,,,
12.0,9.447,265.9,15.83,74.0,,,,,,
13.0,9.447,265.4,16.03,76.0,,,,,,
14.0,9.446,264.9,16.26,77.0,,,,,,
15.0,9.445,264.4,16.48,76.0,,,,,,
16.0,9.444,263.8,16.7,74.0,,,,,,
17.0,9.443,263.3,16.93,73.0,,,,,,
18.0,9.443,262.8,17.15,72.0,,,,,,
19.0,9.442,262.3,17.37,71.0,,,,,,
20.0,9.441,261.8,17.55,71.0,,,,,,
21.0,9.441,261.5,17.7,71.0,,,,,,
22.0,9.44,261.1,17.86,70.0,,,,,,
23.0,9.439,260.8,18.01,69.0,,,,,,
24.0,9.439,260.4,18.16,69.0,,,,,,
25.0,9.438,260.1,18.31,69.0,,,,,,
26.0,9.438,259.7,18.46,70.0,,,,,,
27.0,9.437,259.4,18.61,71.0,,,,,,
28.0,9.437,259.0,18.76,74.0,,,,,,
29.0,9.436,258.6,18.91,73.0,,,,,,
30.0,9.435,257.9,19.21,71.0,,,,,,
31.0,9.434,257.2,19.53,69.0,,,,,,
32.0,9.433,256.5,19.84,68.5,,,,,,
33.0,9.432,255.7,20.16,68.0,,,,,,
34.0,9.431,255.0,20.46,69.0,,,,,,
35.0,9.43,254.4,20.71,70.0,,,,,,
36.0,9.429,253.8,20.96,70.0,,,,,,
37.0,9.428,253.2,21.21,70.0,,,,,,
38.0,9.427,252.6,21.46,70.0,,,,,,
39.0,9.426,252.1,21.71,71.0,,,,,,
40.0,9.425,251.5,21.95,71.0,,,,,,
41.0,9.424,251.0,22.17,71.0,,,,,,
42.0,9.423,250.5,22.39,71.0,,,,,,
43.0,9.423,250.0,22.61,70.0,,,,,,
44.0,9.422,249.4,22.82,70.0,,,,,,
45.0,9.421,248.9,23.04,70.0,,,,,,
46.0,9.42,248.4,23.26,70.0,,,,,,
47.0,9.421,247.8,23.51,71.0,,,,,,
48.0,9.422,247.2,23.79,71.0,,,,,,
49.0,9.423,246.5,24.07,71.0,,,,,,
50.0,9.425,245.9,24.34,70.0,,,,,,
51.0,9.426,245.2,24.62,70.0,,,,,,
52.0,9.427,244.6,24.87,70.0,,,,,,
53.0,9.43,244.2,25.06,69.0,,,,,,
54.0,9.433,243.7,25.25,69.0,,,,,,
55.0,9.435,243.3,25.45,69.0,,,,,,
56.0,9.438,242.8,25.64,69.0,,,,,,
57.0,9.441,242.4,25.83,70.0,,,,,,
58.0,9.443,241.9,26.02,71.0,,,,,,
59.0,9.446,241.5,26.22,71.0,,,,,,
60.0,9.459,240.8,26.49,70.0,,,,,,
