Time,BR,VT,VE,HR,External Heart Rate,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,VE 15 sec sum
0.0,,,,,,,,,,
1.0,17.86,159.1,13.45,,,,,,,
2.0,17.84,159.3,13.66,102.0,,,,,,
3.0,17.83,159.5,13.86,101.0,,,,,,
4.0,17.81,159.7,14.07,97.0,,,,,,
5.0,17.8,160.0,14.27,91.0,,,,,,
6.0,17.78,160.2,14.48,89.0,,,,,,
7.0,17.77,160.4,14.67,87.0,,,,,,
8.0,17.75,160.6,14.86,85.0,,,,,,
9.0,17.74,160.8,15.04,83.0,,,,,,
10.0,17.73,160.9,15.23,81.0,,,,,,
11.0,17.71,161.1,15.42,82.0,,,,,,
12.0,17.69,161.4,15.7,85.0,,,,,,
13.0,17.67,161.8,16.03,84.0,,,,,,
14.0,17.64,162.1,16.35,84.0,,,,,,
15.0,17.62,162.5,16.69,82.0,,,,,,
16.0,17.59,162.8,17.05,81.0,,,,,,
17.0,17.57,163.2,17.4,81.0,,,,,,
18.0,17.55,163.5,17.71,80.0,,,,,,
19.0,17.53,163.8,17.95,79.0,,,,,,
20.0,17.51,164.0,18.18,79.0,,,,,,
21.0,17.49,164.2,18.42,82.0,,,,,,
22.0,17.48,164.5,18.65,83.0,,,,,,
23.0,17.46,164.8,18.94,84.0,,,,,,
24.0,17.43,165.1,19.23,80.0,,,,,,
25.0,17.41,165.4,19.51,81.0,,,,,,
26.0,17.39,165.7,19.8,82.0,,,,,,
27.0,17.37,166.0,20.07,80.0,,,,,,
28.0,17.35,166.2,20.34,78.0,,,,,,
29.0,17.33,166.5,20.61,77.0,,,,,,
30.0,17.28,166.8,20.88,76.0,,,,,,
31.0,17.17,167.1,21.13,76.0,,,,,,
32.0,17.06,167.3,21.38,80.0,,,,,,
33.0,16.95,167.6,21.63,84.0,,,,,,
34.0,16.84,167.8,21.88,83.0,,,,,,
35.0,16.72,168.1,22.1,81.0,,,,,,
36.0,16.61,168.3,22.32,78.0,,,,,,
37.0,16.49,168.5,22.54,76.0,,,,,,
38.0,16.37,168.8,22.77,75.0,,,,,,
39.0,16.25,169.0,23.0,75.0,,,,,,
40.0,16.11,169.3,23.26,74.0,,,,,,
41.0,15.97,169.5,23.51,74.0,,,,,,
42.0,15.83,169.8,23.77,75.0,,,,,,
43.0,15.63,170.2,24.18,76.0,,,,,,
44.0,15.25,171.1,25.05,80.0,,,,,,
45.0,15.05,171.6,25.5,82.0,,,,,,
46.0,14.86,172.1,25.96,81.0,,,,,,
47.0,14.7,172.4,26.29,80.0,,,,,,
48.0,14.56,172.7,26.59,79.0,,,,,,
49.0,14.41,173.0,26.88,81.0,,,,,,
50.0,14.28,173.3,27.16,84.0,,,,,,
51.0,14.18,173.5,27.34,84.0,,,,,,
52.0,14.09,173.7,27.52,83.0,,,,,,
53.0,13.99,173.9,27.69,80.0,,,,,,
54.0,13.9,174.0,27.87,79.0,,,,,,
55.0,13.81,174.2,28.04,80.0,,,,,,
56.0,13.71,174.4,28.21,84.0,,,,,,
57.0,13.64,174.6,28.31,89.0,,,,,,
58.0,13.56,174.8,28.4,89.0,,,,,,
59.0,13.49,175.0,28.5,86.0,,,,,,
60.0,13.41,175.2,28.59,84.0,,,,,,
61.0,13.34,175.4,28.69,81.0,,,,,,
62.0,13.26,175.6,28.79,81.0,,,,,,
63.0,13.19,175.9,28.88,81.0,,,,,,
64.0,13.13,176.1,28.95,84.0,,,,,,
65.0,13.11,176.4,29.0,83.0,,,,,,
66.0,13.08,176.7,29.04,80.0,,,,,,
67.0,13.05,177.0,29.08,78.0,,,,,,
68.0,13.03,177.3,29.13,76.0,,,,,,
69.0,13.0,177.6,29.17,75.0,,,,,,
70.0,12.97,177.9,29.21,76.0,,,,,,
71.0,12.95,178.2,29.26,77.0,,,,,,
72.0,12.92,178.4,29.3,81.0,,,,,,
73.0,12.89,178.7,29.34,83.0,,,,,,
74.0,12.88,178.8,29.43,86.0,,,,,,
75.0,12.87,178.7,29.57,86.0,,,,,,
76.0,12.87,178.6,29.71,79.0,,,,,,
77.0,12.87,178.5,29.84,78.0,,,,,,
78.0,12.86,178.3,29.98,76.0,,,,,,
79.0,12.86,178.2,30.12,75.0,,,,,,
80.0,12.85,178.1,30.26,75.0,,,,,,
81.0,12.85,177.9,30.4,78.0,,,,,,
82.0,12.87,178.1,30.54,81.0,,,,,,
83.0,12.95,178.9,30.69,82.0,,,,,,
84.0,13.03,179.8,30.85,81.0,,,,,,
85.0,13.11,180.7,31.01,80.0,,,,,,
86.0,13.19,181.5,31.16,78.0,,,,,,
87.0,13.26,182.4,31.32,78.0,,,,,,
88.0,13.34,183.3,31.47,80.0,,,,,,
89.0,13.42,184.2,31.63,82.0,,,,,,
90.0,13.58,185.2,31.76,84.0,,,,,,
91.0,13.74,186.2,31.89,85.0,,,,,,
92.0,13.9,187.2,32.02,83.0,,,,,,
93.0,14.06,188.2,32.14,82.0,,,,,,
94.0,14.22,189.2,32.27,81.0,,,,,,
95.0,14.38,190.2,32.4,83.0,,,,,,
96.0,14.53,191.0,32.51,85.0,,,,,,
97.0,14.65,191.4,32.56,88.0,,,,,,
98.0,14.77,191.7,32.61,87.0,,,,,,
99.0,14.9,192.1,32.65,85.0,,,,,,
100.0,15.02,192.4,32.7,83.0,,,,,,
101.0,15.14,192.7,32.75,80.0,,,,,,
102.0,15.26,193.1,32.79,79.0,,,,,,
103.0,15.39,193.4,32.84,79.0,,,,,,
104.0,15.51,193.7,32.89,87.0,,,,,,
105.0,15.63,194.1,32.94,90.0,,,,,,
106.0,15.78,195.3,33.1,93.0,,,,,,
107.0,15.92,196.5,33.26,88.0,,,,,,
108.0,16.06,197.7,33.42,86.0,,,,,,
109.0,16.2,198.8,33.58,83.0,,,,,,
110.0,16.34,200.0,33.75,81.0,,,,,,
111.0,16.49,201.2,33.91,80.0,,,,,,
112.0,16.63,202.4,34.07,78.0,,,,,,
113.0,16.77,203.6,34.23,80.0,,,,,,
114.0,16.91,204.7,34.39,86.0,,,,,,
115.0,17.06,205.9,34.55,90.0,,,,,,
116.0,17.2,207.1,34.71,92.0,,,,,,
117.0,17.34,208.3,34.87,92.0,,,,,,
118.0,18.04,215.2,35.87,90.0,,,,,,
119.0,19.07,225.5,37.36,88.0,,,,,,
120.0,19.57,225.7,37.39,85.0,,,,,,
121.0,20.03,224.9,37.27,83.0,,,,,,
122.0,20.48,224.1,37.15,81.0,,,,,,
123.0,20.9,223.3,37.12,81.0,,,,,,
124.0,21.28,222.4,37.16,84.0,,,,,,
125.0,21.67,221.6,37.2,86.0,,,,,,
126.0,22.21,222.6,37.54,89.0,,,,,,
127.0,23.55,232.7,39.34,92.0,,,,,,
128.0,24.12,237.7,39.77,95.0,,,,,,
129.0,24.78,240.0,39.92,97.0,,,,,,
130.0,25.35,231.6,38.46,99.0,,,,,,
131.0,25.95,229.7,39.26,102.0,,,,,,
132.0,26.24,230.7,40.24,104.0,,,,,,
133.0,26.36,229.5,40.26,106.0,,,,,,
134.0,26.48,228.4,40.28,108.0,,,,,,
135.0,26.59,227.2,40.29,110.0,,,,,,
136.0,26.78,227.7,41.27,113.0,,,,,,
137.0,26.92,224.7,42.25,114.0,,,,,,
138.0,26.8,224.4,42.58,114.0,,,,,,
139.0,26.64,225.5,42.87,114.0,,,,,,
140.0,26.47,226.5,43.17,115.0,,,,,,
141.0,26.25,226.9,43.39,115.5,,,,,,
142.0,25.97,226.9,43.54,116.0,,,,,,
143.0,25.7,226.8,43.69,116.0,,,,,,
144.0,25.42,226.8,43.84,117.0,,,,,,
145.0,25.16,226.2,43.98,118.0,,,,,,
146.0,24.9,225.5,44.11,118.0,,,,,,
147.0,24.63,224.8,44.25,118.0,,,,,,
148.0,24.37,224.1,44.39,118.0,,,,,,
149.0,24.08,223.2,44.6,119.0,,,,,,
150.0,23.78,222.2,44.87,118.0,,,,,,
151.0,23.48,221.2,45.13,118.0,,,,,,
152.0,23.18,220.2,45.39,118.0,,,,,,
153.0,22.88,219.1,45.65,119.0,,,,,,
154.0,22.5,220.4,45.92,119.0,,,,,,
155.0,22.1,222.2,46.19,118.0,,,,,,
156.0,21.69,224.0,46.45,116.0,,,,,,
157.0,21.32,225.7,46.7,117.0,,,,,,
158.0,21.06,226.5,46.89,117.0,,,,,,
159.0,20.8,227.4,47.07,115.0,,,,,,
160.0,20.54,228.3,47.25,115.0,,,,,,
161.0,20.29,228.4,47.28,115.0,,,,,,
162.0,20.05,227.2,47.03,115.0,,,,,,
163.0,19.9,229.2,47.19,116.0,,,,,,
164.0,19.77,231.6,47.4,117.0,,,,,,
165.0,19.63,233.9,47.61,119.0,,,,,,
166.0,19.54,235.7,47.71,120.0,,,,,,
167.0,19.51,236.7,47.64,120.0,,,,,,
168.0,19.49,237.6,47.56,117.0,,,,,,
169.0,19.47,238.6,47.49,112.0,,,,,,
170.0,19.49,238.8,46.92,111.0,,,,,,
171.0,19.54,238.6,46.01,111.0,,,,,,
172.0,19.59,239.0,45.27,111.0,,,,,,
173.0,19.63,242.7,45.29,110.0,,,,,,
174.0,19.67,246.3,45.31,110.0,,,,,,
175.0,19.71,249.9,45.31,109.0,,,,,,
176.0,19.77,249.2,44.67,108.0,,,,,,
177.0,19.83,248.6,44.07,109.0,,,,,,
178.0,19.91,248.3,44.18,109.3,,,,,,
179.0,19.99,248.1,44.29,109.7,,,,,,
180.0,20.07,247.9,44.4,110.0,,,,,,
181.0,20.17,250.3,44.82,110.0,,,,,,
182.0,20.26,252.8,45.25,110.0,,,,,,
183.0,20.35,255.3,45.67,110.0,,,,,,
184.0,20.43,259.0,45.75,110.0,,,,,,
185.0,20.52,262.7,45.83,109.0,,,,,,
186.0,20.6,266.4,45.91,108.0,,,,,,
187.0,20.65,269.4,46.1,109.0,,,,,,
188.0,20.69,271.9,46.34,109.0,,,,,,
189.0,20.72,274.5,46.58,109.0,,,,,,
190.0,20.76,277.1,46.82,110.0,,,,,,
191.0,20.79,277.3,46.76,112.0,,,,,,
192.0,20.8,275.4,46.44,113.0,,,,,,
193.0,20.82,273.5,46.13,110.0,,,,,,
194.0,20.7,272.4,46.28,109.0,,,,,,
195.0,20.41,268.2,45.75,104.0,,,,,,
196.0,20.12,263.4,44.99,102.0,,,,,,
197.0,19.86,259.3,44.35,102.0,,,,,,
198.0,19.63,255.5,43.76,102.0,,,,,,
199.0,19.39,251.7,43.17,102.0,,,,,,
200.0,19.2,252.3,43.21,104.0,,,,,,
201.0,19.01,253.7,43.38,105.0,,,,,,
202.0,18.83,255.1,43.56,108.0,,,,,,
203.0,18.66,258.6,44.24,109.0,,,,,,
204.0,18.48,263.6,45.31,110.0,,,,,,
205.0,18.31,268.6,46.38,110.0,,,,,,
206.0,18.13,273.6,47.45,111.0,,,,,,
207.0,17.95,274.2,47.6,109.0,,,,,,
208.0,17.76,272.0,47.17,107.0,,,,,,
209.0,17.58,269.7,46.74,107.0,,,,,,
210.0,17.39,267.5,46.31,107.0,,,,,,
211.0,17.26,265.4,45.98,107.0,,,,,,
212.0,17.16,263.4,45.68,105.0,,,,,,
213.0,17.05,261.4,45.38,106.0,,,,,,
214.0,16.95,259.3,45.08,107.0,,,,,,
215.0,16.85,262.0,45.74,107.0,,,,,,
216.0,16.76,264.8,46.44,107.0,,,,,,
217.0,16.67,267.4,47.08,107.0,,,,,,
218.0,16.62,268.6,47.19,107.0,,,,,,
219.0,16.57,269.8,47.3,106.0,,,,,,
220.0,16.52,270.9,47.42,107.0,,,,,,
221.0,16.47,272.1,47.53,108.0,,,,,,
222.0,16.42,273.3,47.64,108.0,,,,,,
223.0,16.33,273.1,47.16,103.0,,,,,,
224.0,16.23,272.4,46.5,102.0,,,,,,
225.0,16.14,271.7,45.84,103.0,,,,,,
226.0,16.03,272.1,45.7,104.0,,,,,,
227.0,15.92,273.2,46.01,105.0,,,,,,
228.0,15.8,274.4,46.33,107.0,,,,,,
229.0,15.71,274.6,46.36,108.0,,,,,,
230.0,15.64,274.0,46.17,108.0,,,,,,
231.0,15.57,273.4,45.97,109.0,,,,,,
232.0,15.5,272.9,45.78,111.0,,,,,,
233.0,15.43,272.3,45.59,112.0,,,,,,
234.0,15.36,272.3,45.56,110.0,,,,,,
235.0,15.31,272.9,45.68,108.0,,,,,,
236.0,15.25,273.5,45.79,105.0,,,,,,
237.0,15.2,274.1,45.91,106.0,,,,,,
238.0,15.14,274.3,45.97,106.0,,,,,,
239.0,15.07,273.2,45.81,106.0,,,,,,
240.0,15.0,272.0,45.66,105.5,,,,,,
241.0,14.93,270.9,45.51,105.0,,,,,,
242.0,14.86,269.7,45.35,106.0,,,,,,
243.0,14.84,270.0,45.35,108.0,,,,,,
244.0,14.82,270.5,45.36,108.0,,,,,,
245.0,14.8,271.0,45.38,108.0,,,,,,
246.0,14.78,271.5,45.4,108.0,,,,,,
247.0,14.8,272.3,45.49,108.0,,,,,,
248.0,14.83,273.3,45.62,109.0,,,,,,
249.0,14.86,274.2,45.74,109.0,,,,,,
250.0,14.9,274.7,45.73,110.0,,,,,,
251.0,14.94,274.7,45.59,111.0,,,,,,
252.0,14.99,274.6,45.45,110.0,,,,,,
253.0,15.04,274.6,45.31,109.0,,,,,,
254.0,15.09,274.6,45.17,110.0,,,,,,
255.0,15.13,274.5,45.05,112.0,,,,,,
256.0,15.15,274.3,45.0,112.0,,,,,,
257.0,15.17,274.1,44.96,111.0,,,,,,
258.0,15.19,273.9,44.91,104.0,,,,,,
259.0,15.22,273.7,44.86,102.0,,,,,,
260.0,15.25,273.5,44.8,102.0,,,,,,
261.0,15.29,273.4,44.75,102.0,,,,,,
262.0,15.33,273.2,44.69,102.0,,,,,,
263.0,15.37,273.0,44.63,102.5,,,,,,
264.0,15.41,273.2,44.63,103.0,,,,,,
265.0,15.45,273.9,44.69,105.0,,,,,,
266.0,15.49,274.5,44.75,105.0,,,,,,
267.0,15.54,275.1,44.81,105.0,,,,,,
268.0,15.59,274.7,44.76,100.0,,,,,,
269.0,15.65,273.5,44.64,96.0,,,,,,
270.0,15.71,272.3,44.51,95.0,,,,,,
271.0,15.77,271.3,44.43,97.0,,,,,,
272.0,15.85,272.6,44.84,99.0,,,,,,
273.0,15.93,274.0,45.24,99.0,,,,,,
274.0,16.01,276.4,45.74,100.0,,,,,,
275.0,16.09,283.0,46.61,102.0,,,,,,
276.0,16.18,289.7,47.48,105.0,,,,,,
277.0,16.23,290.7,47.42,106.0,,,,,,
278.0,16.27,290.9,47.22,107.0,,,,,,
279.0,16.32,291.1,47.02,107.0,,,,,,
280.0,16.36,291.3,46.84,106.0,,,,,,
281.0,16.4,292.1,46.96,106.0,,,,,,
282.0,16.45,292.9,47.09,104.0,,,,,,
283.0,16.49,293.6,47.21,100.0,,,,,,
284.0,16.53,294.4,47.33,96.0,,,,,,
285.0,16.58,293.8,47.31,96.0,,,,,,
286.0,16.63,292.6,47.23,98.0,,,,,,
287.0,16.69,291.4,47.14,99.0,,,,,,
288.0,16.74,289.8,46.83,101.0,,,,,,
289.0,16.8,288.2,46.49,101.0,,,,,,
290.0,16.86,286.5,46.15,100.0,,,,,,
291.0,16.89,284.3,45.88,100.0,,,,,,
