Time,BR,VT,VE,HR,External Heart Rate,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,VE 15 sec sum
0.0,,,,,,,,,,
1.0,,,,95.0,,,,,,
2.0,,,,94.0,,,,,,
3.0,,,,94.0,,,,,,
4.0,19.44,203.4,39.64,94.0,,,,,,
5.0,19.43,202.8,39.51,94.0,,,,,,
6.0,19.42,202.1,39.39,95.0,,,,,,
7.0,19.4,201.4,39.26,98.0,,,,,,
8.0,19.39,200.6,39.1,101.0,,,,,,
9.0,19.37,199.8,38.94,103.0,,,,,,
10.0,19.36,199.0,38.79,104.0,,,,,,
11.0,19.35,198.6,38.71,105.0,,,,,,
12.0,19.34,198.2,38.63,105.0,,,,,,
13.0,19.33,197.8,38.55,106.0,,,,,,
14.0,19.32,197.3,38.47,105.0,,,,,,
15.0,19.31,196.9,38.39,101.0,,,,,,
16.0,19.3,196.3,38.26,100.0,,,,,,
17.0,19.28,195.2,38.06,100.0,,,,,,
18.0,19.26,194.2,37.86,100.0,,,,,,
19.0,19.25,193.6,37.75,100.0,,,,,,
20.0,19.24,193.0,37.63,100.0,,,,,,
21.0,19.22,192.3,37.51,100.0,,,,,,
22.0,19.21,191.7,37.4,100.0,,,,,,
23.0,19.2,191.0,37.25,100.0,,,,,,
24.0,19.18,190.2,37.1,101.0,,,,,,
25.0,19.17,189.4,36.95,103.0,,,,,,
26.0,19.15,188.6,36.79,102.0,,,,,,
27.0,19.13,187.8,36.63,100.0,,,,,,
28.0,19.12,186.9,36.47,98.0,,,,,,
29.0,19.12,186.2,36.33,97.5,,,,,,
30.0,19.13,185.4,36.19,97.0,,,,,,
31.0,19.14,184.7,36.04,94.0,,,,,,
32.0,19.16,183.9,35.89,93.0,,,,,,
33.0,19.21,183.1,35.74,92.0,,,,,,
34.0,19.25,182.3,35.59,92.0,,,,,,
35.0,19.31,181.6,35.44,92.0,,,,,,
36.0,19.38,180.9,35.32,92.0,,,,,,
37.0,19.45,180.3,35.19,92.0,,,,,,
38.0,19.52,179.6,35.07,91.0,,,,,,
39.0,19.59,178.9,34.93,89.0,,,,,,
40.0,19.67,178.1,34.78,87.0,,,,,,
41.0,19.76,177.4,34.64,86.0,,,,,,
42.0,19.83,176.5,34.48,87.0,,,,,,
43.0,19.9,175.6,34.3,88.0,,,,,,
44.0,19.97,174.7,34.13,88.0,,,,,,
45.0,20.02,173.9,33.97,89.0,,,,,,
46.0,20.07,173.1,33.82,89.0,,,,,,
47.0,20.13,172.4,33.67,89.0,,,,,,
48.0,20.17,171.5,33.51,90.0,,,,,,
49.0,20.21,170.7,33.35,91.0,,,,,,
50.0,20.25,169.8,33.19,92.0,,,,,,
51.0,20.27,169.0,32.97,94.0,,,,,,
52.0,20.29,168.2,32.74,95.0,,,,,,
53.0,20.31,167.9,32.66,97.0,,,,,,
54.0,20.32,168.1,32.72,98.0,,,,,,
55.0,20.34,168.4,32.78,97.0,,,,,,
56.0,20.35,168.6,32.84,96.0,,,,,,
57.0,20.37,168.8,32.9,97.0,,,,,,
58.0,20.38,169.0,32.95,99.0,,,,,,
59.0,20.4,169.3,33.01,99.0,,,,,,
60.0,20.42,169.4,33.05,99.0,,,,,,
61.0,20.47,168.3,32.8,98.0,,,,,,
62.0,20.52,167.2,32.55,99.0,,,,,,
63.0,20.58,166.1,32.31,100.0,,,,,,
64.0,20.63,165.0,32.06,100.0,,,,,,
65.0,20.68,163.9,31.81,101.0,,,,,,
66.0,20.7,165.2,31.92,100.0,,,,,,
67.0,20.71,166.6,32.04,97.0,,,,,,
68.0,20.72,168.1,32.16,97.0,,,,,,
69.0,20.74,169.3,32.4,97.0,,,,,,
70.0,20.77,170.4,32.68,97.0,,,,,,
71.0,20.8,171.5,32.96,98.0,,,,,,
72.0,20.76,165.8,32.11,99.0,,,,,,
73.0,20.71,162.0,31.54,101.0,,,,,,
74.0,20.67,161.8,31.55,102.0,,,,,,
75.0,20.64,161.6,31.56,105.0,,,,,,
76.0,20.61,161.3,31.57,106.0,,,,,,
77.0,20.57,161.1,31.57,106.0,,,,,,
78.0,20.54,160.8,31.58,106.0,,,,,,
79.0,20.51,160.6,31.59,107.0,,,,,,
80.0,20.45,160.5,31.62,106.0,,,,,,
81.0,20.3,160.9,31.72,103.0,,,,,,
82.0,20.15,161.2,31.82,101.0,,,,,,
83.0,20.0,162.0,32.01,97.0,,,,,,
84.0,19.84,163.1,32.25,94.0,,,,,,
85.0,19.68,164.1,32.49,93.0,,,,,,
86.0,19.54,164.9,32.68,92.0,,,,,,
87.0,19.41,165.6,32.83,93.0,,,,,,
88.0,19.27,166.3,32.99,95.0,,,,,,
89.0,19.14,167.0,33.15,98.0,,,,,,
90.0,18.98,167.5,33.31,100.0,,,,,,
91.0,18.82,168.1,33.48,101.0,,,,,,
92.0,18.66,168.7,33.64,99.0,,,,,,
93.0,18.5,169.2,33.73,99.0,,,,,,
94.0,18.35,169.7,33.79,99.0,,,,,,
95.0,18.19,170.2,33.84,96.0,,,,,,
96.0,18.07,170.9,33.94,94.0,,,,,,
97.0,17.97,171.9,34.12,91.0,,,,,,
98.0,17.88,172.9,34.29,87.0,,,,,,
99.0,17.78,173.9,34.46,85.0,,,,,,
100.0,17.72,174.6,34.6,82.0,,,,,,
101.0,17.69,175.0,34.67,80.0,,,,,,
102.0,17.66,175.4,34.75,79.0,,,,,,
103.0,17.63,175.7,34.82,78.0,,,,,,
104.0,17.6,176.1,34.9,77.0,,,,,,
105.0,17.57,176.4,34.97,77.0,,,,,,
106.0,17.55,176.9,35.05,77.0,,,,,,
107.0,17.54,177.6,35.17,77.0,,,,,,
108.0,17.54,178.4,35.3,76.0,,,,,,
109.0,17.53,179.2,35.42,76.0,,,,,,
110.0,17.53,180.0,35.54,76.0,,,,,,
111.0,17.53,180.7,35.65,76.0,,,,,,
112.0,17.56,181.4,35.7,75.0,,,,,,
113.0,17.59,182.1,35.76,75.0,,,,,,
114.0,17.62,182.7,35.81,76.0,,,,,,
115.0,17.65,183.6,35.9,77.0,,,,,,
116.0,17.68,186.2,36.3,80.0,,,,,,
117.0,17.7,188.8,36.7,82.0,,,,,,
118.0,17.73,191.3,37.11,85.0,,,,,,
119.0,17.76,193.9,37.51,88.0,,,,,,
120.0,17.73,195.8,37.71,88.0,,,,,,
121.0,17.7,197.7,37.91,87.0,,,,,,
122.0,17.69,199.0,38.08,86.0,,,,,,
123.0,17.72,199.1,38.22,86.0,,,,,,
124.0,17.76,199.3,38.36,85.0,,,,,,
125.0,17.79,199.4,38.5,86.0,,,,,,
126.0,17.82,200.0,38.74,90.0,,,,,,
127.0,17.84,201.6,39.22,95.0,,,,,,
128.0,17.85,203.2,39.7,97.0,,,,,,
129.0,17.92,205.7,39.88,99.0,,,,,,
130.0,17.98,208.2,40.03,103.0,,,,,,
131.0,18.07,210.1,40.24,106.0,,,,,,
132.0,18.18,210.7,40.54,107.0,,,,,,
133.0,18.3,211.3,40.85,109.0,,,,,,
134.0,18.42,214.6,41.46,110.0,,,,,,
135.0,18.55,218.8,42.19,111.0,,,,,,
136.0,18.68,223.0,42.93,111.0,,,,,,
137.0,18.8,228.4,43.73,111.0,,,,,,
138.0,18.93,234.2,44.56,112.0,,,,,,
139.0,19.06,239.9,45.39,112.0,,,,,,
140.0,19.19,240.4,45.25,113.0,,,,,,
141.0,19.31,240.1,44.96,114.0,,,,,,
142.0,19.44,239.7,44.66,114.0,,,,,,
143.0,19.55,240.7,44.99,115.0,,,,,,
144.0,19.66,241.8,45.38,116.0,,,,,,
145.0,19.77,243.0,45.77,117.5,,,,,,
146.0,19.86,243.8,46.08,119.0,,,,,,
147.0,19.94,244.7,46.39,120.0,,,,,,
148.0,20.03,245.6,46.7,120.0,,,,,,
149.0,20.12,246.5,46.99,120.0,,,,,,
150.0,20.23,247.5,47.25,121.0,,,,,,
151.0,20.34,248.4,47.51,121.0,,,,,,
152.0,20.43,249.7,47.83,122.0,,,,,,
153.0,20.46,251.9,48.28,123.0,,,,,,
154.0,20.49,254.1,48.73,124.0,,,,,,
155.0,20.53,256.4,49.18,124.0,,,,,,
156.0,20.55,259.1,49.8,124.0,,,,,,
157.0,20.57,261.8,50.42,124.0,,,,,,
158.0,20.58,264.4,51.03,124.0,,,,,,
159.0,20.59,266.3,51.54,124.0,,,,,,
160.0,20.59,268.1,52.04,124.0,,,,,,
161.0,20.58,269.7,52.47,125.0,,,,,,
162.0,20.55,270.5,52.73,124.0,,,,,,
163.0,20.52,271.3,52.98,125.0,,,,,,
164.0,20.48,272.2,53.24,125.0,,,,,,
165.0,20.44,273.5,53.52,125.0,,,,,,
166.0,20.4,275.4,53.82,125.0,,,,,,
167.0,20.35,277.3,54.12,125.0,,,,,,
168.0,20.3,278.9,54.54,125.0,,,,,,
169.0,20.25,280.4,55.06,125.0,,,,,,
170.0,20.21,282.1,55.55,125.0,,,,,,
171.0,20.18,284.7,55.98,125.0,,,,,,
172.0,20.15,287.2,56.41,125.0,,,,,,
173.0,20.13,289.0,56.71,125.0,,,,,,
174.0,20.1,290.1,56.92,126.0,,,,,,
175.0,20.08,291.2,57.12,126.0,,,,,,
176.0,20.06,293.3,57.51,127.0,,,,,,
177.0,20.04,296.1,58.03,128.0,,,,,,
178.0,20.01,298.8,58.53,128.0,,,,,,
179.0,20.02,301.3,58.91,129.0,,,,,,
180.0,20.03,303.8,59.29,130.0,,,,,,
181.0,20.04,306.4,59.67,131.0,,,,,,
182.0,20.04,307.4,59.82,132.0,,,,,,
183.0,20.05,308.1,59.92,133.0,,,,,,
184.0,20.05,308.9,60.02,134.0,,,,,,
185.0,20.06,309.6,60.12,135.0,,,,,,
186.0,20.06,310.6,60.34,135.0,,,,,,
187.0,20.07,312.0,60.68,136.0,,,,,,
188.0,20.07,313.3,61.01,136.0,,,,,,
189.0,20.08,314.7,61.35,136.0,,,,,,
190.0,20.08,316.1,61.69,137.0,,,,,,
191.0,20.09,317.4,62.03,137.0,,,,,,
192.0,20.09,318.4,62.32,137.0,,,,,,
193.0,20.1,319.1,62.6,137.0,,,,,,
194.0,20.11,319.9,62.88,138.0,,,,,,
195.0,20.08,320.4,63.09,138.0,,,,,,
196.0,20.06,320.7,63.28,137.0,,,,,,
197.0,20.03,321.1,63.48,136.0,,,,,,
198.0,20.0,321.8,63.69,136.0,,,,,,
199.0,19.98,322.7,63.92,135.0,,,,,,
200.0,19.96,323.7,64.15,135.0,,,,,,
201.0,19.94,324.7,64.37,134.0,,,,,,
202.0,19.89,325.1,64.51,133.0,,,,,,
203.0,19.84,325.4,64.65,132.0,,,,,,
204.0,19.79,325.8,64.79,132.0,,,,,,
205.0,19.75,326.6,64.92,131.0,,,,,,
206.0,19.7,327.3,65.06,131.0,,,,,,
207.0,19.66,327.7,65.19,131.0,,,,,,
208.0,19.64,327.2,65.29,131.0,,,,,,
209.0,19.62,326.7,65.4,130.0,,,,,,
210.0,19.61,326.5,65.52,130.0,,,,,,
211.0,19.62,327.2,65.69,129.0,,,,,,
212.0,19.64,327.9,65.86,129.0,,,,,,
213.0,19.65,328.5,66.03,129.0,,,,,,
214.0,19.67,329.8,66.2,129.0,,,,,,
215.0,19.7,331.2,66.36,130.0,,,,,,
216.0,19.72,332.7,66.52,131.0,,,,,,
217.0,19.76,333.4,66.56,131.0,,,,,,
218.0,19.79,334.0,66.6,131.0,,,,,,
219.0,19.83,334.6,66.63,131.0,,,,,,
220.0,19.89,335.9,66.69,131.0,,,,,,
221.0,19.95,337.3,66.74,130.0,,,,,,
222.0,20.02,338.6,66.8,131.0,,,,,,
223.0,20.09,340.2,66.94,131.0,,,,,,
224.0,20.16,341.9,67.08,131.0,,,,,,
225.0,20.22,343.1,67.18,131.0,,,,,,
226.0,20.26,343.0,67.1,131.0,,,,,,
227.0,20.29,342.8,67.01,132.0,,,,,,
228.0,20.33,342.7,66.93,132.0,,,,,,
229.0,20.37,340.5,66.64,132.0,,,,,,
230.0,20.4,337.2,66.26,132.0,,,,,,
231.0,20.44,334.0,65.88,132.0,,,,,,
232.0,20.48,333.3,65.86,131.0,,,,,,
233.0,20.53,335.7,66.3,131.0,,,,,,
234.0,20.57,338.0,66.73,130.0,,,,,,
235.0,20.61,340.2,67.03,130.0,,,,,,
236.0,20.64,342.4,67.3,130.0,,,,,,
237.0,20.67,344.5,67.56,130.0,,,,,,
238.0,20.68,344.4,67.37,131.0,,,,,,
239.0,20.69,343.9,67.1,131.0,,,,,,
240.0,20.7,343.6,66.94,130.0,,,,,,
241.0,20.72,343.6,67.08,130.0,,,,,,
242.0,20.73,343.7,67.22,130.0,,,,,,
243.0,20.74,343.9,67.42,130.0,,,,,,
244.0,20.74,344.3,67.67,130.0,,,,,,
245.0,20.75,344.7,67.92,130.0,,,,,,
246.0,20.73,345.2,68.09,130.0,,,,,,
247.0,20.69,345.9,68.22,130.0,,,,,,
248.0,20.66,346.6,68.36,130.0,,,,,,
249.0,20.6,346.8,68.4,129.0,,,,,,
250.0,20.54,346.8,68.4,128.0,,,,,,
251.0,20.47,346.7,68.38,128.0,,,,,,
252.0,20.42,346.0,68.26,128.0,,,,,,
253.0,20.37,345.2,68.14,125.0,,,,,,
254.0,20.32,344.6,68.05,125.0,,,,,,
255.0,20.25,344.9,68.18,125.0,,,,,,
256.0,20.18,345.3,68.31,125.0,,,,,,
257.0,20.11,345.8,68.42,126.0,,,,,,
258.0,20.06,346.5,68.47,126.0,,,,,,
259.0,20.0,347.3,68.52,127.0,,,,,,
260.0,19.95,347.9,68.55,127.0,,,,,,
261.0,19.88,347.0,68.32,126.0,,,,,,
262.0,19.82,346.2,68.09,126.0,,,,,,
263.0,19.75,345.8,67.99,125.0,,,,,,
264.0,19.7,346.1,68.03,124.0,,,,,,
265.0,19.64,346.3,68.07,124.0,,,,,,
266.0,19.58,346.5,68.12,125.0,,,,,,
267.0,19.53,346.9,68.19,125.0,,,,,,
268.0,19.48,347.4,68.29,125.0,,,,,,
269.0,19.44,347.9,68.39,125.0,,,,,,
270.0,19.39,348.4,68.49,125.0,,,,,,
271.0,19.36,347.0,68.29,125.0,,,,,,
272.0,19.32,345.4,68.06,125.0,,,,,,
273.0,19.29,343.9,67.83,126.0,,,,,,
274.0,19.27,343.2,67.8,126.0,,,,,,
275.0,19.25,343.8,68.04,126.0,,,,,,
276.0,19.23,344.3,68.27,126.0,,,,,,
277.0,19.22,344.7,68.46,127.0,,,,,,
278.0,19.21,344.6,68.39,127.0,,,,,,
279.0,19.2,344.5,68.33,129.0,,,,,,
280.0,19.19,344.4,68.27,131.0,,,,,,
281.0,19.19,344.2,68.18,131.0,,,,,,
282.0,19.18,344.0,68.09,130.0,,,,,,
283.0,19.18,343.8,68.01,130.0,,,,,,
284.0,19.16,344.0,68.01,129.0,,,,,,
285.0,19.15,344.5,68.09,128.5,,,,,,
286.0,19.13,345.0,68.17,128.0,,,,,,
287.0,19.11,346.3,68.35,127.0,,,,,,
288.0,19.08,349.6,68.77,127.0,,,,,,
289.0,19.05,352.9,69.18,127.0,,,,,,
290.0,19.03,354.6,69.35,127.0,,,,,,
291.0,19.01,353.7,69.13,127.0,,,,,,
292.0,18.99,352.8,68.92,128.0,,,,,,
293.0,19.0,352.8,68.86,129.0,,,,,,
294.0,19.01,353.0,68.85,129.0,,,,,,
295.0,19.02,353.2,68.84,130.0,,,,,,
296.0,19.05,353.3,68.83,130.0,,,,,,
297.0,19.09,353.4,68.83,130.0,,,,,,
298.0,19.13,353.4,68.83,130.0,,,,,,
299.0,19.19,353.6,68.88,130.0,,,,,,
300.0,19.27,353.9,68.96,129.0,,,,,,
301.0,19.34,354.2,69.03,129.0,,,,,,
302.0,19.42,353.6,68.96,128.0,,,,,,
303.0,19.49,352.9,68.89,128.0,,,,,,
304.0,19.57,352.2,68.81,128.0,,,,,,
305.0,19.63,351.5,68.74,128.0,,,,,,
306.0,19.69,350.7,68.66,128.0,,,,,,
307.0,19.75,349.9,68.59,128.0,,,,,,
308.0,19.81,349.0,68.49,129.0,,,,,,
309.0,19.86,347.9,68.35,129.0,,,,,,
310.0,19.92,346.9,68.2,129.0,,,,,,
311.0,19.97,345.8,68.06,129.0,,,,,,
312.0,20.02,343.2,67.9,129.0,,,,,,
313.0,20.08,340.5,67.75,128.0,,,,,,
314.0,20.12,338.9,67.71,128.0,,,,,,
315.0,20.15,338.2,67.82,128.0,,,,,,
316.0,20.17,337.6,67.92,128.0,,,,,,
317.0,20.19,336.3,67.87,128.0,,,,,,
318.0,20.19,334.3,67.71,128.0,,,,,,
319.0,20.19,332.4,67.54,128.0,,,,,,
320.0,20.18,330.9,67.42,128.0,,,,,,
321.0,20.16,330.3,67.37,128.0,,,,,,
322.0,20.15,329.8,67.32,128.0,,,,,,
323.0,20.13,328.2,67.12,128.5,,,,,,
324.0,20.11,325.9,66.85,129.0,,,,,,
325.0,20.09,323.7,66.57,130.0,,,,,,
326.0,20.09,321.2,66.27,130.0,,,,,,
327.0,20.1,318.7,65.96,129.5,,,,,,
328.0,20.11,316.1,65.66,129.0,,,,,,
