BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
25.0,21.8,89.0,89.0,22.0,22.0,,,1.0
20.3,21.7,82.0,85.5,17.0,19.5,,,3.0
20.5,20.6,103.0,91.3,21.0,20.0,,,6.0
23.8,21.5,67.0,85.2,16.0,19.0,,,9.0
22.4,22.2,40.0,76.2,9.0,17.0,,,11.0
28.3,22.2,60.0,73.5,17.0,17.0,,,13.0
23.4,23.2,67.0,72.6,16.0,16.9,,,16.0
25.4,24.2,56.0,70.5,14.0,16.5,,,18.0
25.0,24.6,86.0,72.2,21.0,17.0,,,21.0
21.1,24.6,55.0,70.5,12.0,16.5,,,24.0
24.2,24.2,69.0,70.4,17.0,16.5,,,26.0
23.4,24.2,70.0,70.3,16.0,16.5,,,29.0
23.8,23.8,82.0,71.2,20.0,16.8,,,31.0
23.4,23.6,72.0,71.3,17.0,16.8,,,34.0
21.4,23.6,91.0,72.6,20.0,17.0,,,37.0
22.4,23.1,69.0,72.4,15.0,16.9,,,40.0
19.2,22.4,62.0,71.8,12.0,16.6,,,42.0
21.4,21.7,90.0,72.8,19.0,16.7,,,45.0
14.3,20.7,77.0,73.0,11.0,16.4,,,49.0
32.6,21.0,63.0,72.5,21.0,16.6,,,51.0
28.3,23.0,74.0,72.6,21.0,16.9,,,54.0
16.5,22.1,74.0,72.6,12.0,16.6,,,57.0
20.3,21.7,57.0,72.0,12.0,16.4,,,60.0
17.0,21.9,89.0,72.7,15.0,16.4,,,63.0
17.9,18.4,78.0,72.9,14.0,16.3,,,67.0
20.0,18.3,62.0,72.5,12.0,16.1,,,70.0
19.0,18.9,96.0,73.3,18.0,16.2,,,73.0
19.2,18.7,96.0,74.1,18.0,16.2,,,76.0
19.7,19.3,84.0,74.5,17.0,16.3,,,79.0
20.3,19.7,77.0,74.6,16.0,16.3,,,82.0
22.7,19.7,65.0,74.3,15.0,16.2,,,85.0
22.7,20.9,89.0,74.7,20.0,16.3,,,87.0
24.2,21.9,77.0,74.8,19.0,16.4,,,90.0
28.3,23.2,70.0,74.6,20.0,16.5,,,92.0
23.1,23.3,86.0,75.0,20.0,16.6,,,95.0
19.7,23.3,229.0,79.2,45.0,17.4,,,98.0
22.1,23.1,120.0,80.4,26.0,17.6,,,100.0
22.4,22.5,78.0,80.3,17.0,17.6,,,103.0
20.8,21.8,77.0,80.2,16.0,17.6,,,106.0
30.0,21.8,86.0,80.4,26.0,17.8,,,108.0
18.5,21.8,110.0,81.1,20.0,17.9,,,111.0
17.4,20.6,121.0,82.0,21.0,17.9,,,114.0
17.0,18.9,81.0,82.0,14.0,17.8,,,118.0
21.4,19.1,65.0,81.6,14.0,17.8,,,121.0
21.7,19.1,95.0,81.9,21.0,17.8,,,124.0
16.7,18.6,53.0,81.3,9.0,17.6,,,127.0
36.6,20.1,112.0,81.9,41.0,18.1,,,129.0
24.2,22.5,121.0,82.8,29.0,18.4,,,131.0
31.3,25.7,134.0,83.8,42.0,18.8,,,134.0
23.4,26.3,105.0,84.2,25.0,19.0,,,136.0
20.0,26.3,97.0,84.5,19.0,19.0,,,139.0
29.4,25.7,136.0,85.5,40.0,19.4,,,141.0
27.3,26.7,108.0,85.9,29.0,19.5,,,143.0
25.4,25.4,156.0,87.2,40.0,19.9,,,145.0
24.6,25.8,123.0,87.8,30.0,20.1,,,148.0
27.8,26.8,142.0,88.8,39.0,20.4,,,150.0
17.2,25.8,317.0,92.8,55.0,21.1,,,154.0
17.0,22.4,113.0,93.2,19.0,21.0,,,157.0
26.8,22.9,134.0,93.8,36.0,21.3,,,159.0
23.4,22.5,167.0,95.1,39.0,21.6,,,162.0
25.0,21.9,149.0,96.0,37.0,21.8,,,164.0
26.3,24.9,138.0,96.6,36.0,22.0,,,166.0
23.8,25.0,129.0,97.1,31.0,22.2,,,169.0
25.9,24.9,195.0,98.7,50.0,22.6,,,171.0
26.3,25.7,140.0,99.3,37.0,22.8,,,173.0
24.6,25.6,190.0,100.7,47.0,23.2,,,176.0
24.6,25.0,137.0,101.2,34.0,23.4,,,179.0
25.4,25.3,122.0,101.5,31.0,23.5,,,181.0
23.8,24.9,191.0,102.8,45.0,23.8,,,183.0
28.3,24.9,156.0,103.6,44.0,24.1,,,186.0
25.9,25.3,167.0,104.5,43.0,24.4,,,188.0
23.4,25.0,173.0,105.4,41.0,24.6,,,190.0
22.1,24.4,221.0,107.0,49.0,24.9,,,193.0
29.4,25.9,213.0,108.4,63.0,25.4,,,195.0
23.4,24.2,202.0,109.7,47.0,25.7,,,198.0
26.8,24.6,154.0,110.3,41.0,25.9,,,200.0
25.9,25.4,152.0,110.8,39.0,26.1,,,202.0
19.0,25.4,207.0,112.1,39.0,26.3,,,205.0
23.1,24.1,251.0,113.8,58.0,26.7,,,208.0
22.7,23.9,193.0,114.8,44.0,26.9,,,210.0
29.4,23.9,146.0,115.2,43.0,27.1,,,212.0
25.9,23.9,176.0,115.9,46.0,27.3,,,215.0
26.8,25.2,167.0,116.5,45.0,27.5,,,217.0
23.8,25.5,185.0,117.4,44.0,27.7,,,219.0
26.8,26.5,172.0,118.0,46.0,27.9,,,222.0
27.8,26.5,164.0,118.5,46.0,28.1,,,224.0
26.8,26.8,171.0,119.1,46.0,28.3,,,226.0
26.3,26.6,164.0,119.6,43.0,28.5,,,229.0
26.8,26.8,153.0,120.0,41.0,28.7,,,231.0
25.0,26.6,174.0,120.6,43.0,28.8,,,233.0
28.3,26.6,218.0,121.7,62.0,29.2,,,236.0
25.4,26.2,186.0,122.4,47.0,29.4,,,238.0
26.8,26.3,150.0,122.7,40.0,29.5,,,240.0
30.0,26.8,134.0,122.8,40.0,29.6,,,242.0
31.9,28.4,117.0,122.7,37.0,29.7,,,244.0
27.8,28.2,172.0,123.3,48.0,29.9,,,246.0
25.9,28.2,169.0,123.7,44.0,30.0,,,248.0
24.6,27.9,137.0,123.9,34.0,30.1,,,251.0
29.4,27.7,189.0,124.5,56.0,30.3,,,253.0
26.8,26.8,139.0,124.7,37.0,30.4,,,255.0
25.9,26.2,219.0,125.6,57.0,30.6,,,257.0
28.8,27.2,168.0,126.0,48.0,30.8,,,259.0
31.9,28.3,154.0,126.3,49.0,31.0,,,261.0
28.8,28.2,139.0,126.4,40.0,31.1,,,263.0
30.6,29.4,168.0,126.8,51.0,31.3,,,265.0
30.6,30.0,188.0,127.4,58.0,31.5,,,267.0
23.1,30.0,195.0,128.0,45.0,31.6,,,270.0
30.6,30.0,189.0,128.6,58.0,31.9,,,272.0
28.8,30.0,163.0,128.9,47.0,32.0,,,274.0
30.6,30.0,196.0,129.5,60.0,32.3,,,276.0
31.3,30.0,161.0,129.8,50.0,32.4,,,278.0
28.8,30.0,133.0,129.8,38.0,32.5,,,280.0
29.4,29.6,188.0,130.3,55.0,32.7,,,282.0
27.3,29.6,163.0,130.6,44.0,32.8,,,284.0
29.4,29.2,121.0,130.5,36.0,32.8,,,286.0
