BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
12.3,12.9,357.0,357.0,44.0,44.0,,,2.0
17.4,12.9,128.0,242.5,22.0,33.0,,,5.0
14.0,13.2,168.0,217.7,24.0,30.0,,,10.0
10.3,13.2,162.0,203.8,17.0,26.8,,,15.0
11.3,12.5,181.0,199.2,20.0,25.4,,,21.0
9.9,11.9,375.0,228.5,37.0,27.3,,,29.0
8.0,10.5,271.0,234.6,22.0,26.6,,,34.0
17.4,10.5,207.0,231.1,36.0,27.8,,,38.0
26.8,12.9,101.0,216.7,27.0,27.7,,,40.0
22.1,16.5,245.0,219.5,54.0,30.3,,,42.0
35.7,22.1,59.0,204.9,21.0,29.5,,,44.0
30.0,26.3,75.0,194.1,23.0,28.9,,,48.0
31.3,29.3,99.0,186.8,31.0,29.1,,,50.0
31.9,31.1,94.0,180.1,30.0,29.1,,,52.0
26.8,31.1,112.0,175.6,30.0,29.2,,,54.0
15.6,29.3,187.0,176.3,29.0,29.2,,,58.0
15.2,24.6,150.0,174.8,23.0,28.8,,,62.0
11.2,19.2,674.0,202.5,75.0,31.4,,,69.0
10.9,14.0,225.0,203.7,24.0,31.0,,,73.0
20.0,14.0,98.0,198.4,20.0,30.4,,,76.0
22.7,15.4,114.0,194.4,26.0,30.2,,,78.0
12.5,14.6,454.0,206.2,57.0,31.5,,,85.0
10.1,14.5,338.0,211.9,34.0,31.6,,,89.0
8.7,14.2,278.0,214.7,24.0,31.2,,,96.0
9.4,10.7,219.0,214.8,21.0,30.8,,,102.0
12.9,10.7,98.0,210.3,13.0,30.2,,,107.0
11.7,10.4,117.0,206.9,14.0,29.6,,,112.0
11.7,11.0,232.0,207.8,27.0,29.5,,,117.0
16.0,12.1,252.0,209.3,40.0,29.8,,,121.0
23.1,13.5,155.0,207.5,36.0,30.0,,,124.0
27.8,16.9,130.0,205.0,36.0,30.2,,,126.0
29.4,22.3,177.0,204.1,52.0,30.9,,,128.0
24.6,25.1,133.0,202.0,33.0,31.0,,,130.0
22.1,25.1,136.0,200.0,30.0,30.9,,,133.0
25.4,25.9,250.0,201.5,64.0,31.9,,,135.0
88.2,26.5,174.0,200.7,154.0,35.3,,,136.0
28.3,26.1,173.0,199.9,49.0,35.6,,,138.0
22.1,25.3,112.0,197.6,25.0,35.4,,,141.0
17.0,25.3,496.0,205.3,85.0,36.6,,,145.0
14.9,22.5,202.0,205.2,30.0,36.5,,,148.0
21.4,20.2,140.0,203.6,30.0,36.3,,,151.0
24.2,20.2,145.0,202.2,35.0,36.3,,,154.0
22.1,20.2,248.0,203.3,55.0,36.7,,,156.0
15.0,19.5,364.0,206.9,55.0,37.1,,,162.0
19.0,20.8,268.0,208.3,51.0,37.4,,,166.0
35.7,21.7,168.0,207.4,60.0,37.9,,,168.0
41.7,25.6,186.0,207.0,77.0,38.8,,,170.0
23.4,26.0,337.0,209.7,79.0,39.6,,,173.0
35.7,31.6,147.0,208.4,53.0,39.9,,,175.0
41.7,37.7,46.0,205.1,19.0,39.5,,,176.0
34.9,37.4,98.0,203.0,34.0,39.4,,,177.0
27.8,32.8,228.0,203.5,63.0,39.8,,,181.0
17.4,32.8,51.0,200.6,9.0,39.2,,,183.0
24.2,29.0,380.0,204.0,92.0,40.2,,,187.0
19.5,23.8,344.0,206.5,67.0,40.7,,,189.0
16.9,20.4,320.0,208.5,54.0,40.9,,,192.0
16.1,17.9,386.0,211.6,62.0,41.3,,,196.0
18.3,18.2,318.0,213.5,58.0,41.6,,,199.0
20.0,18.2,271.0,214.5,54.0,41.8,,,202.0
19.5,18.2,264.0,215.3,51.0,42.0,,,206.0
17.4,18.4,505.0,220.0,88.0,42.7,,,209.0
15.8,18.4,250.0,220.5,39.0,42.6,,,213.0
26.3,19.0,197.0,220.1,52.0,42.8,,,215.0
16.1,17.7,278.0,221.0,45.0,42.8,,,218.0
23.4,19.0,294.0,222.2,69.0,43.2,,,221.0
33.3,22.0,31.0,219.3,10.0,42.7,,,223.0
36.6,27.7,285.0,220.3,104.0,43.6,,,225.0
19.0,25.3,329.0,221.9,62.0,43.9,,,228.0
19.2,25.3,316.0,223.2,61.0,44.2,,,231.0
15.0,23.9,595.0,228.5,89.0,44.8,,,235.0
12.8,17.7,547.0,233.0,70.0,45.2,,,239.0
12.6,15.6,513.0,236.9,65.0,45.4,,,244.0
