t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,VT/Ti,PaCO2_e,RealPower
99.0,19.17,1.214,23.272,1125,719.4852892,659.8762791,0.92,207.2,42.1,30.5,33.2,7.72,2.2,17.07,3.47,15.08,5.36,20.73,0.05,122,25,108,38,0.0,,0.0,NONE,18.0,66,651,763,5086,211.9,3.53,6,54.6,0,1438,3648,0,28.3,71.7,0.92,0,1.32,1.81,3.13,0.42,0.32,1.367,3,0,0,,18,89.8,0.92,40.04,0.0
102.0,19.35,0.916,17.729,952,485.1201567,437.4266645,0.9,160.2,27.7,33.8,37.4,5.21,1.5,17.49,3.02,15.48,5.01,20.72,0.05,125,22,111,36,0.0,,0.0,NONE,18.0,66,651,763,3417,142.4,2.37,6,36.7,0,1147,2271,0,33.6,66.4,0.9,0,1.18,1.92,3.1,0.38,0.35,1.249,3,0,0,,12,92.3,0.78,37.78,0.0
104.0,24.69,1.522,37.58,876,1263.4768306,1195.8315461,0.95,250.4,59.9,28.4,30.0,13.56,3.9,16.45,3.94,14.82,5.53,20.46,0.1,118,28,106,40,0.0,,0.0,NONE,18.0,66,651,763,8990,374.6,6.24,7,96.5,0,1643,7347,0,18.3,81.7,0.95,0,1.14,1.29,2.43,0.47,0.27,1.575,2,0,0,,31,83.6,1.34,41.13,0.0
107.0,20.2,1.454,29.374,1517,916.0936244,844.2567162,0.92,247.5,51.1,30.5,33.1,9.83,2.8,17.02,3.51,15.23,5.15,20.72,0.05,122,25,109,37,0.0,,0.0,NONE,18.0,66,651,763,6482,270.1,4.5,7,69.6,0,1735,4747,0,26.8,73.2,0.92,0,1.23,1.74,2.97,0.41,0.3,1.468,3,0,0,,23,87.2,1.18,38.68,0.0
111.0,14.89,2.198,32.725,1487,1139.2974014,1062.5209753,0.93,364.7,86.9,27.8,29.8,12.22,3.5,16.59,3.95,14.87,5.52,20.73,0.04,119,28,106,40,0.0,,0.0,NONE,18.0,66,651,763,8081,336.7,5.61,7,86.7,0,1859,6223,0,23.0,77.0,0.93,0,1.15,2.88,4.03,0.29,0.28,1.515,4,0,0,,28,85.7,1.91,41.07,0.0
114.0,22.47,1.53,34.382,1259,1059.6816738,1014.2868406,0.96,254.4,59.0,31.0,32.3,11.37,3.2,16.63,3.86,15.12,5.38,20.31,0.3,119,28,108,39,0.0,,0.0,NONE,18.0,66,651,763,7558,314.9,5.25,7,81.1,0,1105,6453,0,14.6,85.4,0.96,0,1.08,1.59,2.67,0.4,0.27,1.536,3,0,0,,26,85.0,1.42,40.17,0.0
116.0,32.97,0.571,18.824,1501,311.366992,294.2201261,0.94,107.0,11.1,53.0,56.1,3.34,1.0,18.74,1.94,17.34,3.49,20.71,0.06,134,14,124,25,0.0,,0.0,NONE,18.0,66,651,763,2215,92.3,1.54,8,23.8,0,416,1798,0,18.8,81.2,0.94,0,1.17,0.65,1.82,0.64,0.38,1.275,2,0,0,,8,91.8,0.49,27.99,0.0
118.0,25.64,1.116,28.615,1074,733.688947,701.0202228,0.96,197.4,33.4,36.6,38.3,7.87,2.2,17.69,2.99,15.95,4.76,20.75,0.04,127,21,114,34,0.0,,0.0,NONE,18.0,66,651,763,5231,218.0,3.63,8,56.1,0,795,4436,0,15.2,84.8,0.96,0,1.01,1.33,2.34,0.43,0.34,1.457,2,0,0,,18,87.5,1.1,36.17,0.0
121.0,23.9,1.247,29.809,919,881.8310997,847.3619588,0.96,213.9,43.6,31.9,33.2,9.46,2.7,17.15,3.5,15.61,5.09,20.69,0.07,123,25,112,36,0.0,,0.0,NONE,18.0,66,651,763,6295,262.3,4.37,8,67.5,0,840,5455,0,13.3,86.7,0.96,0,0.9,1.61,2.51,0.36,0.29,1.474,3,0,0,,22,87.0,1.39,38.3,0.0
123.0,25.32,1.155,29.241,1348,776.0930586,752.4061607,0.97,202.6,36.4,35.4,36.5,8.33,2.4,17.54,3.15,15.87,4.91,20.72,0.05,126,23,114,35,139.0,1.49,0.0,REST,18.0,66,651,763,5550,231.3,3.85,8,59.6,0,578,4972,0,10.4,89.6,0.97,0,1.15,1.22,2.37,0.49,0.33,1.466,2,0,0,,19,87.2,1.0,37.14,139.0
125.0,27.78,0.655,18.194,596,453.5304299,431.9037825,0.95,116.1,19.2,35.8,37.6,4.87,1.4,17.73,2.93,16.08,4.59,20.7,0.07,127,21,115,33,139.0,1.49,38.0,REST,18.0,66,651,763,3231,134.6,2.24,8,34.7,0,526,2705,0,16.3,83.7,0.95,0,0.9,1.26,2.16,0.42,0.29,1.26,2,0,0,,11,92.0,0.73,35.08,139.0
128.0,20.48,1.703,34.874,1315,1146.7402651,1123.9902714,0.98,280.7,71.1,29.2,29.8,12.3,3.5,16.48,4.17,15.08,5.52,20.43,0.29,118,30,108,40,139.0,1.49,77.0,REST,18.0,66,651,763,8220,342.5,5.71,8,88.2,0,557,7664,0,6.8,93.2,0.98,0,0.98,1.95,2.93,0.33,0.23,1.542,3,0,0,,28,84.8,1.74,41.07,139.0
131.0,22.22,1.493,33.178,1315,1140.5260048,1041.7150238,0.91,247.7,58.0,27.7,30.4,12.24,3.5,16.59,3.88,14.74,5.67,20.66,0.1,119,28,106,41,139.0,1.49,80.0,REST,18.0,66,651,763,8055,335.6,5.59,9,86.4,0,2382,5673,0,29.6,70.4,0.91,0,1.03,1.67,2.7,0.38,0.29,1.521,3,0,0,,28,85.5,1.45,42.03,139.0
133.0,24.9,1.5,37.344,1361,1335.0848569,1166.9318453,0.87,247.7,57.4,26.7,30.5,14.32,4.1,16.51,3.83,14.84,5.49,20.71,0.06,118,27,106,39,139.0,1.49,81.0,REST,18.0,66,651,763,9346,389.4,6.49,9,100.3,0,4018,5329,0,43.0,57.0,0.87,0,0.98,1.43,2.41,0.41,0.28,1.572,2,0,0,,33,83.7,1.53,40.87,139.0
137.0,18.4,1.569,28.877,1824,1011.0132406,902.6290931,0.89,260.2,59.9,27.3,30.6,10.85,3.1,16.58,3.82,14.89,5.43,20.71,0.05,119,27,107,39,139.0,1.49,83.0,REST,18.0,66,651,763,7108,296.2,4.94,9,76.3,0,2601,4507,0,36.6,63.4,0.89,0,1.21,2.05,3.26,0.37,0.28,1.461,4,0,0,,25,87.4,1.3,40.49,139.0
140.0,16.81,1.623,27.277,1641,976.6876901,876.4961016,0.9,266.1,64.0,26.7,29.8,10.48,3.0,16.4,3.94,14.52,5.64,20.62,0.07,117,28,104,40,139.0,1.49,84.0,REST,18.0,66,651,763,6873,286.4,4.77,9,73.7,0,2406,4467,0,35.0,65.0,0.9,0,1.27,2.3,3.57,0.36,0.28,1.436,3,0,0,,24,88.1,1.28,41.84,139.0
143.0,20.0,1.622,32.44,1454,1263.8331482,1066.2175972,0.84,261.4,65.4,24.6,29.1,13.56,3.9,16.12,4.03,14.19,5.72,20.66,0.07,115,29,102,41,139.0,1.49,84.0,REST,18.0,66,651,763,8787,366.1,6.1,10,94.3,0,4689,4098,0,53.4,46.6,0.84,0,1.01,1.99,3.0,0.34,0.28,1.511,3,0,0,,31,85.8,1.61,42.36,139.0
146.0,20.2,1.728,34.909,1591,1378.3158849,1145.3593373,0.83,275.9,70.6,24.3,29.2,14.79,4.2,15.97,4.09,14.01,5.79,20.56,0.13,114,29,100,41,139.0,1.49,84.0,REST,18.0,66,651,763,9555,398.1,6.64,10,102.5,0,5512,4043,0,57.7,42.3,0.83,0,1.11,1.86,2.97,0.37,0.28,1.543,3,0,0,,34,84.7,1.56,42.81,139.0
149.0,20.34,1.778,36.163,1841,1450.7390703,1177.8857783,0.81,285.6,70.7,23.9,29.5,15.57,4.4,16.06,3.98,14.13,5.67,20.71,0.05,115,28,101,41,139.0,1.49,83.0,REST,18.0,66,651,763,10013,417.2,6.95,10,107.4,0,6427,3586,0,64.2,35.8,0.81,0,1.26,1.69,2.95,0.43,0.28,1.558,3,0,0,,36,84.2,1.41,42.03,139.0
152.0,17.05,2.027,34.551,1993,1515.4861994,1217.3489896,0.8,317.2,86.9,22.0,27.4,16.26,4.6,15.65,4.29,13.82,5.77,20.72,0.04,112,31,99,41,139.0,1.49,82.0,REST,18.0,66,651,763,10439,435.0,7.25,11,112.0,0,7009,3430,0,67.1,32.9,0.8,0,1.6,1.92,3.52,0.45,0.25,1.538,3,0,0,,38,84.9,1.27,42.68,139.0
158.0,11.61,4.063,47.153,4328,1922.1549179,1670.2107791,0.87,645.6,175.1,24.1,27.7,20.62,5.9,15.89,4.31,14.5,5.47,20.67,0.04,114,31,104,39,139.0,1.49,84.0,REST,18.0,66,651,763,13440,560.0,9.33,12,144.2,0,6013,7428,0,44.7,55.3,0.87,0,2.39,2.78,5.17,0.46,0.23,1.674,6,0,0,,48,79.4,1.7,40.74,139.0
160.0,21.35,1.749,37.345,1379,1702.8744753,1336.4002885,0.78,270.2,76.5,21.1,26.8,18.27,5.2,15.45,4.37,13.52,5.98,20.7,0.06,111,31,97,43,139.0,1.49,83.0,REST,18.0,66,651,763,11680,486.7,8.11,12,125.3,0,8579,3101,0,73.5,26.5,0.78,0,1.16,1.65,2.81,0.41,0.25,1.572,2,0,0,,42,83.7,1.51,44.03,139.0
163.0,26.91,1.465,39.417,2041,1515.1349187,1174.4385083,0.78,237.8,53.5,24.8,32.0,16.26,4.6,16.23,3.65,14.17,5.52,20.65,0.06,116,26,101,40,139.0,1.49,83.0,REST,18.0,66,651,763,10369,432.1,7.2,12,111.3,0,7958,2411,0,76.7,23.3,0.78,0,1.07,1.16,2.23,0.48,0.32,1.596,3,0,0,,38,82.8,1.37,41.07,139.0
166.0,18.52,2.811,52.056,2445,2404.6526,1887.6640293,0.79,432.9,124.0,21.1,26.9,25.8,7.4,15.4,4.41,13.59,5.83,20.72,0.04,110,32,97,42,139.0,1.49,83.0,REST,18.0,66,651,763,16495,687.3,11.45,13,177.0,0,12103,4391,0,73.4,26.6,0.79,0,1.27,1.97,3.24,0.39,0.24,1.716,3,0,0,,60,77.2,2.21,43.06,139.0
169.0,19.61,2.589,50.765,2630,2257.6444241,1775.6774935,0.79,403.8,110.2,21.9,27.8,24.22,6.9,15.6,4.26,13.77,5.77,20.72,0.04,112,30,99,41,139.0,1.49,83.0,REST,18.0,66,651,763,15492,645.5,10.76,13,166.2,0,11287,4204,0,72.9,27.1,0.79,0,1.37,1.69,3.06,0.45,0.26,1.706,3,0,0,,56,77.8,1.89,42.68,139.0
172.0,21.35,2.269,48.448,2292,2158.1672419,1672.7045351,0.78,353.3,95.8,21.8,28.1,23.16,6.6,15.57,4.22,13.9,5.64,20.69,0.06,111,30,100,40,139.0,1.49,82.0,REST,18.0,66,651,763,14770,615.4,10.26,14,158.5,0,11339,3431,0,76.8,23.2,0.78,0,1.25,1.56,2.81,0.44,0.25,1.685,3,0,0,,54,78.8,1.82,41.84,139.0
175.0,20.13,2.546,51.262,2420,2378.8238076,1866.8029631,0.78,388.9,113.3,21.0,26.7,25.52,7.3,15.27,4.45,13.49,5.89,20.62,0.06,109,32,97,42,139.0,1.49,83.0,REST,18.0,66,651,763,16316,679.9,11.33,14,175.1,0,11986,4330,0,73.5,26.5,0.78,0,1.31,1.67,2.98,0.44,0.24,1.71,3,0,0,,59,77.6,1.94,43.45,139.0
179.0,15.11,3.311,50.04,3339,2237.4596994,1757.4626638,0.79,516.2,141.5,21.9,27.9,24.01,6.9,15.59,4.27,13.43,5.98,20.74,0.04,112,31,96,43,139.0,1.49,82.0,REST,18.0,66,651,763,15349,639.6,10.66,15,164.7,0,11238,4111,0,73.2,26.8,0.79,0,1.8,2.17,3.97,0.45,0.28,1.699,4,0,0,,56,78.1,1.84,44.03,139.0
181.0,22.99,2.111,48.529,2121,2220.1534239,1730.4936052,0.78,326.1,91.8,21.1,27.1,23.82,6.8,15.45,4.35,13.58,5.89,20.71,0.05,111,31,97,42,139.0,1.49,83.0,REST,18.0,66,651,763,15209,633.7,10.56,15,163.2,0,11449,3761,0,75.3,24.7,0.78,0,1.08,1.53,2.61,0.41,0.25,1.686,2,0,0,,55,78.8,1.95,43.45,139.0
184.0,25.86,2.281,58.991,2239,2801.6585471,2161.6499418,0.77,348.0,101.9,20.4,26.5,30.06,8.6,15.26,4.47,13.64,5.83,20.71,0.05,109,32,98,42,139.0,1.49,84.0,REST,18.0,66,651,763,19158,798.3,13.3,16,205.6,0,14937,4221,0,78.0,22.0,0.77,0,1.12,1.2,2.32,0.48,0.23,1.771,3,0,0,,70,74.2,2.04,43.06,139.0
187.0,19.67,2.84,55.869,3174,2434.5616404,1979.4218585,0.81,444.2,123.0,22.4,27.5,26.12,7.5,15.64,4.33,14.01,5.75,20.69,0.06,112,31,100,41,139.0,1.49,83.0,REST,18.0,66,651,763,16808,700.3,11.67,17,180.3,0,10724,6084,0,63.8,36.2,0.81,0,1.45,1.6,3.05,0.48,0.25,1.747,3,0,0,,60,75.6,1.96,42.55,139.0
190.0,21.58,2.78,60.0,2623,2613.9955565,2143.3326853,0.82,435.2,121.1,22.4,27.3,28.05,8.0,15.65,4.36,14.12,5.73,20.71,0.05,112,31,101,41,139.0,1.49,85.0,REST,18.0,66,651,763,18075,753.1,12.55,17,193.9,0,11108,6968,0,61.5,38.5,0.82,0,1.17,1.61,2.78,0.42,0.24,1.778,3,0,0,,65,73.8,2.38,42.42,139.0
192.0,23.81,2.156,51.333,2163,2218.0464423,1795.4951348,0.81,338.0,92.2,22.4,27.7,23.8,6.8,15.68,4.28,14.01,5.78,20.68,0.06,112,31,100,41,139.0,1.49,83.0,REST,18.0,66,651,763,15301,637.5,10.63,18,164.2,0,9948,5352,0,65.0,35.0,0.81,0,1.16,1.36,2.52,0.46,0.25,1.71,2,0,0,,55,77.6,1.86,42.74,139.0
195.0,20.69,2.596,53.71,2742,2319.424806,1922.3593037,0.83,407.3,113.3,22.5,27.2,24.89,7.1,15.69,4.36,14.01,5.84,20.71,0.05,112,31,100,42,139.0,1.49,83.0,REST,18.0,66,651,763,16071,669.6,11.16,18,172.4,0,9390,6681,0,58.4,41.6,0.83,0,1.34,1.56,2.9,0.46,0.25,1.73,3,0,0,,58,76.5,1.94,43.13,139.0
198.0,17.19,2.72,46.762,2756,2090.6652547,1743.7618784,0.83,421.5,123.9,21.8,26.1,22.43,6.4,15.5,4.56,13.78,6.06,20.7,0.06,111,33,99,43,139.0,1.49,83.0,REST,18.0,66,651,763,14503,604.3,10.07,19,155.6,0,8213,6290,0,56.6,43.4,0.83,0,1.34,2.15,3.49,0.38,0.24,1.67,3,0,0,,52,79.6,2.03,44.54,139.0
201.0,25.32,2.419,61.241,2299,2705.9015413,2223.8896009,0.82,376.9,107.1,22.0,26.7,29.03,8.3,15.58,4.43,14.01,5.84,20.71,0.05,112,32,100,42,139.0,1.49,84.0,REST,18.0,66,651,763,18719,780.0,13.0,19,200.8,0,11380,7339,0,60.8,39.2,0.82,0,1.1,1.27,2.37,0.46,0.24,1.787,3,0,0,,67,73.2,2.2,43.13,139.0
204.0,20.98,2.863,60.063,2829,2580.8003091,2171.4489352,0.84,450.1,126.2,22.7,27.0,27.69,7.9,15.72,4.41,14.07,5.84,20.73,0.05,113,32,101,42,139.0,1.49,84.0,REST,18.0,66,651,763,17933,747.2,12.45,20,192.4,0,9708,8225,0,54.1,45.9,0.84,0,1.29,1.57,2.86,0.45,0.24,1.779,3,0,0,,64,73.7,2.22,43.13,139.0
206.0,21.58,2.678,57.799,2715,2492.5162614,2128.1833673,0.85,419.9,120.2,22.6,26.4,26.74,7.6,15.68,4.49,14.24,5.78,20.72,0.05,112,32,102,41,139.0,1.49,85.0,REST,18.0,66,651,763,17369,723.7,12.06,20,186.4,0,8665,8704,0,49.9,50.1,0.85,0,1.36,1.42,2.78,0.49,0.22,1.762,2,0,0,,62,74.7,1.97,42.74,139.0
