BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
31.9,29.5,75.0,75.0,24.0,24.0,,,0.0
22.7,29.5,118.0,96.5,27.0,25.5,,,3.0
23.8,27.2,119.0,104.0,28.0,26.3,,,5.0
24.6,26.1,29.0,85.2,7.0,21.5,,,8.0
24.2,24.2,40.0,76.2,10.0,19.2,,,10.0
30.6,24.2,107.0,81.3,33.0,21.5,,,12.0
26.8,25.2,67.0,79.3,18.0,21.0,,,14.0
17.9,25.2,154.0,88.6,28.0,21.9,,,16.0
25.9,25.6,49.0,84.2,13.0,20.9,,,18.0
21.4,24.7,130.0,88.8,28.0,21.6,,,21.0
14.4,21.7,155.0,94.8,22.0,21.6,,,25.0
32.6,21.7,169.0,101.0,55.0,24.4,,,26.0
18.5,21.9,147.0,104.5,27.0,24.6,,,30.0
20.0,20.0,110.0,104.9,22.0,24.4,,,33.0
21.7,20.1,134.0,106.9,29.0,24.7,,,35.0
22.1,21.3,86.0,105.6,19.0,24.4,,,38.0
19.0,20.2,109.0,105.8,21.0,24.2,,,41.0
20.5,20.8,118.0,106.4,24.0,24.2,,,44.0
19.0,20.4,148.0,108.6,28.0,24.4,,,47.0
19.0,19.5,121.0,109.2,23.0,24.3,,,51.0
21.7,19.5,133.0,110.4,29.0,24.5,,,54.0
20.0,19.8,125.0,111.0,25.0,24.5,,,56.0
22.4,20.2,118.0,111.3,26.0,24.6,,,59.0
21.7,21.2,109.0,111.2,24.0,24.6,,,62.0
23.1,22.0,130.0,112.0,30.0,24.8,,,65.0
24.2,22.4,99.0,111.5,24.0,24.8,,,67.0
22.7,22.7,112.0,111.5,25.0,24.8,,,70.0
24.2,23.3,117.0,111.7,28.0,24.9,,,72.0
24.2,23.8,131.0,112.4,32.0,25.1,,,75.0
21.4,23.7,116.0,112.5,25.0,25.1,,,77.0
24.6,23.7,157.0,113.9,39.0,25.6,,,80.0
17.0,23.3,135.0,114.6,23.0,25.5,,,83.0
28.3,23.4,74.0,113.4,21.0,25.4,,,86.0
19.2,21.7,146.0,114.3,28.0,25.4,,,88.0
22.4,22.1,118.0,114.4,26.0,25.5,,,91.0
21.7,21.1,104.0,114.1,23.0,25.4,,,94.0
19.5,21.2,151.0,115.1,29.0,25.5,,,97.0
20.3,20.5,117.0,115.2,24.0,25.4,,,100.0
21.7,21.2,128.0,115.5,28.0,25.5,,,103.0
22.4,21.2,128.0,115.8,29.0,25.6,,,105.0
25.0,21.5,94.0,115.3,23.0,25.5,,,108.0
23.1,22.4,104.0,115.0,24.0,25.5,,,110.0
25.9,23.5,82.0,114.3,21.0,25.4,,,113.0
22.1,23.5,106.0,114.1,23.0,25.3,,,116.0
19.2,23.4,114.0,114.1,22.0,25.3,,,118.0
17.0,21.5,354.0,119.3,60.0,26.0,,,123.0
13.9,19.4,180.0,120.6,25.0,26.0,,,126.0
18.5,18.3,139.0,121.0,26.0,26.0,,,130.0
18.1,17.9,120.0,120.9,22.0,25.9,,,133.0
32.6,17.9,123.0,121.0,40.0,26.2,,,135.0
28.8,21.8,142.0,121.4,41.0,26.5,,,137.0
25.4,24.3,184.0,122.6,47.0,26.9,,,139.0
33.3,29.0,141.0,122.9,47.0,27.3,,,141.0
26.3,29.3,195.0,124.3,51.0,27.7,,,143.0
31.9,29.0,143.0,124.6,46.0,28.0,,,145.0
34.9,30.5,144.0,125.0,50.0,28.4,,,147.0
29.4,31.6,179.0,125.9,53.0,28.9,,,149.0
27.3,29.5,183.0,126.9,50.0,29.2,,,151.0
31.3,30.9,185.0,127.9,58.0,29.7,,,153.0
34.1,31.6,149.0,128.2,51.0,30.1,,,155.0
31.3,30.6,178.0,129.0,56.0,30.5,,,157.0
36.6,32.2,220.0,130.5,80.0,31.3,,,158.0
28.3,32.2,243.0,132.3,69.0,31.9,,,160.0
32.6,32.6,198.0,133.3,65.0,32.4,,,162.0
40.5,33.5,156.0,133.7,63.0,32.9,,,164.0
37.5,35.6,205.0,134.8,77.0,33.5,,,165.0
27.8,32.8,162.0,135.2,45.0,33.7,,,168.0
32.6,34.2,196.0,136.1,64.0,34.2,,,169.0
24.6,32.6,287.0,138.2,71.0,34.7,,,172.0
