Time,BR,VT,VE,HR,External Heart Rate,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,VE 15 sec sum
0.0,,,,83.0,,,,,,
1.0,28.56,94.81,22.47,83.0,,,,,,
2.0,28.33,95.27,22.54,83.0,,,,,,
3.0,28.1,95.75,22.61,83.0,,,,,,
4.0,27.83,96.28,22.69,83.0,,,,,,
5.0,27.57,96.81,22.77,84.0,,,,,,
6.0,27.34,97.28,22.84,83.0,,,,,,
7.0,27.11,97.75,22.91,82.0,,,,,,
8.0,26.88,98.22,22.98,81.0,,,,,,
9.0,26.64,98.7,23.06,81.0,,,,,,
10.0,26.4,99.18,23.13,81.0,,,,,,
11.0,26.05,99.88,23.23,80.0,,,,,,
12.0,25.65,100.7,23.36,81.0,,,,,,
13.0,25.4,101.2,23.43,80.0,,,,,,
14.0,25.14,101.7,23.51,80.0,,,,,,
15.0,24.81,102.4,23.61,80.0,,,,,,
16.0,24.45,103.1,23.72,81.5,,,,,,
17.0,24.19,103.7,23.81,83.0,,,,,,
18.0,23.92,104.3,23.9,84.0,,,,,,
19.0,23.68,104.8,23.98,88.0,,,,,,
20.0,23.45,105.3,24.05,90.0,,,,,,
21.0,23.25,105.7,24.11,90.5,,,,,,
22.0,23.15,106.0,24.16,91.0,,,,,,
23.0,23.04,106.3,24.21,90.0,,,,,,
24.0,22.94,106.6,24.25,90.0,,,,,,
25.0,22.8,107.1,24.32,91.0,,,,,,
26.0,22.58,107.8,24.43,92.0,,,,,,
27.0,22.43,108.3,24.51,92.0,,,,,,
28.0,22.34,108.7,24.56,92.0,,,,,,
29.0,22.25,109.0,24.61,90.0,,,,,,
30.0,22.16,109.4,24.67,87.0,,,,,,
31.0,22.05,109.8,24.73,86.0,,,,,,
32.0,21.94,110.3,24.8,85.0,,,,,,
33.0,21.83,110.7,24.86,84.0,,,,,,
34.0,21.69,111.2,24.94,84.0,,,,,,
35.0,21.55,111.7,25.01,84.0,,,,,,
36.0,21.43,112.5,25.15,85.0,,,,,,
37.0,21.32,113.7,25.35,85.0,,,,,,
38.0,21.2,114.8,25.55,84.0,,,,,,
39.0,21.1,115.4,25.61,83.0,,,,,,
40.0,21.0,115.5,25.56,82.0,,,,,,
41.0,20.89,115.7,25.51,80.0,,,,,,
42.0,20.82,115.4,25.44,80.0,,,,,,
43.0,20.77,115.0,25.37,80.0,,,,,,
44.0,20.71,114.5,25.29,79.0,,,,,,
45.0,20.7,115.1,25.42,80.0,,,,,,
46.0,20.71,116.4,25.65,80.0,,,,,,
47.0,20.73,117.7,25.88,80.0,,,,,,
48.0,20.75,118.7,26.07,80.0,,,,,,
49.0,20.77,119.5,26.23,81.0,,,,,,
50.0,20.79,120.3,26.39,81.0,,,,,,
51.0,20.81,120.8,26.46,81.0,,,,,,
52.0,20.84,120.8,26.34,81.0,,,,,,
53.0,20.88,120.7,26.23,80.0,,,,,,
54.0,20.93,121.1,26.22,79.0,,,,,,
55.0,21.02,122.1,26.35,78.0,,,,,,
56.0,21.1,123.0,26.47,78.0,,,,,,
57.0,21.19,123.3,26.51,78.0,,,,,,
58.0,21.29,122.8,26.45,79.0,,,,,,
59.0,21.38,122.3,26.4,79.0,,,,,,
60.0,21.44,123.2,26.58,82.0,,,,,,
61.0,21.5,124.2,26.77,83.0,,,,,,
62.0,21.57,124.9,26.9,81.0,,,,,,
63.0,21.64,124.9,26.91,79.0,,,,,,
64.0,21.71,124.8,26.93,79.0,,,,,,
65.0,21.78,124.5,26.94,78.0,,,,,,
66.0,21.86,123.6,26.95,78.0,,,,,,
67.0,21.93,122.8,26.94,78.0,,,,,,
68.0,21.96,121.9,26.54,78.0,,,,,,
69.0,22.0,121.1,26.15,79.0,,,,,,
70.0,22.04,120.2,25.9,78.0,,,,,,
71.0,22.11,119.4,25.82,78.0,,,,,,
72.0,22.18,118.6,25.75,78.0,,,,,,
73.0,22.22,118.4,25.74,78.0,,,,,,
74.0,22.26,118.4,25.76,78.0,,,,,,
75.0,22.3,118.3,25.74,78.0,,,,,,
76.0,22.34,118.0,25.65,78.0,,,,,,
77.0,22.37,117.8,25.56,79.0,,,,,,
78.0,22.39,120.1,25.9,79.0,,,,,,
79.0,22.4,123.9,26.48,79.0,,,,,,
80.0,22.41,126.8,26.91,80.0,,,,,,
81.0,22.41,127.5,26.95,83.0,,,,,,
82.0,22.41,128.1,26.99,86.0,,,,,,
83.0,22.41,128.8,27.02,86.0,,,,,,
84.0,22.39,129.2,27.05,85.0,,,,,,
85.0,22.37,129.4,27.08,84.0,,,,,,
