BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
5.6,10.1,358.0,358.0,20.0,20.0,,,1.0
9.1,8.9,266.0,312.0,24.0,22.0,,,7.0
16.1,9.5,96.0,240.0,15.0,19.7,,,11.0
11.2,11.1,145.0,216.2,16.0,18.8,,,16.0
8.9,9.8,137.0,200.4,12.0,17.4,,,23.0
7.8,9.8,174.0,196.0,14.0,16.8,,,31.0
27.3,12.1,96.0,181.7,26.0,18.1,,,33.0
8.6,9.6,217.0,186.1,19.0,18.2,,,39.0
8.6,8.7,134.0,180.3,12.0,17.6,,,47.0
6.5,8.3,278.0,190.1,18.0,17.6,,,55.0
12.9,10.0,273.0,197.6,35.0,19.2,,,60.0
11.4,9.5,156.0,194.2,18.0,19.1,,,66.0
12.7,10.9,437.0,212.8,56.0,21.9,,,70.0
23.8,12.3,78.0,203.2,19.0,21.7,,,73.0
16.7,14.1,83.0,195.2,14.0,21.2,,,77.0
9.7,13.6,242.0,198.1,23.0,21.3,,,83.0
12.0,13.8,264.0,202.0,32.0,21.9,,,87.0
10.0,12.9,85.0,195.5,9.0,21.2,,,94.0
10.2,10.7,75.0,189.2,8.0,20.5,,,100.0
6.8,10.0,448.0,202.1,31.0,21.0,,,109.0
9.3,9.8,105.0,197.5,10.0,20.5,,,115.0
12.2,9.8,73.0,191.8,9.0,20.0,,,120.0
26.3,10.6,58.0,186.0,15.0,19.8,,,122.0
24.6,15.4,120.0,183.2,30.0,20.2,,,129.0
18.3,18.4,195.0,183.7,36.0,20.8,,,134.0
14.0,19.0,206.0,184.6,29.0,21.2,,,137.0
15.2,19.3,248.0,186.9,38.0,21.8,,,141.0
15.5,16.3,219.0,188.1,34.0,22.2,,,145.0
15.8,15.5,193.0,188.2,30.0,22.5,,,148.0
30.0,15.5,188.0,188.2,56.0,23.6,,,150.0
25.4,18.9,198.0,188.5,50.0,24.5,,,153.0
24.2,21.8,282.0,191.5,68.0,25.8,,,155.0
24.6,24.7,286.0,194.3,70.0,27.2,,,158.0
25.0,25.0,181.0,193.9,45.0,27.7,,,160.0
24.2,24.6,201.0,194.1,49.0,28.3,,,163.0
27.3,24.6,213.0,194.7,58.0,29.1,,,165.0
26.3,25.3,251.0,196.2,66.0,30.1,,,167.0
23.1,25.2,220.0,196.8,51.0,30.7,,,170.0
28.8,25.9,182.0,196.4,53.0,31.2,,,172.0
17.2,25.6,339.0,200.0,58.0,31.9,,,175.0
27.3,25.6,253.0,201.3,69.0,32.8,,,178.0
21.7,24.0,427.0,206.7,93.0,34.2,,,180.0
22.4,23.8,306.0,209.0,69.0,35.0,,,183.0
27.8,23.8,379.0,212.8,105.0,36.6,,,185.0
30.6,25.8,239.0,213.4,73.0,37.4,,,187.0
26.8,25.7,349.0,216.4,93.0,38.7,,,189.0
26.8,27.1,340.0,219.0,91.0,39.8,,,191.0
27.8,27.4,353.0,221.8,98.0,41.0,,,194.0
24.6,27.1,311.0,223.6,76.0,41.7,,,196.0
25.4,26.3,304.0,225.2,77.0,42.4,,,198.0
26.3,26.2,297.0,226.6,78.0,43.1,,,201.0
25.4,25.7,362.0,229.2,92.0,44.0,,,203.0
25.0,25.3,375.0,232.0,94.0,45.0,,,205.0
39.5,25.7,50.0,228.6,20.0,44.5,,,207.0
29.4,27.1,259.0,229.2,76.0,45.1,,,209.0
30.0,28.3,300.0,230.4,90.0,45.9,,,211.0
30.0,29.8,257.0,230.9,77.0,46.4,,,213.0
26.8,29.8,273.0,231.6,73.0,46.9,,,215.0
28.8,29.4,280.0,232.4,81.0,47.5,,,217.0
26.8,28.5,300.0,233.6,80.0,48.0,,,220.0
30.6,28.5,262.0,234.0,80.0,48.5,,,222.0
27.8,27.8,297.0,235.0,83.0,49.1,,,224.0
31.3,29.1,280.0,235.8,88.0,49.7,,,226.0
29.4,29.3,298.0,236.7,88.0,50.3,,,228.0
30.0,30.0,328.0,238.1,98.0,51.0,,,229.0
26.8,29.1,306.0,239.2,82.0,51.5,,,232.0
30.6,30.0,283.0,239.8,87.0,52.0,,,234.0
29.4,29.6,281.0,240.4,83.0,52.5,,,236.0
28.8,29.4,327.0,241.7,94.0,53.1,,,238.0
27.3,28.5,316.0,242.7,86.0,53.6,,,240.0
26.3,28.5,356.0,244.3,94.0,54.1,,,242.0
23.8,27.5,318.0,245.4,76.0,54.4,,,245.0
25.0,26.2,378.0,247.2,94.0,55.0,,,247.0
25.9,25.7,321.0,248.2,83.0,55.4,,,250.0
31.3,25.7,259.0,248.3,81.0,55.7,,,252.0
27.8,26.2,315.0,249.2,88.0,56.1,,,254.0
28.8,27.5,347.0,250.5,100.0,56.7,,,256.0
30.0,28.9,294.0,251.0,88.0,57.1,,,258.0
28.3,29.0,252.0,251.0,71.0,57.3,,,260.0
30.6,29.0,346.0,252.2,106.0,57.9,,,262.0
