Time,BR,VT,VE,HR,External Heart Rate,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,VE 15 sec sum
0.0,,,,,,,,,,
1.0,,,,107.0,,,,,,
2.0,,,,105.0,,,,,,
3.0,15.96,88.38,13.52,108.0,,,,,,
4.0,16.0,88.27,13.53,105.0,,,,,,
5.0,16.03,88.17,13.54,102.0,,,,,,
6.0,16.07,88.07,13.55,104.0,,,,,,
7.0,16.11,87.96,13.57,102.0,,,,,,
8.0,16.15,87.84,13.58,101.0,,,,,,
9.0,16.19,87.72,13.6,102.0,,,,,,
10.0,16.23,87.6,13.61,102.0,,,,,,
11.0,16.27,87.48,13.63,111.0,,,,,,
12.0,16.31,87.36,13.64,113.0,,,,,,
13.0,16.35,87.24,13.66,112.0,,,,,,
14.0,16.38,87.13,13.67,111.0,,,,,,
15.0,16.42,87.02,13.68,111.0,,,,,,
16.0,16.46,86.91,13.7,111.0,,,,,,
17.0,16.5,86.8,13.71,111.0,,,,,,
18.0,16.53,86.69,13.72,109.0,,,,,,
19.0,16.57,86.57,13.74,110.0,,,,,,
20.0,16.61,86.46,13.75,114.0,,,,,,
21.0,16.65,86.34,13.77,113.0,,,,,,
22.0,16.69,86.22,13.78,109.0,,,,,,
23.0,16.73,86.1,13.8,107.0,,,,,,
24.0,16.77,85.98,13.81,109.0,,,,,,
25.0,16.81,85.86,13.83,111.0,,,,,,
26.0,16.85,85.74,13.84,114.0,,,,,,
27.0,16.89,85.62,13.86,114.0,,,,,,
28.0,16.93,85.5,13.87,115.0,,,,,,
29.0,16.98,85.38,13.89,113.0,,,,,,
30.0,17.02,85.27,13.9,110.0,,,,,,
31.0,17.06,85.17,13.91,112.0,,,,,,
32.0,17.1,85.07,13.92,109.0,,,,,,
33.0,17.15,84.97,13.94,117.0,,,,,,
34.0,17.17,84.87,13.95,119.0,,,,,,
35.0,17.18,84.76,13.96,118.5,,,,,,
36.0,17.2,84.65,13.98,118.0,,,,,,
37.0,17.21,84.54,13.99,120.0,,,,,,
38.0,17.22,84.43,14.0,119.5,,,,,,
39.0,17.23,84.32,14.02,119.0,,,,,,
40.0,17.24,84.21,14.03,118.0,,,,,,
41.0,17.23,84.1,14.04,115.0,,,,,,
42.0,17.21,84.0,14.06,113.0,,,,,,
43.0,17.19,83.9,14.07,114.0,,,,,,
44.0,17.17,83.79,14.08,113.0,,,,,,
45.0,17.15,83.68,14.1,109.0,,,,,,
46.0,17.12,83.56,14.11,110.0,,,,,,
47.0,17.1,83.44,14.13,108.0,,,,,,
48.0,17.08,83.32,14.14,109.0,,,,,,
49.0,17.06,83.21,14.15,108.0,,,,,,
50.0,17.04,83.11,14.17,106.0,,,,,,
51.0,17.02,82.9,14.2,107.0,,,,,,
52.0,17.02,82.46,14.26,107.0,,,,,,
53.0,17.01,82.03,14.33,108.0,,,,,,
54.0,17.0,81.59,14.4,103.0,,,,,,
55.0,17.0,81.35,14.44,102.0,,,,,,
56.0,17.01,81.32,14.46,102.0,,,,,,
57.0,17.01,81.3,14.48,101.0,,,,,,
58.0,17.01,81.27,14.5,102.0,,,,,,
59.0,17.02,81.43,14.53,104.0,,,,,,
60.0,17.03,81.6,14.57,105.0,,,,,,
61.0,17.04,81.77,14.61,105.0,,,,,,
62.0,17.06,81.94,14.64,106.0,,,,,,
63.0,17.06,82.12,14.64,107.0,,,,,,
64.0,17.07,82.3,14.65,109.0,,,,,,
65.0,17.08,82.48,14.66,108.0,,,,,,
66.0,17.1,83.72,14.79,107.0,,,,,,
67.0,17.11,85.38,14.98,106.0,,,,,,
68.0,17.12,87.05,15.16,108.0,,,,,,
69.0,17.14,88.72,15.34,111.0,,,,,,
70.0,17.16,92.81,15.59,108.0,,,,,,
71.0,17.18,97.4,15.85,108.0,,,,,,
72.0,17.21,102.0,16.11,110.0,,,,,,
73.0,17.23,105.4,16.32,114.0,,,,,,
74.0,17.26,107.1,16.44,112.0,,,,,,
75.0,17.3,108.9,16.56,112.0,,,,,,
76.0,17.33,110.7,16.79,117.0,,,,,,
77.0,17.38,112.5,17.15,117.0,,,,,,
78.0,17.42,114.3,17.52,116.0,,,,,,
79.0,17.47,115.9,17.84,115.0,,,,,,
80.0,17.54,117.2,18.04,121.0,,,,,,
81.0,17.6,118.4,18.24,123.0,,,,,,
82.0,17.67,119.6,18.44,122.0,,,,,,
83.0,17.73,121.8,18.7,119.0,,,,,,
84.0,17.79,124.3,18.99,114.0,,,,,,
85.0,17.85,126.9,19.27,114.0,,,,,,
86.0,17.91,129.6,19.56,117.0,,,,,,
87.0,17.97,132.7,19.84,115.0,,,,,,
88.0,18.03,135.9,20.13,113.0,,,,,,
89.0,18.09,139.1,20.41,115.0,,,,,,
90.0,18.16,143.0,20.78,112.5,,,,,,
91.0,18.22,147.1,21.2,110.0,,,,,,
92.0,18.28,151.3,21.61,114.0,,,,,,
93.0,18.33,155.3,21.94,114.0,,,,,,
94.0,18.36,159.0,22.2,116.0,,,,,,
95.0,18.4,162.7,22.45,115.0,,,,,,
96.0,18.42,166.0,22.74,111.0,,,,,,
97.0,18.4,168.3,23.11,109.0,,,,,,
98.0,18.39,170.5,23.48,108.0,,,,,,
99.0,18.34,173.5,23.89,110.0,,,,,,
