BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
8.0,14.9,125.0,125.0,10.0,10.0,,,2.0
16.1,14.5,76.0,100.5,12.0,11.0,,,6.0
18.5,16.1,71.0,90.7,13.0,11.7,,,9.0
17.4,16.1,102.0,93.5,18.0,13.2,,,13.0
18.3,17.3,86.0,92.0,16.0,13.8,,,16.0
17.6,17.8,94.0,92.3,17.0,14.3,,,20.0
17.2,17.8,68.0,88.9,12.0,14.0,,,23.0
19.2,17.8,78.0,87.5,15.0,14.1,,,26.0
17.6,17.9,110.0,90.0,19.0,14.7,,,29.0
16.9,17.5,68.0,87.8,11.0,14.3,,,33.0
17.0,17.3,78.0,86.9,13.0,14.2,,,37.0
16.5,17.2,68.0,85.3,11.0,13.9,,,40.0
16.3,16.8,76.0,84.6,12.0,13.8,,,44.0
18.1,16.8,75.0,83.9,14.0,13.8,,,47.0
17.6,17.1,77.0,83.5,14.0,13.8,,,51.0
16.1,16.8,71.0,82.7,11.0,13.6,,,55.0
17.0,17.0,80.0,82.5,14.0,13.6,,,58.0
15.6,16.9,105.0,83.8,16.0,13.8,,,62.0
16.5,16.6,95.0,84.4,16.0,13.9,,,65.0
16.3,16.3,85.0,84.4,14.0,13.9,,,69.0
17.6,16.6,80.0,84.2,14.0,13.9,,,73.0
18.1,16.8,83.0,84.1,15.0,14.0,,,76.0
19.5,17.4,83.0,84.1,16.0,14.0,,,79.0
18.5,18.1,86.0,84.2,16.0,14.1,,,82.0
16.9,18.1,78.0,83.9,13.0,14.1,,,86.0
16.7,17.8,85.0,84.0,14.0,14.1,,,89.0
18.5,18.0,85.0,84.0,16.0,14.1,,,92.0
19.2,18.0,73.0,83.6,14.0,14.1,,,96.0
20.3,18.2,68.0,83.1,14.0,14.1,,,99.0
21.4,19.3,76.0,82.8,16.0,14.2,,,101.0
21.1,20.2,81.0,82.8,17.0,14.3,,,104.0
19.0,20.2,73.0,82.5,14.0,14.3,,,107.0
18.8,20.1,90.0,82.7,17.0,14.4,,,110.0
16.0,19.6,121.0,83.8,19.0,14.5,,,121.0
13.2,17.9,280.0,89.4,37.0,15.1,,,127.0
7.8,16.0,563.0,102.6,44.0,15.9,,,135.0
10.1,13.1,226.0,105.9,23.0,16.1,,,139.0
20.0,13.1,251.0,109.7,50.0,17.0,,,142.0
16.7,13.3,239.0,113.1,40.0,17.6,,,146.0
12.2,13.0,337.0,118.6,41.0,18.2,,,151.0
10.4,13.1,413.0,125.8,43.0,18.8,,,151.0
10.7,13.2,463.0,133.9,50.0,19.5,,,157.0
8.5,11.1,439.0,141.0,37.0,20.0,,,164.0
16.9,11.1,271.0,143.9,46.0,20.5,,,168.0
13.6,11.6,392.0,149.4,53.0,21.3,,,172.0
15.8,13.4,399.0,154.8,63.0,22.2,,,176.0
12.9,14.1,497.0,162.1,64.0,23.1,,,180.0
14.0,14.5,445.0,168.0,62.0,23.9,,,185.0
17.2,14.5,353.0,171.8,61.0,24.6,,,188.0
12.9,14.2,714.0,182.6,92.0,26.0,,,193.0
13.8,13.6,314.0,185.2,43.0,26.3,,,197.0
24.2,15.0,288.0,187.2,70.0,27.2,,,200.0
23.8,18.3,340.0,190.1,81.0,28.2,,,202.0
21.4,19.7,357.0,193.2,77.0,29.1,,,205.0
23.1,22.8,343.0,195.9,79.0,30.0,,,208.0
21.7,22.9,370.0,199.0,80.0,30.9,,,210.0
20.3,22.1,356.0,201.8,72.0,31.6,,,213.0
23.8,22.1,340.0,204.1,81.0,32.4,,,216.0
23.4,22.8,334.0,206.3,78.0,33.2,,,219.0
20.0,21.8,330.0,208.4,66.0,33.8,,,222.0
22.7,22.1,334.0,210.5,76.0,34.5,,,224.0
24.6,23.3,350.0,212.7,86.0,35.3,,,226.0
17.2,22.1,672.0,220.0,116.0,36.6,,,230.0
16.3,20.0,313.0,221.5,51.0,36.8,,,234.0
23.4,21.1,381.0,223.9,89.0,37.6,,,236.0
23.8,21.5,328.0,225.5,78.0,38.2,,,239.0
22.4,21.0,266.0,226.1,60.0,38.5,,,241.0
26.3,23.2,354.0,228.0,93.0,39.3,,,244.0
23.4,23.6,304.0,229.1,71.0,39.8,,,246.0
24.2,23.8,438.0,232.1,106.0,40.7,,,249.0
23.1,23.6,385.0,234.2,89.0,41.4,,,251.0
27.3,24.6,327.0,235.5,89.0,42.1,,,254.0
23.4,23.7,403.0,237.8,94.0,42.8,,,256.0
24.2,23.9,343.0,239.2,83.0,43.3,,,259.0
23.1,23.6,367.0,240.9,85.0,43.9,,,261.0
23.4,23.7,347.0,242.3,81.0,44.4,,,264.0
24.2,23.7,340.0,243.6,82.0,44.9,,,266.0
17.2,23.6,495.0,246.8,85.0,45.4,,,270.0
21.4,22.6,334.0,247.9,72.0,45.7,,,273.0
22.4,22.4,397.0,249.8,89.0,46.3,,,275.0
25.9,22.7,407.0,251.7,105.0,47.0,,,278.0
26.8,23.2,336.0,252.7,90.0,47.5,,,280.0
27.8,25.0,320.0,253.6,89.0,48.0,,,282.0
25.4,26.0,373.0,255.0,95.0,48.6,,,284.0
26.3,26.3,328.0,255.8,86.0,49.0,,,287.0
27.3,26.8,342.0,256.8,93.0,49.5,,,289.0
27.8,27.1,340.0,257.8,94.0,50.0,,,291.0
25.0,26.3,372.0,259.1,93.0,50.5,,,293.0
26.8,26.8,312.0,259.7,84.0,50.9,,,296.0
17.9,26.4,635.0,263.9,113.0,51.6,,,299.0
16.1,23.2,359.0,266.5,58.0,52.1,,,303.0
24.2,22.4,378.0,267.7,91.0,52.5,,,305.0
26.3,22.8,333.0,270.5,88.0,53.4,,,308.0
23.8,22.0,330.0,273.4,79.0,54.1,,,310.0
28.8,24.8,377.0,274.5,109.0,54.7,,,312.0
27.3,25.9,384.0,277.5,105.0,55.7,,,314.0
29.4,27.5,325.0,280.1,96.0,56.5,,,316.0
22.4,26.6,338.0,280.8,76.0,56.7,,,319.0
83.3,28.5,74.0,280.5,62.0,57.2,,,320.0
22.1,26.4,330.0,281.1,73.0,57.4,,,322.0
28.3,26.7,393.0,284.5,111.0,58.4,,,324.0
26.8,25.8,327.0,287.2,88.0,59.2,,,327.0
27.8,27.6,284.0,287.1,79.0,59.4,,,329.0
23.4,26.0,396.0,290.2,93.0,60.2,,,331.0
27.8,27.4,412.0,293.8,114.0,61.3,,,334.0
30.6,27.4,334.0,294.2,102.0,61.7,,,335.0
29.4,28.3,332.0,296.8,98.0,62.6,,,338.0
30.0,29.1,390.0,297.8,117.0,63.2,,,340.0
19.7,29.1,340.0,300.6,67.0,63.7,,,343.0
25.9,28.4,374.0,303.7,97.0,64.6,,,345.0
25.4,26.9,316.0,306.2,80.0,65.3,,,348.0
23.8,25.0,313.0,306.2,75.0,65.4,,,350.0
25.4,24.9,326.0,308.8,83.0,66.1,,,352.0
25.4,25.4,335.0,311.5,85.0,66.8,,,355.0
25.9,25.4,357.0,311.9,92.0,67.1,,,357.0
27.3,25.6,318.0,314.3,87.0,67.8,,,359.0
25.9,25.7,312.0,314.3,81.0,68.0,,,361.0
27.3,26.3,278.0,316.0,76.0,68.6,,,364.0
25.4,26.3,331.0,318.4,84.0,69.2,,,366.0
23.1,26.2,346.0,318.7,80.0,69.4,,,369.0
23.8,25.0,373.0,321.5,89.0,70.1,,,371.0
25.4,24.9,352.0,324.2,89.0,70.8,,,373.0
23.8,24.3,296.0,326.3,70.0,71.4,,,376.0
23.1,23.6,328.0,326.3,76.0,71.4,,,379.0
25.9,24.3,285.0,328.3,74.0,72.0,,,381.0
21.4,24.1,329.0,330.7,71.0,72.5,,,384.0
21.1,22.8,372.0,333.6,79.0,73.2,,,387.0
20.5,21.9,307.0,335.8,63.0,73.7,,,390.0
21.7,21.4,301.0,335.4,65.0,73.6,,,392.0
22.4,21.4,299.0,337.5,67.0,74.1,,,395.0
25.4,21.8,290.0,339.6,74.0,74.7,,,398.0
24.6,22.9,274.0,341.6,67.0,75.2,,,400.0
23.8,23.6,304.0,343.8,72.0,75.7,,,402.0
23.1,23.8,325.0,346.2,75.0,76.3,,,405.0
14.3,23.8,604.0,351.3,86.0,77.0,,,410.0
14.2,20.4,287.0,353.3,41.0,77.2,,,413.0
26.8,20.4,274.0,352.5,73.0,77.2,,,416.0
24.2,20.5,253.0,351.6,61.0,77.0,,,418.0
26.3,21.6,279.0,350.9,73.0,77.0,,,420.0
26.8,25.8,259.0,352.2,69.0,77.5,,,423.0
27.3,26.6,306.0,351.7,83.0,77.5,,,425.0
26.3,26.5,369.0,351.9,97.0,77.7,,,427.0
17.2,26.5,289.0,352.0,50.0,77.8,,,431.0
25.0,26.0,289.0,351.4,72.0,77.8,,,433.0
25.4,25.6,251.0,348.5,64.0,77.9,,,435.0
24.6,25.0,274.0,347.9,67.0,77.8,,,438.0
22.7,24.1,268.0,348.2,61.0,78.2,,,440.0
25.0,24.9,257.0,348.3,64.0,78.3,,,443.0
23.1,24.2,271.0,347.6,63.0,78.2,,,445.0
25.0,24.2,237.0,347.6,59.0,78.3,,,448.0
21.7,23.6,231.0,346.6,50.0,78.4,,,451.0
26.8,24.4,250.0,345.2,67.0,78.6,,,453.0
24.2,24.1,246.0,344.3,60.0,78.5,,,455.0
25.9,25.0,320.0,343.0,83.0,78.8,,,457.0
27.3,25.6,266.0,342.3,73.0,78.7,,,460.0
27.8,26.6,317.0,342.1,88.0,78.8,,,462.0
27.3,26.8,343.0,342.1,94.0,78.9,,,464.0
25.9,26.8,256.0,340.5,66.0,79.2,,,467.0
25.9,26.8,336.0,341.1,87.0,79.5,,,469.0
27.3,26.8,293.0,340.7,80.0,79.5,,,471.0
27.3,26.8,344.0,340.2,94.0,79.9,,,473.0
27.8,26.8,351.0,340.3,98.0,80.1,,,475.0
26.8,27.1,287.0,339.4,77.0,80.2,,,478.0
18.1,27.1,542.0,339.8,98.0,80.5,,,481.0
18.8,24.3,306.0,339.5,57.0,80.3,,,484.0
29.4,24.4,279.0,338.1,82.0,80.4,,,486.0
29.4,25.0,292.0,337.7,86.0,80.5,,,488.0
28.3,25.5,325.0,337.5,92.0,80.7,,,490.0
26.8,28.2,298.0,337.1,80.0,80.7,,,493.0
25.0,28.2,364.0,334.2,91.0,80.7,,,495.0
25.0,26.7,337.0,334.2,84.0,80.8,,,497.0
25.9,25.9,321.0,334.3,83.0,81.1,,,500.0
26.3,25.7,320.0,334.6,84.0,81.2,,,502.0
17.2,25.3,685.0,337.2,118.0,81.5,,,507.0
15.2,22.7,324.0,337.1,49.0,81.3,,,509.0
