Time,BR,VT,VE,HR,External Heart Rate,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,VE 15 sec sum
0.0,,,,104.0,,,,,,
1.0,,,,105.0,,,,,,
2.0,,,,104.0,,,,,,
3.0,20.87,66.24,14.07,103.0,,,,,,
4.0,20.88,66.31,14.06,102.0,,,,,,
5.0,20.88,66.38,14.05,101.0,,,,,,
6.0,20.89,66.46,14.04,101.0,,,,,,
7.0,20.89,66.54,14.02,101.0,,,,,,
8.0,20.9,66.62,14.01,104.0,,,,,,
9.0,20.91,66.7,14.0,104.0,,,,,,
10.0,20.91,66.78,13.99,104.0,,,,,,
11.0,20.92,66.85,13.98,104.0,,,,,,
12.0,20.93,66.93,13.96,98.0,,,,,,
13.0,20.93,67.0,13.95,101.0,,,,,,
14.0,20.94,67.08,13.94,99.0,,,,,,
15.0,20.94,67.15,13.93,101.0,,,,,,
16.0,20.95,67.22,13.92,105.0,,,,,,
17.0,20.96,67.29,13.91,107.0,,,,,,
18.0,20.96,67.35,13.9,107.0,,,,,,
19.0,20.97,67.42,13.89,105.0,,,,,,
20.0,20.97,67.48,13.88,103.0,,,,,,
21.0,20.98,67.56,13.87,102.0,,,,,,
22.0,20.98,67.63,13.85,99.0,,,,,,
23.0,20.99,67.7,13.84,102.0,,,,,,
24.0,21.0,67.77,13.83,102.0,,,,,,
25.0,21.01,67.85,13.82,105.0,,,,,,
26.0,21.03,67.92,13.81,103.0,,,,,,
27.0,21.04,67.99,13.8,102.0,,,,,,
28.0,21.05,68.06,13.79,101.0,,,,,,
29.0,21.06,68.14,13.78,100.0,,,,,,
30.0,21.07,68.21,13.76,99.0,,,,,,
31.0,21.08,68.28,13.75,99.0,,,,,,
32.0,21.07,68.35,13.74,96.0,,,,,,
33.0,21.05,68.43,13.73,97.0,,,,,,
34.0,21.03,68.5,13.72,100.0,,,,,,
35.0,20.98,68.57,13.71,102.0,,,,,,
36.0,20.9,68.66,13.69,102.0,,,,,,
37.0,20.83,68.74,13.68,103.0,,,,,,
