BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
20.3,20.9,66.0,66.0,13.0,13.0,,,2.0
22.1,20.9,71.0,68.5,16.0,14.5,,,5.0
20.5,20.6,71.0,69.3,15.0,14.7,,,8.0
22.4,21.2,63.0,67.8,14.0,14.5,,,11.0
21.7,21.4,68.0,67.8,15.0,14.6,,,14.0
21.1,21.6,78.0,69.5,16.0,14.8,,,16.0
17.9,21.1,78.0,70.7,14.0,14.7,,,20.0
19.7,20.9,73.0,71.0,14.0,14.6,,,23.0
20.5,20.5,63.0,70.1,13.0,14.4,,,26.0
20.3,20.2,63.0,69.4,13.0,14.3,,,29.0
22.1,20.2,61.0,68.6,13.0,14.2,,,31.0
20.8,20.6,58.0,67.8,12.0,14.0,,,34.0
22.4,21.1,58.0,67.0,13.0,13.9,,,37.0
23.1,21.8,56.0,66.2,13.0,13.9,,,40.0
20.5,21.8,61.0,65.9,13.0,13.8,,,43.0
20.8,21.4,58.0,65.4,12.0,13.7,,,45.0
21.4,21.5,53.0,64.6,11.0,13.5,,,48.0
19.5,20.9,61.0,64.4,12.0,13.4,,,51.0
15.2,20.3,123.0,67.5,19.0,13.7,,,56.0
15.2,18.5,63.0,67.3,10.0,13.6,,,59.0
19.5,18.0,58.0,66.9,11.0,13.4,,,62.0
21.7,18.0,61.0,66.6,13.0,13.4,,,65.0
18.5,17.7,81.0,67.2,15.0,13.5,,,68.0
13.9,17.7,107.0,68.9,15.0,13.5,,,72.0
17.0,18.3,83.0,69.4,14.0,13.6,,,76.0
21.7,19.1,85.0,70.0,18.0,13.7,,,79.0
17.6,17.7,98.0,71.1,17.0,13.9,,,82.0
19.7,18.1,53.0,70.4,10.0,13.7,,,85.0
22.4,19.7,53.0,69.8,12.0,13.7,,,88.0
22.7,21.3,53.0,69.3,12.0,13.6,,,91.0
22.4,21.5,56.0,68.8,13.0,13.6,,,93.0
23.1,22.5,61.0,68.6,14.0,13.6,,,96.0
23.1,22.7,58.0,68.3,13.0,13.6,,,98.0
22.1,22.7,61.0,68.1,13.0,13.6,,,101.0
28.3,22.8,46.0,67.4,13.0,13.5,,,103.0
34.1,24.8,81.0,67.8,28.0,13.9,,,105.0
21.1,24.5,63.0,67.7,13.0,13.9,,,108.0
20.3,23.8,58.0,67.4,12.0,13.9,,,111.0
25.9,25.1,97.0,68.2,25.0,14.2,,,118.0
19.7,22.4,83.0,68.6,16.0,14.2,,,121.0
22.4,21.3,135.0,70.2,30.0,14.6,,,124.0
21.4,21.4,110.0,71.1,24.0,14.8,,,127.0
25.0,22.9,126.0,72.4,31.0,15.2,,,129.0
23.1,22.3,118.0,73.4,27.0,15.5,,,132.0
22.4,22.6,151.0,75.2,34.0,15.9,,,134.0
23.4,23.0,208.0,78.0,49.0,16.6,,,137.0
20.3,23.0,204.0,80.7,41.0,17.1,,,140.0
