BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
7.3,14.5,216.0,216.0,16.0,16.0,,,6.0
9.7,13.3,183.0,199.5,18.0,17.0,,,11.0
8.0,10.2,267.0,222.0,21.0,18.3,,,19.0
11.2,9.6,212.0,219.5,24.0,19.8,,,24.0
8.1,8.6,248.0,225.2,20.0,19.8,,,31.0
8.7,8.8,288.0,235.7,25.0,20.7,,,39.0
9.0,8.6,258.0,238.9,23.0,21.0,,,45.0
9.6,9.1,320.0,249.0,31.0,22.2,,,51.0
8.1,8.6,381.0,263.7,31.0,23.2,,,58.0
7.5,8.6,348.0,272.1,26.0,23.5,,,67.0
39.5,8.9,72.0,253.9,28.0,23.9,,,68.0
14.9,10.8,767.0,296.7,114.0,31.4,,,77.0
5.3,10.2,327.0,299.0,17.0,30.3,,,86.0
5.7,9.4,344.0,302.2,20.0,29.6,,,94.0
36.6,19.1,46.0,285.1,17.0,28.7,,,95.0
34.9,18.5,151.0,276.8,53.0,30.2,,,98.0
78.9,25.7,57.0,263.8,45.0,31.1,,,99.0
10.6,27.4,182.0,259.3,19.0,30.4,,,109.0
13.3,28.2,411.0,267.3,55.0,31.7,,,114.0
10.0,19.6,276.0,267.7,28.0,31.6,,,119.0
21.1,15.0,303.0,269.4,64.0,33.1,,,122.0
14.4,12.8,285.0,270.1,41.0,33.5,,,126.0
16.1,14.6,499.0,280.0,80.0,35.5,,,130.0
40.5,17.2,90.0,272.1,36.0,35.5,,,131.0
40.5,25.9,294.0,273.0,119.0,38.8,,,132.0
40.5,32.4,354.0,276.1,144.0,42.9,,,132.0
68.2,40.5,55.0,267.9,38.0,42.7,,,133.0
16.3,40.5,402.0,272.7,66.0,43.5,,,137.0
16.1,32.5,416.0,277.7,67.0,44.3,,,142.0
13.9,24.3,479.0,284.4,67.0,45.1,,,145.0
16.5,16.3,430.0,289.1,71.0,45.9,,,149.0
16.5,16.3,455.0,294.2,75.0,46.8,,,152.0
17.4,16.4,415.0,297.9,72.0,47.6,,,156.0
20.3,16.8,390.0,300.6,79.0,48.5,,,159.0
15.8,16.8,553.0,307.8,87.0,49.6,,,163.0
16.1,16.7,439.0,311.5,71.0,50.2,,,166.0
17.0,16.9,466.0,315.6,79.0,51.0,,,170.0
16.3,16.5,498.0,320.4,81.0,51.8,,,174.0
19.7,16.5,472.0,324.3,93.0,52.8,,,177.0
16.9,16.7,532.0,329.5,90.0,53.8,,,180.0
17.2,17.0,377.0,330.7,65.0,54.0,,,184.0
44.1,17.9,151.0,326.4,67.0,54.4,,,185.0
26.3,21.1,338.0,326.7,89.0,55.2,,,187.0
20.8,21.5,558.0,331.9,116.0,56.5,,,191.0
