BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
11.8,15.0,156.0,156.0,18.0,18.0,,,5.0
10.9,12.7,195.0,175.5,21.0,19.5,,,10.0
11.2,12.0,121.0,157.3,14.0,17.7,,,16.0
13.6,12.0,133.0,151.2,18.0,17.8,,,20.0
15.0,12.2,160.0,153.0,24.0,19.0,,,24.0
11.6,12.2,179.0,157.3,21.0,19.3,,,29.0
9.4,12.2,230.0,167.7,22.0,19.7,,,36.0
12.9,12.7,218.0,174.0,28.0,20.8,,,40.0
12.3,12.3,271.0,184.8,33.0,22.1,,,45.0
16.1,12.3,172.0,183.5,28.0,22.7,,,49.0
11.1,12.1,184.0,183.5,20.0,22.5,,,54.0
12.4,12.5,90.0,175.8,11.0,21.5,,,59.0
14.9,13.2,95.0,169.5,14.0,20.9,,,63.0
14.0,13.8,74.0,162.7,10.0,20.1,,,68.0
14.0,13.5,92.0,158.0,13.0,19.7,,,72.0
14.7,14.2,154.0,157.8,23.0,19.9,,,76.0
13.5,14.2,110.0,154.9,15.0,19.6,,,80.0
14.3,14.1,159.0,155.2,23.0,19.8,,,84.0
13.8,14.0,154.0,155.1,21.0,19.8,,,89.0
13.8,13.9,120.0,153.4,17.0,19.7,,,93.0
15.3,13.9,145.0,153.0,22.0,19.8,,,97.0
16.9,14.5,164.0,153.5,28.0,20.2,,,101.0
15.6,14.9,159.0,153.7,25.0,20.4,,,105.0
14.2,15.0,59.0,149.8,8.0,19.9,,,108.0
18.3,15.9,174.0,150.7,32.0,20.4,,,112.0
13.4,15.5,266.0,155.2,36.0,21.0,,,118.0
14.3,14.7,124.0,154.0,18.0,20.9,,,120.0
45.5,15.6,32.0,149.6,15.0,20.6,,,122.0
42.9,25.1,116.0,148.5,50.0,21.7,,,123.0
18.8,25.3,213.0,150.6,40.0,22.3,,,127.0
18.5,26.7,147.0,150.5,27.0,22.4,,,130.0
18.8,26.8,177.0,151.3,33.0,22.8,,,133.0
18.1,18.7,310.0,156.2,56.0,23.8,,,136.0
18.8,18.7,207.0,157.6,39.0,24.2,,,139.0
18.8,18.7,204.0,159.0,38.0,24.6,,,143.0
23.1,18.8,228.0,160.9,53.0,25.4,,,145.0
24.6,20.2,252.0,163.4,62.0,26.4,,,147.0
18.3,20.2,189.0,164.0,35.0,26.6,,,151.0
22.7,21.5,262.0,166.5,60.0,27.5,,,153.0
16.7,21.4,564.0,176.5,94.0,29.1,,,158.0
21.1,20.7,213.0,177.4,45.0,29.5,,,160.0
22.1,20.5,263.0,179.4,58.0,30.2,,,163.0
22.7,22.0,252.0,181.1,57.0,30.8,,,165.0
25.0,22.0,247.0,182.6,62.0,31.5,,,168.0
28.3,23.3,238.0,183.8,67.0,32.3,,,171.0
