Time,BR,VT,VE,HR,External Heart Rate,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,VE 15 sec sum
0.0,,,,,,,,,,
1.0,13.4,99.78,13.29,88.0,,,,,,
2.0,13.45,99.93,13.35,88.0,,,,,,
3.0,13.5,100.1,13.42,88.0,,,,,,
4.0,13.55,100.2,13.49,89.0,,,,,,
5.0,13.59,100.4,13.55,90.0,,,,,,
6.0,13.64,100.5,13.62,91.0,,,,,,
7.0,13.69,100.7,13.68,90.0,,,,,,
8.0,13.73,100.8,13.74,90.0,,,,,,
9.0,13.78,100.9,13.81,90.0,,,,,,
10.0,13.82,101.1,13.87,91.0,,,,,,
11.0,13.87,101.2,13.93,91.0,,,,,,
12.0,13.91,101.4,13.99,91.0,,,,,,
13.0,13.95,101.5,14.05,91.0,,,,,,
14.0,14.0,101.6,14.11,91.0,,,,,,
15.0,14.04,101.8,14.17,91.0,,,,,,
16.0,14.09,101.9,14.24,90.0,,,,,,
17.0,14.13,102.1,14.3,89.0,,,,,,
18.0,14.18,102.2,14.37,89.0,,,,,,
19.0,14.23,102.3,14.43,90.0,,,,,,
20.0,14.27,102.5,14.5,90.0,,,,,,
21.0,14.32,102.6,14.56,90.0,,,,,,
22.0,14.37,102.8,14.63,90.0,,,,,,
23.0,14.41,102.9,14.69,90.0,,,,,,
24.0,14.46,103.1,14.76,88.0,,,,,,
25.0,14.51,103.2,14.82,88.0,,,,,,
26.0,14.55,103.4,14.88,88.0,,,,,,
27.0,14.6,103.5,14.95,89.0,,,,,,
28.0,14.65,103.6,15.02,90.0,,,,,,
29.0,14.69,103.8,15.08,92.0,,,,,,
30.0,14.74,103.9,15.15,92.0,,,,,,
31.0,14.79,104.1,15.22,92.0,,,,,,
32.0,14.83,104.3,15.29,92.0,,,,,,
33.0,14.85,104.4,15.37,92.0,,,,,,
34.0,14.88,104.6,15.44,92.0,,,,,,
35.0,14.9,104.8,15.52,90.0,,,,,,
36.0,14.91,105.0,15.6,91.0,,,,,,
37.0,14.9,105.1,15.69,91.0,,,,,,
38.0,14.9,105.3,15.77,90.0,,,,,,
39.0,14.91,105.5,15.86,91.0,,,,,,
40.0,14.93,105.7,15.94,91.0,,,,,,
41.0,14.95,105.9,16.02,91.0,,,,,,
42.0,14.97,106.1,16.1,92.0,,,,,,
43.0,15.02,106.3,16.19,92.0,,,,,,
44.0,15.07,106.5,16.27,93.0,,,,,,
45.0,15.12,106.7,16.36,93.0,,,,,,
46.0,15.18,106.8,16.43,93.0,,,,,,
47.0,15.24,107.0,16.5,93.0,,,,,,
48.0,15.3,107.1,16.57,92.0,,,,,,
49.0,15.37,107.3,16.64,91.0,,,,,,
50.0,15.42,107.4,16.7,92.0,,,,,,
51.0,15.48,107.6,16.76,93.0,,,,,,
52.0,15.54,107.7,16.82,93.0,,,,,,
53.0,15.59,107.8,16.89,92.0,,,,,,
54.0,15.65,108.0,16.95,93.0,,,,,,
55.0,15.7,108.1,17.01,93.0,,,,,,
56.0,15.74,108.2,17.07,93.0,,,,,,
57.0,15.79,108.4,17.14,94.0,,,,,,
58.0,15.84,108.5,17.2,95.0,,,,,,
59.0,15.88,108.4,17.21,96.0,,,,,,
60.0,15.92,108.1,17.19,96.0,,,,,,
61.0,15.96,107.8,17.16,96.0,,,,,,
62.0,16.0,107.5,17.14,95.0,,,,,,
63.0,16.02,107.9,17.37,94.5,,,,,,
64.0,16.02,108.5,17.68,94.0,,,,,,
65.0,16.03,109.1,17.98,94.0,,,,,,
66.0,16.03,109.7,18.28,94.0,,,,,,
67.0,16.02,110.2,18.57,94.0,,,,,,
68.0,16.01,110.8,18.87,93.0,,,,,,
