BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
15.8,13.6,118.0,118.0,19.0,19.0,,,1.0
14.9,15.1,123.0,120.5,18.0,18.5,,,5.0
13.0,14.2,116.0,119.0,15.0,17.3,,,9.0
13.2,14.2,111.0,117.0,15.0,16.8,,,14.0
13.0,13.7,108.0,115.2,14.0,16.2,,,19.0
15.0,13.7,40.0,102.7,6.0,14.5,,,23.0
12.9,13.1,106.0,103.1,14.0,14.4,,,27.0
14.7,13.6,119.0,105.1,18.0,14.9,,,31.0
15.6,14.2,113.0,106.0,18.0,15.2,,,35.0
17.4,15.1,99.0,105.3,17.0,15.4,,,38.0
18.3,15.9,99.0,104.7,18.0,15.6,,,42.0
17.4,16.8,99.0,104.2,17.0,15.8,,,45.0
15.2,16.8,109.0,104.6,17.0,15.8,,,49.0
13.9,16.7,111.0,105.1,15.0,15.8,,,54.0
12.2,15.5,109.0,105.3,13.0,15.6,,,58.0
16.0,15.0,104.0,105.2,17.0,15.7,,,62.0
17.6,15.0,104.0,105.2,18.0,15.8,,,66.0
16.0,15.3,99.0,104.8,16.0,15.8,,,70.0
19.2,16.5,99.0,104.5,19.0,16.0,,,72.0
19.5,17.6,87.0,103.6,17.0,16.0,,,76.0
12.0,17.6,116.0,104.2,14.0,16.0,,,81.0
13.6,16.3,117.0,104.8,16.0,16.0,,,85.0
14.7,15.9,141.0,106.4,21.0,16.2,,,89.0
15.3,14.5,111.0,106.6,17.0,16.2,,,93.0
15.2,14.5,92.0,106.0,14.0,16.1,,,97.0
14.2,14.7,109.0,106.1,15.0,16.1,,,101.0
15.0,15.0,89.0,105.5,13.0,16.0,,,105.0
16.5,15.2,104.0,105.4,17.0,16.0,,,109.0
16.9,15.5,114.0,105.7,19.0,16.1,,,113.0
26.8,16.1,201.0,108.9,54.0,17.4,,,119.0
16.0,16.4,73.0,107.7,12.0,17.2,,,123.0
26.8,20.0,186.0,110.2,50.0,18.2,,,125.0
27.3,23.5,180.0,112.3,49.0,19.2,,,128.0
19.7,24.4,192.0,114.6,38.0,19.7,,,130.0
13.9,20.8,185.0,116.7,26.0,19.9,,,135.0
19.5,22.0,292.0,121.5,57.0,20.9,,,138.0
23.1,20.8,228.0,124.4,53.0,21.8,,,140.0
20.0,19.7,271.0,128.3,54.0,22.6,,,143.0
20.8,20.1,258.0,131.6,54.0,23.4,,,146.0
21.7,20.9,248.0,134.5,54.0,24.2,,,149.0
28.8,21.9,234.0,136.9,68.0,25.3,,,151.0
26.3,23.0,151.0,137.3,40.0,25.6,,,153.0
27.8,25.3,180.0,138.3,50.0,26.2,,,156.0
19.7,25.3,360.0,143.3,71.0,27.2,,,159.0
14.2,24.6,302.0,146.8,43.0,27.6,,,163.0
24.6,23.5,276.0,149.6,68.0,28.4,,,165.0
27.8,24.0,294.0,152.7,82.0,29.6,,,168.0
28.3,24.0,283.0,155.4,80.0,30.6,,,169.0
17.4,23.3,614.0,164.8,107.0,32.2,,,174.0
12.2,23.3,274.0,167.0,33.0,32.2,,,178.0
26.8,24.0,261.0,168.8,70.0,32.9,,,180.0
28.8,24.2,312.0,171.6,90.0,34.0,,,182.0
31.3,24.4,233.0,172.7,73.0,34.8,,,184.0
28.8,28.2,265.0,174.4,76.0,35.5,,,186.0
27.8,28.5,272.0,176.2,76.0,36.3,,,188.0
26.8,28.5,259.0,177.7,69.0,36.9,,,191.0
27.8,28.1,304.0,179.9,84.0,37.7,,,193.0
25.9,27.4,320.0,182.3,83.0,38.5,,,195.0
23.1,26.8,320.0,184.6,74.0,39.1,,,198.0
18.3,25.2,308.0,186.7,56.0,39.4,,,201.0
14.2,22.4,444.0,190.9,63.0,39.7,,,205.0
14.3,18.6,290.0,192.5,41.0,39.8,,,209.0
17.2,16.6,385.0,195.6,66.0,40.2,,,213.0
26.3,16.6,326.0,197.6,86.0,40.9,,,215.0
25.9,19.1,337.0,199.8,87.0,41.6,,,217.0
26.3,23.1,357.0,202.1,94.0,42.4,,,220.0
21.1,24.4,626.0,208.5,132.0,43.7,,,223.0
19.2,24.4,321.0,210.1,62.0,44.0,,,226.0
27.3,24.4,326.0,211.8,89.0,44.7,,,228.0
25.9,24.4,294.0,213.0,76.0,45.1,,,230.0
21.1,22.7,313.0,214.4,66.0,45.4,,,233.0
17.9,22.1,327.0,215.9,58.0,45.6,,,236.0
25.9,24.3,386.0,218.3,100.0,46.3,,,239.0
25.0,24.0,374.0,220.4,93.0,46.9,,,241.0
26.3,24.0,327.0,221.8,86.0,47.5,,,243.0
29.4,25.7,320.0,223.1,94.0,48.1,,,245.0
30.0,27.2,288.0,223.9,86.0,48.6,,,248.0
25.9,27.2,348.0,225.5,90.0,49.1,,,250.0
30.0,28.6,287.0,226.3,86.0,49.6,,,252.0
27.8,29.1,326.0,227.6,91.0,50.1,,,254.0
25.9,27.9,333.0,228.9,86.0,50.5,,,256.0
19.7,26.5,279.0,229.5,55.0,50.6,,,259.0
30.0,27.9,397.0,231.5,119.0,51.4,,,261.0
28.8,27.5,347.0,232.9,100.0,52.0,,,263.0
27.8,27.5,376.0,234.5,104.0,52.6,,,266.0
21.7,26.1,403.0,236.5,88.0,53.0,,,268.0
20.3,26.1,659.0,241.4,134.0,53.9,,,271.0
21.1,23.5,291.0,241.9,61.0,54.0,,,274.0
21.4,21.4,340.0,243.0,73.0,54.2,,,277.0
30.0,21.4,332.0,244.0,100.0,54.7,,,279.0
30.0,24.2,346.0,245.1,104.0,55.3,,,281.0
28.3,26.6,323.0,246.0,91.0,55.7,,,283.0
24.6,27.6,343.0,247.0,84.0,56.0,,,286.0
24.6,27.6,338.0,248.0,83.0,56.3,,,288.0
28.3,27.1,325.0,248.8,92.0,56.6,,,290.0
30.0,27.1,310.0,249.4,93.0,57.0,,,292.0
20.3,25.8,582.0,252.9,118.0,57.6,,,295.0
14.0,24.4,326.0,253.6,46.0,57.5,,,299.0
26.8,25.1,371.0,256.2,99.0,58.3,,,302.0
26.8,24.6,348.0,257.1,93.0,58.7,,,304.0
28.8,24.6,324.0,259.2,93.0,59.5,,,306.0
27.3,26.9,327.0,259.8,89.0,59.8,,,308.0
25.9,26.9,298.0,261.6,77.0,60.4,,,310.0
16.0,26.6,343.0,262.5,55.0,60.3,,,314.0
28.3,27.1,373.0,265.0,106.0,61.2,,,316.0
26.8,26.6,343.0,265.8,92.0,61.5,,,318.0
28.8,27.0,313.0,267.8,90.0,62.3,,,321.0
28.3,27.8,379.0,268.9,107.0,62.7,,,323.0
31.9,28.5,282.0,271.3,90.0,63.5,,,325.0
31.3,29.5,303.0,271.6,95.0,63.8,,,326.0
31.3,30.4,327.0,273.7,102.0,64.7,,,328.0
28.8,30.4,357.0,274.5,103.0,65.0,,,330.0
26.3,30.4,324.0,276.4,85.0,65.7,,,333.0
27.8,29.3,358.0,277.2,99.0,66.0,,,335.0
25.0,27.6,267.0,278.7,67.0,66.4,,,337.0
28.8,27.6,284.0,280.4,82.0,67.1,,,340.0
30.0,27.6,282.0,280.4,85.0,67.2,,,341.0
28.8,28.5,337.0,282.6,97.0,68.0,,,344.0
29.4,29.0,321.0,284.7,94.0,68.7,,,346.0
27.3,29.0,374.0,285.5,102.0,69.0,,,348.0
27.3,28.5,323.0,287.5,88.0,69.6,,,350.0
30.6,28.5,357.0,288.2,109.0,70.0,,,352.0
28.3,28.3,298.0,289.9,84.0,70.6,,,354.0
26.3,27.6,410.0,291.0,108.0,71.0,,,356.0
21.1,27.3,254.0,292.3,54.0,71.4,,,359.0
18.1,25.2,300.0,294.1,54.0,71.7,,,363.0
24.6,24.0,305.0,294.2,75.0,71.7,,,365.0
