t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VEVO2,VEVCO2,VO2/kg,METS,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Power,PWR,RPM,Phase,Amb. Temp.,RH Amb,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,Fat,CHO,PRO%,FAT%,CHO%,npRQ,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Distance,Phase time,VO2/kg%Pred,BR,VT/Ti,PaCO2_e,RealPower
31.0,22.73,1.24,28.182,306,832.4518602,871.6669378,1.05,214.7,47.1,31.9,30.5,13.33,3.8,17.31,3.8,16.14,4.97,20.92,0.06,124,27,115,35,0,,0,REST,18.2,48,649,761,6056,252.3,4.21,1,97.0,0,0,6056,0,0.0,100.0,1.05,0,1.16,1.48,2.64,0.44,0.22,1.45,3,0,0,,31,84.0,1.07,37.43,0.0
37.0,21.05,0.593,12.484,436,220.8430056,227.2043845,1.03,111.3,13.4,49.9,48.5,3.54,1.0,18.77,2.26,18.0,3.12,20.92,0.06,134,16,129,22,0,,0,REST,18.2,48,649,761,1600,66.7,1.11,1,25.6,0,0,1600,0,0.0,100.0,1.03,0,1.75,1.1,2.85,0.61,0.25,1.096,6,0,0,,8,92.9,0.34,25.55,0.0
41.0,17.34,0.492,8.532,529,195.2000084,196.6234503,1.01,89.3,14.0,37.5,37.2,3.13,0.9,18.15,2.85,17.12,3.91,20.92,0.06,130,20,122,28,0,,0,REST,18.2,48,649,761,1408,58.7,0.98,1,22.5,0,0,1408,0,0.0,100.0,1.01,0,2.02,1.44,3.46,0.58,0.19,0.931,4,0,0,,7,95.2,0.24,30.62,0.0
49.0,28.04,0.381,10.682,204,296.6607663,265.1908738,0.89,67.2,11.7,29.4,32.9,4.75,1.4,17.64,3.07,16.26,4.42,20.92,0.07,126,22,116,32,0,,0,REST,18.2,47,649,761,2086,86.9,1.45,1,33.4,0,755,1331,0,36.2,63.8,0.89,0,0.85,1.29,2.14,0.4,0.17,1.029,8,0,0,,11,93.9,0.45,33.9,0.0
52.0,20.91,0.94,19.652,590,729.1862642,654.3805106,0.9,155.3,38.4,24.9,27.8,11.68,3.3,16.52,4.09,15.44,5.05,20.91,0.06,118,29,110,36,0,,0,REST,18.2,47,649,761,5132,213.8,3.56,2,82.2,0,1797,3335,0,35.0,65.0,0.9,0,1.45,1.42,2.87,0.51,0.16,1.293,3,0,0,,27,88.8,0.65,37.95,0.0
55.0,22.99,0.763,17.54,650,579.3503783,516.1898722,0.89,129.7,27.6,27.5,30.9,9.28,2.7,17.0,3.62,15.7,4.86,20.9,0.06,121,26,112,35,0,,0,REST,18.2,47,649,761,4071,169.6,2.83,2,65.2,0,1515,2556,0,37.2,62.8,0.89,0,1.32,1.29,2.61,0.51,0.21,1.244,3,0,0,,21,90.0,0.58,36.73,0.0
58.0,20.07,0.998,20.027,790,658.9585972,602.645986,0.91,169.7,36.9,28.3,30.9,10.55,3.0,17.0,3.7,15.76,4.79,20.91,0.06,121,26,113,34,0,,0,REST,18.2,47,649,761,4655,194.0,3.23,2,74.5,0,1358,3298,0,29.2,70.8,0.91,0,1.44,1.55,2.99,0.48,0.2,1.302,3,0,0,,24,88.6,0.69,36.28,0.0
60.0,23.17,0.534,12.371,645,326.9677232,302.420968,0.92,94.6,16.1,32.9,35.5,5.24,1.5,17.72,3.01,16.6,4.07,20.86,0.06,126,22,119,29,0,,0,REST,18.2,47,650,761,2315,96.5,1.61,2,37.1,0,593,1722,0,25.6,74.4,0.92,0,1.18,1.41,2.59,0.46,0.19,1.092,2,0,0,,12,93.0,0.45,31.65,0.0
63.0,21.9,0.65,14.234,348,432.3083525,399.9974891,0.93,112.1,22.6,29.4,31.8,6.92,2.0,17.25,3.48,16.23,4.46,20.86,0.08,123,25,116,32,0,,0,REST,18.2,47,650,761,3061,127.6,2.13,2,49.0,0,781,2281,0,25.5,74.5,0.93,0,1.04,1.7,2.74,0.38,0.17,1.153,3,0,0,,16,91.9,0.62,34.16,0.0
66.0,17.96,0.579,10.401,774,277.493958,260.8646321,0.94,102.4,17.9,33.0,35.1,4.44,1.3,17.69,3.09,16.3,4.46,20.87,0.06,126,22,116,32,0,,0,REST,18.2,47,650,761,1972,82.2,1.37,2,31.6,0,403,1568,0,20.5,79.5,0.94,0,1.46,1.88,3.34,0.44,0.23,1.017,3,0,0,,10,94.1,0.4,34.16,0.0
69.0,23.26,1.037,24.116,581,781.2362314,736.4584387,0.94,176.2,38.9,28.8,30.5,12.51,3.6,16.99,3.75,15.98,4.75,20.86,0.06,121,27,114,34,0,,0,REST,18.2,47,650,761,5554,231.4,3.86,2,88.9,0,1086,4468,0,19.6,80.4,0.94,0,1.12,1.46,2.58,0.43,0.19,1.382,3,0,0,,29,86.3,0.93,36.02,0.0
71.0,25.21,0.612,15.429,750,387.0268794,367.7625467,0.95,109.3,18.0,35.3,37.2,6.2,1.8,17.86,2.94,16.67,4.11,20.86,0.06,128,21,119,29,0,,0,REST,18.2,47,650,761,2756,114.8,1.91,2,44.1,0,468,2288,0,17.0,83.0,0.95,0,1.17,1.21,2.38,0.49,0.23,1.188,2,0,0,,14,91.2,0.52,31.91,0.0
75.0,15.0,1.582,23.73,804,791.3184131,757.6290248,0.96,267.6,62.0,28.7,29.9,12.67,3.6,16.92,3.92,15.92,4.83,20.91,0.06,121,28,114,34,0,,0,REST,18.2,47,650,761,5644,235.2,3.92,3,90.4,0,820,4824,0,14.5,85.5,0.96,0,1.91,2.09,4.0,0.48,0.19,1.375,4,0,0,,29,86.5,0.83,36.53,0.0
79.0,16.85,1.342,22.618,1478,586.3939249,607.8980252,1.04,237.7,44.4,36.6,35.3,9.39,2.7,17.71,3.31,16.67,4.33,20.87,0.06,126,24,119,31,0,,0,REST,18.2,47,650,761,4256,177.3,2.96,3,68.2,0,0,4256,0,0.0,100.0,1.04,0,1.83,1.73,3.56,0.51,0.24,1.354,4,0,0,,22,87.2,0.73,33.32,0.0
83.0,14.29,0.861,12.3,763,313.8561863,324.8379797,1.03,153.2,28.0,36.0,34.8,5.03,1.4,17.79,3.25,16.53,4.44,20.9,0.06,127,23,118,32,0,,0,REST,18.2,47,650,761,2277,94.9,1.58,3,36.5,0,0,2277,0,0.0,100.0,1.03,0,1.52,2.68,4.2,0.36,0.24,1.09,4,0,0,,12,93.0,0.57,34.03,0.0
86.0,23.81,0.38,9.048,507,184.9673299,187.8088397,1.02,70.0,9.8,39.9,39.3,2.96,0.8,18.42,2.58,17.53,3.54,20.9,0.07,132,18,125,25,0,,0,REST,18.2,47,650,761,1336,55.7,0.93,3,21.4,0,0,1336,0,0.0,100.0,1.02,0,1.22,1.3,2.52,0.48,0.16,0.957,3,0,0,,7,94.9,0.31,28.25,0.0
88.0,23.08,0.236,5.446,392,57.1763647,59.8531359,1.05,46.3,3.3,67.0,64.0,0.92,0.3,19.62,1.4,18.38,2.54,20.9,0.07,140,10,131,18,0,,0,REST,18.2,47,649,761,416,17.3,0.29,3,6.7,0,0,416,0,0.0,100.0,1.05,0,1.0,1.6,2.6,0.38,0.25,0.736,2,0,0,,2,96.9,0.24,21.82,0.0
94.0,13.25,0.852,11.285,357,332.5971976,322.9767292,0.97,147.9,29.9,31.1,32.1,5.33,1.5,17.36,3.51,16.05,4.76,20.9,0.05,124,25,115,34,0,,0,REST,18.2,47,650,761,2379,99.1,1.65,3,38.1,0,235,2145,0,9.9,90.1,0.97,0,1.39,3.14,4.53,0.31,0.22,1.052,6,0,0,,12,93.6,0.61,36.09,0.0
100.0,21.98,0.407,8.945,139,254.6195148,233.7491382,0.92,71.3,13.1,29.1,31.7,4.08,1.2,17.52,3.22,16.08,4.55,20.9,0.06,125,23,115,32,0,,0,REST,18.2,47,649,761,1800,75.0,1.25,3,28.8,0,504,1297,0,28.0,72.0,0.92,0,0.85,1.88,2.73,0.31,0.17,0.952,6,0,0,,9,94.9,0.48,34.74,0.0
106.0,28.71,0.541,15.531,409,451.5280221,389.9869745,0.86,94.6,16.8,29.9,34.7,7.23,2.1,17.49,3.11,15.99,4.52,20.9,0.07,125,22,114,32,0,,0,REST,18.1,47,649,761,3154,131.4,2.19,3,50.5,0,1467,1687,0,46.5,53.5,0.86,0,1.0,1.09,2.09,0.48,0.23,1.191,6,0,0,,17,91.2,0.54,34.54,0.0
108.0,27.4,0.627,17.178,393,563.9235681,484.1347116,0.86,106.9,21.8,27.1,31.5,9.03,2.6,17.05,3.48,15.78,4.63,20.9,0.07,122,25,113,33,0,,0,REST,18.1,47,650,761,3934,163.9,2.73,4,63.0,0,1900,2034,0,48.3,51.7,0.86,0,0.96,1.23,2.19,0.44,0.18,1.235,2,0,0,,21,90.2,0.65,35.25,0.0
110.0,32.61,0.386,12.587,454,327.5127941,280.3019957,0.86,68.9,10.7,31.5,36.8,5.24,1.5,17.85,2.77,16.47,4.03,20.9,0.08,127,20,118,29,0,,0,REST,18.1,47,650,761,2283,95.1,1.59,4,36.6,0,1123,1160,0,49.2,50.8,0.86,0,0.95,0.89,1.84,0.52,0.19,1.1,2,0,0,,12,92.8,0.41,31.4,0.0
112.0,29.13,0.584,17.01,528,459.1208332,409.4083936,0.89,103.2,17.4,32.6,36.6,7.35,2.1,17.67,2.98,16.56,4.09,20.86,0.07,126,21,118,29,0,,0,REST,18.1,47,650,761,3227,134.5,2.24,4,51.7,0,1193,2034,0,37.0,63.0,0.89,0,0.87,1.19,2.06,0.42,0.21,1.231,2,0,0,,17,90.3,0.67,31.78,0.0
114.0,28.99,0.404,11.71,548,232.8724208,217.2004966,0.93,74.7,9.3,41.6,44.6,3.73,1.1,18.49,2.3,17.15,3.62,20.86,0.06,132,16,122,26,0,,0,REST,18.1,47,649,761,1652,68.8,1.15,4,26.5,0,379,1272,0,23.0,77.0,0.93,0,1.0,1.07,2.07,0.48,0.26,1.069,2,0,0,,9,93.3,0.4,28.76,0.0
117.0,21.58,0.94,20.288,599,607.3092851,543.6383784,0.9,163.1,31.2,30.9,34.5,9.72,2.8,17.35,3.32,15.81,4.75,20.89,0.08,124,24,113,34,0,,0,REST,18.1,47,649,761,4272,178.0,2.97,4,68.4,0,1529,2743,0,35.8,64.2,0.9,0,0.55,2.23,2.78,0.2,0.27,1.307,3,0,0,,23,88.5,1.71,36.02,0.0
119.0,26.91,0.752,20.233,574,576.5587888,527.4953932,0.91,131.2,24.3,31.8,34.8,9.23,2.6,17.45,3.23,16.32,4.32,20.83,0.08,125,23,117,31,0,,0,REST,18.1,47,650,761,4074,169.7,2.83,4,65.2,0,1183,2890,0,29.0,71.0,0.91,0,0.86,1.37,2.23,0.39,0.21,1.306,2,0,0,,21,88.5,0.87,33.26,0.0
121.0,26.91,0.585,15.74,455,432.0649226,404.9078602,0.94,102.7,18.6,32.1,34.2,6.92,2.0,17.56,3.18,16.39,4.23,20.83,0.07,125,23,117,30,105,1.68,12,WARMUP,18.1,47,650,761,3068,127.8,2.13,4,49.1,0,658,2410,0,21.5,78.5,0.94,0,0.98,1.25,2.23,0.44,0.19,1.197,2,0,0,,16,91.1,0.6,32.68,0.0
124.0,22.14,1.803,39.919,637,1519.8597636,1401.9047147,0.92,295.2,77.8,25.2,27.4,24.34,7.0,16.37,4.32,15.39,5.13,20.9,0.07,117,31,110,37,105,1.68,52,WARMUP,18.1,47,649,761,10756,448.2,7.47,4,172.2,0,2849,7907,0,26.5,73.5,0.92,0,0.88,1.83,2.71,0.32,0.16,1.601,3,0,0,,56,77.3,2.05,38.46,105.0
127.0,18.93,0.952,18.019,1160,543.2517441,520.4051708,0.96,164.2,33.9,30.7,32.1,8.7,2.5,17.25,3.56,16.28,4.55,20.86,0.07,123,25,116,32,105,1.68,70,WARMUP,18.1,47,650,761,3875,161.5,2.69,5,62.1,0,556,3319,0,14.4,85.6,0.96,0,1.4,1.77,3.17,0.44,0.19,1.256,3,0,0,,20,89.8,0.68,34.74,105.0
130.0,21.98,1.004,22.066,780,762.6947573,718.1606971,0.94,167.9,40.2,26.9,28.6,12.21,3.5,16.72,4.0,15.54,5.13,20.85,0.07,119,29,111,37,105,1.68,81,WARMUP,18.1,47,650,761,5421,225.9,3.76,5,86.8,0,1080,4341,0,19.9,80.1,0.94,0,1.05,1.68,2.73,0.38,0.19,1.344,3,0,0,,28,87.5,0.96,38.46,105.0
132.0,21.74,1.058,23.0,1076,829.9094169,758.216827,0.91,175.6,42.9,25.9,28.3,13.29,3.8,16.6,4.05,15.37,5.16,20.88,0.07,119,29,110,37,105,1.68,81,WARMUP,18.1,47,650,761,5862,244.2,4.07,5,93.9,0,1728,4134,0,29.5,70.5,0.91,0,1.05,1.71,2.76,0.38,0.18,1.362,2,0,0,,31,86.9,1.01,38.66,105.0
135.0,22.56,1.002,22.602,1044,826.7036604,738.922524,0.89,165.8,40.3,25.4,28.5,13.24,3.8,16.55,4.02,15.27,5.21,20.87,0.07,118,29,109,37,105,1.68,81,WARMUP,18.1,47,650,761,5813,242.2,4.04,5,93.1,0,2107,3707,0,36.2,63.8,0.89,0,1.02,1.64,2.66,0.38,0.19,1.354,3,0,0,,31,87.2,0.98,38.98,105.0
138.0,24.79,1.227,30.421,1182,1125.4386494,1003.8258029,0.89,202.2,49.8,25.5,28.6,18.02,5.1,16.48,4.06,15.16,5.21,20.85,0.07,118,29,108,37,105,1.68,81,WARMUP,18.1,47,650,761,7911,329.6,5.49,5,126.7,0,2917,4993,0,36.9,63.1,0.89,0,0.99,1.43,2.42,0.41,0.2,1.483,3,0,0,,42,82.7,1.24,38.98,105.0
140.0,24.29,1.133,27.522,1353,914.466976,848.0206464,0.93,189.6,43.9,28.2,30.4,14.64,4.2,16.73,3.87,15.45,5.05,20.69,0.15,119,28,110,36,105,1.68,82,WARMUP,18.1,47,650,761,6479,270.0,4.5,5,103.7,0,1607,4872,0,24.8,75.2,0.93,0,1.03,1.44,2.47,0.42,0.21,1.44,2,0,0,,34,84.4,1.1,37.95,105.0
143.0,21.05,1.45,30.526,1385,1078.3143245,995.3412339,0.92,240.1,58.6,26.9,29.2,17.27,4.9,16.56,4.04,15.18,5.18,20.76,0.1,118,29,108,37,105,1.68,81,WARMUP,18.1,47,650,761,7632,318.0,5.3,6,122.2,0,2004,5628,0,26.3,73.7,0.92,0,1.11,1.74,2.85,0.39,0.21,1.485,3,0,0,,40,82.7,1.31,38.78,105.0
146.0,19.29,1.101,21.241,1205,797.4347768,710.6981772,0.89,180.4,45.3,24.9,28.0,12.77,3.6,16.39,4.11,15.07,5.26,20.82,0.07,117,29,108,38,105,1.68,83,WARMUP,18.1,47,650,761,5604,233.5,3.89,6,89.7,0,2080,3524,0,37.1,62.9,0.89,0,1.26,1.85,3.11,0.41,0.19,1.327,3,0,0,,30,87.9,0.87,39.3,105.0
149.0,21.58,1.771,38.223,1572,1534.1364517,1326.2584919,0.86,286.3,75.7,23.9,27.7,24.57,7.0,16.17,4.27,14.89,5.32,20.88,0.08,115,31,106,38,105,1.68,82,WARMUP,18.1,47,650,761,10717,446.5,7.44,6,171.6,0,4956,5761,0,46.2,53.8,0.86,0,1.16,1.62,2.78,0.42,0.19,1.582,3,0,0,,57,78.3,1.53,39.68,105.0
151.0,22.64,1.495,33.849,1528,1309.8484445,1151.0538302,0.88,243.4,62.5,24.6,28.0,20.97,6.0,16.28,4.18,15.02,5.25,20.84,0.07,116,30,107,37,105,1.68,82,WARMUP,18.1,47,650,761,9179,382.5,6.37,6,147.0,0,3798,5381,0,41.4,58.6,0.88,0,1.22,1.43,2.65,0.46,0.19,1.53,2,0,0,,49,80.8,1.23,39.23,105.0
154.0,23.44,1.334,31.266,1449,1201.7441593,1061.8652808,0.88,217.4,55.7,24.7,27.9,19.24,5.5,16.3,4.18,15.02,5.27,20.83,0.07,116,30,107,38,105,1.68,84,WARMUP,18.1,47,650,761,8431,351.3,5.85,7,135.0,0,3349,5082,0,39.7,60.3,0.88,0,1.16,1.4,2.56,0.45,0.19,1.495,3,0,0,,45,82.2,1.15,39.36,105.0
157.0,20.98,1.619,33.965,1808,1304.16173,1155.2836922,0.89,264.7,67.7,24.9,28.1,20.88,6.0,16.35,4.18,15.05,5.22,20.88,0.07,117,30,107,37,105,1.68,84,WARMUP,18.1,47,650,761,9154,381.4,6.36,7,146.6,0,3567,5588,0,39.0,61.0,0.89,0,1.36,1.5,2.86,0.48,0.19,1.531,3,0,0,,48,80.7,1.19,39.04,105.0
160.0,22.56,1.62,36.541,1650,1385.1870564,1268.290907,0.92,264.2,69.1,25.2,27.6,22.18,6.3,16.31,4.27,15.07,5.29,20.81,0.07,116,30,108,38,105,1.68,85,WARMUP,18.1,47,650,761,9788,407.8,6.8,7,156.7,0,2819,6969,0,28.8,71.2,0.92,0,1.12,1.54,2.66,0.42,0.19,1.563,3,0,0,,51,79.2,1.45,39.49,105.0
162.0,22.22,1.609,35.756,1415,1385.4398374,1246.0727975,0.9,259.6,70.2,24.7,27.4,22.18,6.3,16.13,4.36,14.81,5.49,20.72,0.15,115,31,106,39,105,1.68,83,WARMUP,18.0,47,650,761,9754,406.4,6.77,8,156.2,0,3349,6405,0,34.3,65.7,0.9,0,1.12,1.58,2.7,0.41,0.19,1.553,2,0,0,,51,79.7,1.44,40.78,105.0
165.0,23.62,1.549,36.591,1727,1355.9652056,1220.1587693,0.9,254.1,64.3,25.8,28.6,21.71,6.2,16.4,4.15,15.11,5.3,20.79,0.12,117,30,108,38,105,1.68,83,WARMUP,18.0,47,650,761,9548,397.8,6.63,8,152.9,0,3264,6284,0,34.2,65.8,0.9,0,1.13,1.41,2.54,0.44,0.21,1.563,3,0,0,,50,79.2,1.37,39.55,105.0
167.0,21.9,1.357,29.715,1461,1081.7791961,995.4704904,0.92,223.4,55.9,26.1,28.3,17.32,4.9,16.46,4.12,15.11,5.35,20.79,0.07,118,29,108,38,105,1.68,83,WARMUP,18.0,47,650,761,7652,318.8,5.31,8,122.5,0,2084,5568,0,27.2,72.8,0.92,0,1.0,1.74,2.74,0.36,0.21,1.473,2,0,0,,40,83.1,1.36,39.88,105.0
170.0,21.58,1.316,28.403,1322,1147.3357657,1019.1277295,0.89,211.1,58.0,23.4,26.4,18.37,5.2,16.04,4.41,14.75,5.56,20.81,0.07,115,31,105,40,105,1.68,86,WARMUP,18.0,47,650,761,8058,335.7,5.6,8,129.0,0,3073,4985,0,38.1,61.9,0.89,0,1.06,1.72,2.78,0.38,0.18,1.453,3,0,0,,43,83.9,1.24,41.23,105.0
173.0,22.14,1.098,24.31,1368,980.5512874,855.9178015,0.87,176.6,47.5,23.2,26.6,15.7,4.5,16.08,4.33,14.67,5.58,20.83,0.07,115,31,105,40,105,1.68,85,WARMUP,18.0,47,650,761,6863,285.9,4.77,9,109.9,0,2977,3886,0,43.4,56.6,0.87,0,1.08,1.63,2.71,0.4,0.19,1.386,3,0,0,,36,86.2,1.02,41.35,105.0
175.0,32.26,0.725,23.387,1351,796.06605,686.3399863,0.86,121.9,26.3,26.5,30.8,12.75,3.6,16.81,3.63,15.33,4.96,20.81,0.08,120,26,109,35,105,1.68,82,WARMUP,18.0,47,650,761,5558,231.6,3.86,9,89.0,0,2615,2943,0,47.0,53.0,0.86,0,0.99,0.87,1.86,0.53,0.21,1.369,2,0,0,,30,86.7,0.73,37.37,105.0
176.0,40.0,0.202,8.08,991,114.0465591,96.558349,0.85,38.7,3.1,46.3,54.7,1.83,0.5,19.16,1.53,18.33,2.5,20.81,0.09,137,11,131,18,105,1.68,82,WARMUP,18.0,47,650,761,793,33.1,0.55,9,12.7,0,415,378,0,52.3,47.7,0.85,0,0.94,0.56,1.5,0.63,0.15,0.907,1,0,0,,4,95.4,0.21,21.56,105.0
181.0,26.09,0.998,26.035,259,1169.8818207,960.3374283,0.82,155.5,45.1,20.7,25.2,18.73,5.4,15.58,4.52,13.66,6.08,20.81,0.06,111,32,98,43,105,1.68,82,WARMUP,18.0,47,649,761,8091,337.1,5.62,9,129.6,0,4946,3145,0,61.1,38.9,0.82,0,0.83,1.47,2.3,0.36,0.21,1.416,5,0,0,,43,85.2,1.2,44.57,105.0
183.0,21.74,2.031,44.152,871,2520.2852003,2018.52477,0.8,283.8,114.7,16.9,21.1,40.36,11.5,13.97,5.65,12.63,6.66,20.59,0.12,100,40,90,48,105,1.68,83,WARMUP,18.0,47,650,761,17351,723.0,12.05,9,277.8,0,11790,5561,0,67.9,32.1,0.8,0,0.95,1.81,2.76,0.34,0.13,1.645,2,0,0,,93,74.9,2.14,48.29,105.0
186.0,21.58,2.041,44.05,1711,2252.7934092,1779.4315486,0.79,304.5,101.1,18.9,23.9,36.07,10.3,14.92,4.95,13.43,6.13,20.83,0.07,107,35,96,44,105,1.68,83,WARMUP,18.0,47,650,761,15470,644.6,10.74,10,247.7,0,11094,4376,0,71.7,28.3,0.79,0,1.16,1.62,2.78,0.42,0.18,1.644,3,0,0,,84,75.0,1.76,44.89,105.0
189.0,19.17,2.161,41.425,2217,1892.8917294,1564.9124398,0.83,336.4,100.2,21.2,25.6,30.31,8.7,15.57,4.64,14.25,5.77,20.89,0.07,111,33,102,41,105,1.68,81,WARMUP,18.0,47,650,761,13109,546.2,9.1,10,209.9,0,7752,5357,0,59.1,40.9,0.83,0,1.54,1.59,3.13,0.49,0.19,1.617,3,0,0,,70,76.5,1.4,42.57,105.0
192.0,23.81,1.568,37.333,2387,1320.4226034,1183.8400391,0.9,261.5,61.2,27.0,30.1,21.14,6.0,16.68,3.9,15.43,5.13,20.86,0.07,119,28,110,37,105,1.68,81,WARMUP,18.0,47,650,761,9291,387.1,6.45,11,148.8,0,3280,6011,0,35.3,64.7,0.9,0,1.44,1.08,2.52,0.57,0.23,1.572,3,0,0,,49,78.8,1.09,38.46,105.0
193.0,44.44,0.855,38.0,897,1319.390534,1180.820091,0.89,143.0,32.8,26.4,29.5,21.13,6.0,16.73,3.84,15.37,5.13,20.83,0.08,119,27,110,37,105,1.68,80,WARMUP,18.0,47,650,761,9280,386.7,6.44,11,148.6,0,3326,5954,0,35.8,64.2,0.89,0,0.68,0.67,1.35,0.5,0.21,1.58,1,0,0,,49,78.4,1.26,38.46,105.0
195.0,30.61,1.513,46.316,1413,1742.5041561,1599.0581205,0.92,248.6,64.2,25.4,27.6,27.9,8.0,16.43,4.24,15.13,5.47,20.9,0.07,117,30,108,39,105,1.68,80,WARMUP,18.0,47,650,761,12319,513.3,8.55,11,197.3,0,3461,8858,0,28.1,71.9,0.92,0,0.87,1.09,1.96,0.44,0.21,1.666,2,0,0,,65,73.7,1.74,40.65,105.0
197.0,27.4,1.982,54.301,1288,2297.6718318,2121.8103861,0.92,313.1,95.2,22.8,24.7,36.79,10.5,15.8,4.8,14.44,5.96,20.83,0.08,113,34,103,43,105,1.68,81,WARMUP,18.0,47,650,761,16265,677.7,11.29,12,260.4,0,4249,12016,0,26.1,73.9,0.92,0,0.79,1.4,2.19,0.36,0.18,1.735,2,0,0,,85,69.2,2.51,43.79,105.0
