Time,BR,VT,VE,HR,External Heart Rate,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,VE 15 sec sum
0.0,,,,,,,,,,
1.0,13.45,73.02,6.552,61.0,,,,,,
2.0,13.42,75.33,6.845,59.0,,,,,,
3.0,13.4,77.63,7.138,58.0,,,,,,
4.0,13.37,79.94,7.43,58.0,,,,,,
5.0,13.35,82.25,7.723,58.0,,,,,,
6.0,13.32,84.55,8.015,58.0,,,,,,
7.0,13.28,88.11,8.466,58.0,,,,,,
8.0,13.24,91.85,8.941,58.0,,,,,,
9.0,13.2,95.6,9.416,58.0,,,,,,
10.0,13.17,98.53,9.788,58.0,,,,,,
11.0,13.14,100.9,10.09,58.0,,,,,,
12.0,13.12,103.3,10.39,59.0,,,,,,
13.0,13.09,105.7,10.7,62.0,,,,,,
14.0,13.06,108.1,11.0,62.5,,,,,,
15.0,13.04,109.7,11.21,63.0,,,,,,
16.0,13.03,110.6,11.32,63.0,,,,,,
17.0,13.03,111.5,11.43,63.0,,,,,,
18.0,13.02,112.4,11.54,63.0,,,,,,
19.0,13.01,113.2,11.65,63.0,,,,,,
20.0,13.0,114.1,11.76,62.0,,,,,,
21.0,12.99,115.0,11.87,61.0,,,,,,
22.0,12.98,115.8,11.98,62.0,,,,,,
23.0,12.97,116.7,12.09,63.0,,,,,,
24.0,12.96,117.6,12.2,61.0,,,,,,
25.0,12.95,118.5,12.32,59.0,,,,,,
26.0,12.94,119.3,12.43,58.5,,,,,,
27.0,12.93,120.2,12.54,58.0,,,,,,
28.0,12.92,121.1,12.65,59.0,,,,,,
29.0,12.89,123.6,12.97,59.0,,,,,,
30.0,12.84,128.3,13.56,59.0,,,,,,
31.0,12.79,133.0,14.16,63.0,,,,,,
32.0,12.76,135.3,14.45,63.0,,,,,,
33.0,12.74,137.1,14.68,61.0,,,,,,
34.0,12.73,138.9,14.91,59.0,,,,,,
35.0,12.71,140.7,15.14,59.0,,,,,,
36.0,12.69,142.5,15.37,58.0,,,,,,
37.0,12.67,144.4,15.6,58.0,,,,,,
38.0,12.65,146.2,15.83,58.0,,,,,,
39.0,12.63,147.8,16.03,56.0,,,,,,
40.0,12.61,149.4,16.23,55.0,,,,,,
41.0,12.59,151.0,16.44,55.0,,,,,,
42.0,12.58,152.5,16.64,55.0,,,,,,
43.0,12.56,154.1,16.84,54.0,,,,,,
44.0,12.54,155.7,17.05,54.0,,,,,,
45.0,12.52,157.3,17.25,53.0,,,,,,
46.0,12.51,159.5,17.53,53.0,,,,,,
47.0,12.5,162.5,17.9,52.0,,,,,,
48.0,12.49,165.5,18.28,51.0,,,,,,
49.0,12.48,168.4,18.65,51.0,,,,,,
50.0,12.47,171.0,18.98,51.0,,,,,,
51.0,12.47,172.6,19.19,51.0,,,,,,
52.0,12.47,174.3,19.4,51.0,,,,,,
53.0,12.47,176.0,19.61,51.0,,,,,,
54.0,12.47,177.6,19.82,52.0,,,,,,
55.0,12.47,179.3,20.03,52.0,,,,,,
56.0,12.47,180.9,20.24,52.0,,,,,,
57.0,12.47,182.6,20.45,51.0,,,,,,
58.0,12.45,186.6,20.96,51.0,,,,,,
59.0,12.44,190.8,21.49,51.0,,,,,,
60.0,12.42,195.0,22.02,51.0,,,,,,
61.0,12.41,196.6,22.22,50.0,,,,,,
62.0,12.4,198.1,22.42,50.0,,,,,,
63.0,12.4,199.7,22.62,50.0,,,,,,
64.0,12.39,201.2,22.82,50.0,,,,,,
65.0,12.38,202.8,23.01,52.0,,,,,,
66.0,12.37,204.4,23.21,52.0,,,,,,
67.0,12.37,205.9,23.41,53.0,,,,,,
68.0,12.36,207.7,23.64,53.0,,,,,,
69.0,12.37,210.4,23.97,52.0,,,,,,
70.0,12.38,213.1,24.31,52.0,,,,,,
71.0,12.38,215.7,24.65,52.0,,,,,,
72.0,12.39,218.4,24.99,53.0,,,,,,
73.0,12.38,220.7,25.28,53.0,,,,,,
74.0,12.35,222.7,25.54,52.0,,,,,,
75.0,12.32,224.7,25.79,52.0,,,,,,
76.0,12.29,226.8,26.05,52.0,,,,,,
77.0,12.26,228.8,26.31,52.0,,,,,,
78.0,12.23,230.8,26.57,52.0,,,,,,
79.0,12.1,237.8,27.45,52.0,,,,,,
80.0,11.98,245.7,28.48,51.0,,,,,,
81.0,11.98,250.0,29.1,51.0,,,,,,
82.0,11.98,254.3,29.72,51.0,,,,,,
83.0,11.98,258.6,30.34,52.0,,,,,,
84.0,11.97,262.9,30.96,52.0,,,,,,
85.0,11.98,266.7,31.53,52.0,,,,,,
86.0,12.0,268.1,31.85,52.0,,,,,,
87.0,12.02,269.6,32.18,52.0,,,,,,
88.0,12.04,271.0,32.5,52.0,,,,,,
89.0,12.07,272.5,32.83,52.0,,,,,,
90.0,12.09,274.1,33.18,52.0,,,,,,
91.0,12.08,279.0,33.94,52.0,,,,,,
92.0,12.07,283.9,34.7,52.0,,,,,,
93.0,12.06,288.8,35.47,52.0,,,,,,
94.0,12.05,292.1,35.95,52.0,,,,,,
95.0,12.03,295.0,36.35,51.0,,,,,,
96.0,12.01,297.9,36.74,51.0,,,,,,
97.0,11.99,300.8,37.13,52.0,,,,,,
98.0,11.97,303.6,37.52,52.0,,,,,,
99.0,11.95,306.7,38.43,52.0,,,,,,
100.0,11.93,309.8,39.36,52.0,,,,,,
101.0,11.92,313.2,40.18,53.0,,,,,,
102.0,11.92,317.2,40.8,56.0,,,,,,
103.0,11.91,321.2,41.42,57.0,,,,,,
104.0,11.91,325.2,42.03,59.0,,,,,,
105.0,11.91,328.4,42.53,62.0,,,,,,
106.0,11.92,329.7,42.75,65.0,,,,,,
107.0,11.92,330.9,42.97,66.0,,,,,,
108.0,11.93,332.1,43.19,66.0,,,,,,
109.0,11.94,333.4,43.41,67.0,,,,,,
110.0,11.95,334.6,43.63,67.0,,,,,,
111.0,11.96,335.8,43.85,66.0,,,,,,
112.0,11.96,336.7,44.07,66.0,,,,,,
113.0,11.97,337.3,44.3,68.0,,,,,,
114.0,11.99,337.8,44.53,67.0,,,,,,
115.0,12.0,338.3,44.75,67.0,,,,,,
116.0,12.01,338.8,44.98,66.0,,,,,,
117.0,12.02,339.3,45.21,66.0,,,,,,
118.0,12.03,339.9,45.43,67.0,,,,,,
119.0,12.04,340.4,45.66,68.0,,,,,,
120.0,12.05,340.9,45.89,68.0,,,,,,
121.0,12.06,342.2,46.22,67.0,,,,,,
122.0,12.1,344.8,46.73,66.0,,,,,,
123.0,12.13,347.3,47.24,66.0,,,,,,
124.0,12.16,349.9,47.75,67.0,,,,,,
125.0,12.19,352.5,48.26,68.0,,,,,,
126.0,12.23,355.0,48.75,69.0,,,,,,
127.0,12.27,356.5,49.12,71.0,,,,,,
128.0,12.3,358.0,49.49,72.0,,,,,,
129.0,12.34,359.6,49.86,73.0,,,,,,
130.0,12.38,361.1,50.23,76.0,,,,,,
131.0,12.42,362.6,50.61,78.0,,,,,,
132.0,12.46,364.7,51.0,81.0,,,,,,
133.0,12.49,366.9,51.39,82.0,,,,,,
134.0,12.53,369.0,51.78,85.0,,,,,,
135.0,12.56,371.2,52.18,88.0,,,,,,
136.0,12.59,373.3,52.57,89.0,,,,,,
137.0,12.63,375.5,52.96,92.0,,,,,,
138.0,12.66,376.9,53.38,94.0,,,,,,
139.0,12.69,378.4,53.8,95.5,,,,,,
140.0,12.72,379.9,54.22,97.0,,,,,,
141.0,12.75,381.3,54.64,98.0,,,,,,
142.0,12.78,382.8,55.05,100.0,,,,,,
143.0,12.81,384.3,55.45,100.0,,,,,,
144.0,12.86,386.0,55.83,101.0,,,,,,
145.0,12.9,387.6,56.21,102.0,,,,,,
146.0,12.95,389.2,56.59,103.0,,,,,,
147.0,12.99,390.8,56.97,104.0,,,,,,
148.0,13.02,392.4,57.34,105.0,,,,,,
149.0,13.04,393.9,57.72,105.0,,,,,,
150.0,13.07,395.4,58.1,106.0,,,,,,
151.0,13.1,397.0,58.47,107.0,,,,,,
152.0,13.13,398.5,58.85,107.0,,,,,,
153.0,13.16,400.4,59.32,108.0,,,,,,
154.0,13.2,402.9,59.96,108.0,,,,,,
155.0,13.24,405.4,60.59,109.0,,,,,,
