BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
19.7,23.1,56.0,56.0,11.0,11.0,,,0.0
20.0,20.7,61.0,58.5,12.0,11.5,,,3.0
19.7,19.8,56.0,57.7,11.0,11.3,,,6.0
14.7,18.2,51.0,56.0,8.0,10.5,,,10.0
21.1,19.8,51.0,55.0,11.0,10.6,,,13.0
18.8,19.5,59.0,55.7,11.0,10.7,,,16.0
17.6,18.7,51.0,55.0,9.0,10.4,,,20.0
16.9,17.8,54.0,54.9,9.0,10.2,,,23.0
16.0,17.8,57.0,55.1,9.0,10.1,,,27.0
19.0,17.8,59.0,55.5,11.0,10.2,,,30.0
9.7,16.8,443.0,90.7,43.0,13.2,,,37.0
6.5,14.2,117.0,92.9,8.0,12.8,,,45.0
14.9,13.5,51.0,89.7,8.0,12.4,,,50.0
9.9,11.5,31.0,85.5,3.0,11.7,,,56.0
17.9,11.5,92.0,85.9,16.0,12.0,,,59.0
17.9,14.2,41.0,83.1,7.0,11.7,,,62.0
21.7,16.9,43.0,80.8,9.0,11.5,,,65.0
19.0,18.2,41.0,78.6,8.0,11.3,,,68.0
20.0,18.9,46.0,76.8,9.0,11.2,,,71.0
22.7,20.2,48.0,75.4,11.0,11.2,,,74.0
23.4,21.5,51.0,74.2,12.0,11.2,,,77.0
17.9,20.6,93.0,75.1,17.0,11.5,,,80.0
16.3,20.2,94.0,75.9,15.0,11.7,,,83.0
18.8,19.8,48.0,74.8,9.0,11.5,,,87.0
16.9,17.8,71.0,74.6,12.0,11.6,,,90.0
18.8,17.8,59.0,74.0,11.0,11.5,,,93.0
14.3,17.3,196.0,78.5,28.0,12.1,,,98.0
12.9,16.6,119.0,80.0,15.0,12.2,,,102.0
14.7,15.3,99.0,80.6,15.0,12.3,,,107.0
16.0,15.0,59.0,79.9,9.0,12.2,,,110.0
20.0,15.0,41.0,78.6,8.0,12.1,,,113.0
16.7,15.8,30.0,77.1,5.0,11.9,,,124.0
38.5,17.5,69.0,76.9,27.0,12.3,,,133.0
14.6,17.5,272.0,82.6,40.0,13.1,,,137.0
18.1,18.2,190.0,85.7,34.0,13.7,,,140.0
