BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
10.4,9.3,226.0,226.0,24.0,24.0,,,1.0
6.3,8.4,231.0,228.5,14.0,19.0,,,10.0
9.0,8.6,331.0,262.7,30.0,22.7,,,16.0
10.4,10.0,363.0,287.8,38.0,26.5,,,22.0
9.5,9.6,238.0,277.8,23.0,25.8,,,29.0
9.5,9.3,223.0,268.7,21.0,25.0,,,35.0
9.6,9.5,224.0,262.3,22.0,24.6,,,41.0
8.3,9.5,186.0,252.8,15.0,23.4,,,49.0
11.0,9.5,177.0,244.3,20.0,23.0,,,54.0
9.6,9.6,194.0,239.3,19.0,22.6,,,60.0
9.9,9.7,170.0,233.0,17.0,22.1,,,66.0
11.0,10.2,177.0,228.3,20.0,21.9,,,72.0
9.9,10.3,235.0,228.8,23.0,22.0,,,78.0
8.9,9.8,196.0,226.5,18.0,21.7,,,85.0
8.9,9.6,217.0,225.9,19.0,21.5,,,91.0
10.0,9.6,219.0,225.4,22.0,21.6,,,97.0
7.5,9.2,523.0,242.9,39.0,22.6,,,106.0
8.4,8.7,325.0,247.5,27.0,22.8,,,113.0
7.9,8.4,212.0,245.6,17.0,22.5,,,120.0
14.9,8.8,336.0,250.2,50.0,23.9,,,124.0
45.5,10.4,114.0,243.7,52.0,25.2,,,125.0
62.5,22.9,62.0,235.4,39.0,25.9,,,126.0
71.4,40.9,42.0,227.0,30.0,26.0,,,127.0
62.5,56.8,64.0,220.2,40.0,26.6,,,128.0
38.5,56.8,84.0,214.8,32.0,26.8,,,130.0
68.2,64.4,58.0,208.7,40.0,27.3,,,131.0
65.2,65.3,83.0,204.1,54.0,28.3,,,132.0
19.0,55.4,36.0,198.1,7.0,27.6,,,137.0
19.2,41.0,260.0,200.2,50.0,28.3,,,141.0
18.5,34.5,228.0,201.1,42.0,28.8,,,144.0
75.0,34.5,84.0,197.4,63.0,29.9,,,147.0
20.5,19.6,344.0,201.9,71.0,31.2,,,150.0
14.6,19.4,282.0,204.4,41.0,31.5,,,154.0
19.5,19.5,228.0,205.1,44.0,31.9,,,157.0
16.1,18.7,232.0,205.8,37.0,32.0,,,158.0
11.5,16.7,591.0,216.5,68.0,33.0,,,164.0
16.1,15.6,370.0,220.7,60.0,33.7,,,167.0
16.9,16.4,334.0,223.7,56.0,34.3,,,170.0
14.2,15.5,585.0,232.9,83.0,35.6,,,175.0
14.6,14.9,384.0,236.7,56.0,36.1,,,179.0
13.2,14.9,508.0,243.3,67.0,36.8,,,183.0
19.0,15.2,544.0,250.5,103.0,38.4,,,188.0
15.0,14.6,417.0,254.3,63.0,39.0,,,193.0
14.6,14.7,532.0,260.7,77.0,39.8,,,197.0
11.9,14.2,571.0,267.6,68.0,40.5,,,202.0
15.2,14.9,440.0,271.3,67.0,41.0,,,205.0
14.2,14.6,514.0,276.5,73.0,41.7,,,210.0
12.5,13.7,665.0,284.6,83.0,42.6,,,215.0
16.9,13.9,286.0,284.6,48.0,42.7,,,218.0
19.0,15.4,517.0,289.2,98.0,43.8,,,221.0
15.0,15.3,519.0,293.7,78.0,44.5,,,225.0
12.8,14.9,627.0,300.2,80.0,45.2,,,230.0
14.0,15.3,363.0,301.3,51.0,45.3,,,234.0
17.0,15.4,580.0,306.5,99.0,46.3,,,238.0
15.2,14.7,499.0,310.0,76.0,46.8,,,242.0
15.3,14.8,496.0,313.3,76.0,47.3,,,246.0
17.4,15.8,420.0,315.2,73.0,47.8,,,249.0
13.6,15.8,654.0,321.0,89.0,48.5,,,254.0
19.0,16.0,321.0,321.0,61.0,48.7,,,257.0
15.0,15.9,532.0,324.6,80.0,49.2,,,261.0
14.7,15.7,485.0,327.2,71.0,49.6,,,265.0
16.1,15.3,473.0,329.5,76.0,50.0,,,268.0
14.9,15.3,591.0,333.7,88.0,50.6,,,272.0
15.8,15.2,464.0,335.7,73.0,51.0,,,276.0
13.5,15.1,688.0,341.1,93.0,51.6,,,281.0
13.0,14.7,512.0,343.7,67.0,51.8,,,285.0
15.6,14.7,561.0,347.0,88.0,52.4,,,289.0
15.5,14.9,473.0,348.8,73.0,52.7,,,293.0
14.0,14.3,582.0,352.2,82.0,53.1,,,297.0
16.7,15.0,502.0,356.2,84.0,54.0,,,301.0
16.7,15.9,505.0,358.3,84.0,54.4,,,305.0
14.6,15.6,535.0,360.8,78.0,54.7,,,309.0
13.5,15.1,653.0,366.8,88.0,55.8,,,313.0
15.8,15.7,504.0,369.2,80.0,56.5,,,317.0
15.8,15.4,530.0,371.4,84.0,56.9,,,321.0
12.1,14.6,574.0,374.4,69.0,57.3,,,326.0
17.2,15.0,485.0,377.8,84.0,58.1,,,329.0
15.8,15.8,610.0,381.0,96.0,58.7,,,333.0
16.3,16.0,444.0,384.0,72.0,59.4,,,337.0
12.9,15.0,664.0,387.8,86.0,59.7,,,341.0
18.5,16.4,332.0,389.2,61.0,60.2,,,344.0
15.6,15.9,674.0,393.0,105.0,60.8,,,348.0
18.1,16.7,371.0,395.5,67.0,61.5,,,352.0
16.9,16.9,657.0,401.9,111.0,62.7,,,355.0
19.0,17.8,314.0,400.8,60.0,62.7,,,358.0
16.1,17.0,541.0,405.3,87.0,63.6,,,362.0
18.1,17.7,373.0,404.9,67.0,63.6,,,365.0
18.8,17.9,640.0,411.0,120.0,65.0,,,368.0
18.3,18.4,373.0,413.5,68.0,65.6,,,372.0
17.9,18.1,564.0,415.5,101.0,66.1,,,375.0
16.3,18.1,476.0,418.6,78.0,66.8,,,379.0
18.5,18.2,366.0,417.9,68.0,66.8,,,382.0
14.9,17.5,623.0,423.3,93.0,67.7,,,386.0
17.2,17.1,495.0,424.2,85.0,68.0,,,390.0
18.5,17.4,504.0,427.8,93.0,68.9,,,393.0
14.4,16.9,646.0,430.5,93.0,69.2,,,397.0
19.0,16.9,380.0,432.5,72.0,69.8,,,400.0
16.9,17.5,643.0,435.0,108.0,70.3,,,404.0
19.0,18.1,334.0,432.7,63.0,70.5,,,407.0
14.7,16.8,631.0,435.1,93.0,70.8,,,411.0
17.0,17.6,574.0,438.1,98.0,71.7,,,415.0
17.6,17.2,484.0,438.7,85.0,71.8,,,418.0
14.3,16.5,677.0,444.2,97.0,72.8,,,422.0
19.2,16.5,330.0,444.1,63.0,72.9,,,425.0
21.4,18.0,481.0,463.0,103.0,74.9,,,428.0
20.5,19.1,340.0,466.2,70.0,75.4,,,431.0
17.0,18.9,524.0,476.8,89.0,76.3,,,434.0
18.3,19.4,375.0,481.0,69.0,77.0,,,438.0
17.4,18.8,491.0,483.9,86.0,77.5,,,441.0
16.3,17.6,645.0,489.2,105.0,78.3,,,445.0
16.7,17.1,510.0,494.5,85.0,78.6,,,449.0
16.0,16.8,547.0,497.0,87.0,78.8,,,452.0
16.9,16.6,582.0,500.8,98.0,79.5,,,456.0
13.8,16.3,663.0,509.7,91.0,80.6,,,460.0
14.7,15.8,540.0,509.0,79.0,80.7,,,464.0
17.6,15.8,559.0,511.4,99.0,81.2,,,468.0
20.0,16.4,449.0,512.9,90.0,81.7,,,471.0
16.5,16.3,604.0,514.0,100.0,81.9,,,475.0
15.2,16.4,459.0,512.4,70.0,81.7,,,478.0
18.3,17.5,682.0,516.2,125.0,82.6,,,481.0
20.8,18.3,319.0,513.8,66.0,82.6,,,484.0
20.0,18.3,629.0,515.2,126.0,83.1,,,488.0
20.5,19.6,370.0,513.1,76.0,82.8,,,490.0
19.0,19.8,705.0,516.6,134.0,83.7,,,494.0
16.0,19.8,502.0,516.3,80.0,83.7,,,497.0
17.4,18.8,542.0,516.6,95.0,83.8,,,501.0
17.2,17.9,497.0,515.7,86.0,84.1,,,504.0
15.3,16.9,626.0,517.9,96.0,84.4,,,508.0
17.2,16.8,384.0,516.4,66.0,84.3,,,512.0
19.5,17.3,493.0,514.3,96.0,84.5,,,515.0
15.8,16.8,532.0,517.3,84.0,84.9,,,519.0
21.1,17.5,415.0,516.0,88.0,84.8,,,522.0
16.0,17.6,650.0,517.6,104.0,85.0,,,525.0
20.3,18.6,404.0,516.2,82.0,85.1,,,528.0
22.1,19.1,470.0,514.3,104.0,85.4,,,531.0
21.1,20.8,395.0,512.9,83.0,85.3,,,534.0
22.4,21.2,365.0,513.0,82.0,85.7,,,537.0
20.3,21.2,526.0,512.3,107.0,85.8,,,539.0
18.8,21.2,551.0,512.9,103.0,86.1,,,543.0
18.3,20.0,304.0,510.6,56.0,85.9,,,546.0
17.6,19.1,596.0,512.7,105.0,86.3,,,549.0
18.5,18.5,390.0,511.3,72.0,86.1,,,552.0
26.3,18.5,375.0,508.0,99.0,86.2,,,555.0
18.5,18.4,587.0,511.1,109.0,86.8,,,558.0
18.5,18.5,427.0,509.9,79.0,86.8,,,561.0
21.1,19.4,415.0,508.8,88.0,86.8,,,564.0
20.5,20.1,514.0,509.1,106.0,87.2,,,567.0
18.3,19.2,482.0,509.2,88.0,87.3,,,570.0
15.8,19.1,637.0,509.8,101.0,87.5,,,574.0
16.3,18.4,454.0,509.7,74.0,87.5,,,578.0
15.8,16.8,577.0,508.4,91.0,87.5,,,581.0
20.0,16.8,343.0,506.5,69.0,87.3,,,584.0
21.1,17.4,449.0,505.7,95.0,87.6,,,587.0
19.0,18.4,424.0,504.2,81.0,87.5,,,591.0
18.8,19.2,455.0,504.0,85.0,87.6,,,594.0
18.8,19.2,453.0,503.4,85.0,87.6,,,597.0
16.9,18.8,593.0,503.5,100.0,87.8,,,600.0
18.3,18.6,362.0,501.9,66.0,87.6,,,604.0
18.3,18.4,578.0,502.8,106.0,87.9,,,607.0
19.7,18.4,309.0,500.2,61.0,87.7,,,610.0
21.7,18.8,433.0,499.4,94.0,87.7,,,613.0
21.7,19.9,348.0,496.0,76.0,87.6,,,615.0
21.4,21.0,395.0,494.8,85.0,87.7,,,618.0
18.8,21.0,557.0,495.1,104.0,87.9,,,622.0
20.0,21.1,368.0,493.7,74.0,87.7,,,624.0
22.1,21.1,326.0,490.9,72.0,87.8,,,627.0
21.4,21.0,488.0,490.9,105.0,88.0,,,630.0
17.9,20.1,485.0,489.6,87.0,87.9,,,633.0
21.4,21.0,331.0,487.8,71.0,87.7,,,636.0
19.5,20.8,540.0,488.9,105.0,88.1,,,639.0
19.7,20.2,324.0,485.1,64.0,87.8,,,643.0
18.8,19.3,566.0,487.7,106.0,88.3,,,646.0
19.2,19.5,304.0,483.6,58.0,87.8,,,649.0
19.7,19.5,506.0,483.9,100.0,87.9,,,652.0
16.0,19.2,433.0,482.7,69.0,87.7,,,656.0
19.5,19.2,439.0,484.0,86.0,88.0,,,659.0
19.2,19.3,550.0,484.8,106.0,88.2,,,662.0
