BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
13.3,15.4,58.0,58.0,8.0,8.0,,,2.0
8.8,11.2,124.0,91.0,11.0,9.5,,,8.0
8.0,9.4,102.0,94.7,8.0,9.0,,,16.0
8.0,9.4,95.0,94.8,8.0,8.8,,,23.0
9.1,8.6,94.0,94.6,9.0,8.8,,,30.0
11.9,8.6,69.0,90.3,8.0,8.7,,,35.0
10.8,9.3,129.0,95.9,14.0,9.4,,,40.0
8.7,9.6,122.0,99.1,11.0,9.6,,,47.0
8.9,9.6,83.0,97.3,7.0,9.3,,,53.0
10.7,10.1,96.0,97.2,10.0,9.4,,,59.0
7.5,9.4,135.0,100.6,10.0,9.5,,,68.0
10.7,9.4,141.0,104.0,15.0,9.9,,,73.0
12.8,10.1,272.0,116.9,35.0,11.8,,,78.0
16.5,11.4,159.0,119.9,26.0,12.9,,,81.0
12.0,11.8,114.0,119.5,14.0,12.9,,,86.0
16.7,13.8,28.0,113.8,5.0,12.4,,,90.0
18.8,15.3,108.0,113.5,20.0,12.9,,,92.0
18.5,17.2,95.0,112.4,18.0,13.2,,,96.0
15.2,16.8,88.0,111.2,13.0,13.2,,,100.0
9.6,16.8,207.0,116.0,20.0,13.5,,,107.0
10.0,14.6,469.0,132.8,47.0,15.1,,,113.0
9.8,11.7,85.0,130.6,8.0,14.8,,,118.0
12.3,10.7,409.0,142.7,50.0,16.3,,,123.0
19.7,10.7,377.0,152.5,74.0,18.7,,,126.0
23.1,14.0,224.0,155.3,52.0,20.0,,,129.0
22.4,18.1,236.0,158.4,53.0,21.3,,,131.0
16.1,19.4,254.0,162.0,41.0,22.0,,,135.0
19.0,20.4,240.0,164.8,46.0,22.9,,,138.0
16.0,19.2,216.0,166.5,34.0,23.3,,,142.0
19.0,18.0,304.0,171.1,58.0,24.4,,,145.0
16.7,17.3,278.0,174.5,46.0,25.1,,,149.0
16.1,17.3,428.0,182.5,69.0,26.5,,,152.0
13.0,16.3,326.0,186.8,43.0,27.0,,,157.0
11.9,15.3,340.0,191.3,40.0,27.4,,,162.0
13.2,14.1,319.0,195.0,42.0,27.8,,,167.0
13.6,13.3,355.0,199.4,48.0,28.4,,,171.0
13.2,13.1,379.0,204.3,50.0,28.9,,,176.0
11.6,12.7,441.0,210.5,51.0,29.5,,,181.0
13.2,13.2,359.0,214.3,47.0,30.0,,,185.0
19.5,13.3,346.0,217.6,67.0,30.9,,,188.0
15.8,14.0,378.0,221.5,60.0,31.6,,,192.0
16.0,15.0,340.0,224.3,54.0,32.1,,,196.0
14.2,15.3,443.0,229.4,63.0,32.9,,,200.0
14.9,15.5,457.0,234.6,68.0,33.7,,,204.0
13.4,14.9,389.0,238.0,52.0,34.1,,,208.0
16.3,15.0,426.0,242.1,69.0,34.8,,,212.0
18.3,15.1,363.0,244.7,66.0,35.5,,,215.0
