Time,BR,VT,VE,HR,External Heart Rate,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,VE 15 sec sum
0.0,,,,,,,,,,
1.0,,,,101.0,,,,,,
2.0,10.59,60.47,0.2579,100.0,,,,,,
3.0,10.58,61.67,0.5201,99.0,,,,,,
4.0,10.57,62.87,0.7822,98.0,,,,,,
5.0,10.56,64.07,1.044,97.0,,,,,,
6.0,10.55,65.26,1.307,96.0,,,,,,
7.0,10.55,66.46,1.569,96.0,,,,,,
8.0,10.54,67.66,1.829,96.0,,,,,,
9.0,10.53,68.67,2.05,96.0,,,,,,
10.0,10.52,69.68,2.272,95.0,,,,,,
11.0,10.52,70.69,2.493,95.0,,,,,,
12.0,10.51,71.7,2.714,93.0,,,,,,
13.0,10.5,72.72,2.935,92.0,,,,,,
14.0,10.5,73.73,3.156,93.0,,,,,,
15.0,10.49,74.74,3.377,91.5,,,,,,
16.0,10.48,75.75,3.597,90.0,,,,,,
17.0,10.47,76.75,3.816,90.0,,,,,,
18.0,10.47,77.75,4.035,90.0,,,,,,
19.0,10.46,78.75,4.254,90.0,,,,,,
20.0,10.45,79.75,4.472,91.0,,,,,,
21.0,10.45,80.75,4.691,91.0,,,,,,
22.0,10.44,81.76,4.91,91.0,,,,,,
23.0,10.43,82.76,5.129,91.0,,,,,,
24.0,10.42,83.92,5.383,91.0,,,,,,
25.0,10.42,85.12,5.645,91.0,,,,,,
26.0,10.41,86.32,5.907,90.0,,,,,,
27.0,10.4,87.52,6.169,90.0,,,,,,
28.0,10.39,88.72,6.431,90.0,,,,,,
29.0,10.38,89.92,6.693,91.0,,,,,,
30.0,10.37,91.26,6.987,91.0,,,,,,
31.0,10.36,92.81,7.326,91.0,,,,,,
32.0,10.35,94.36,7.665,91.0,,,,,,
33.0,10.34,95.92,8.004,91.0,,,,,,
34.0,10.33,97.47,8.343,91.0,,,,,,
35.0,10.32,98.98,8.674,91.0,,,,,,
36.0,10.31,100.4,8.994,91.0,,,,,,
37.0,10.3,101.9,9.315,92.0,,,,,,
38.0,10.29,103.4,9.635,93.0,,,,,,
39.0,10.28,104.8,9.956,93.0,,,,,,
40.0,10.27,106.2,10.26,95.0,,,,,,
41.0,10.26,107.3,10.49,97.0,,,,,,
42.0,10.26,108.4,10.73,98.0,,,,,,
43.0,10.25,109.5,10.97,99.0,,,,,,
44.0,10.24,110.6,11.21,99.0,,,,,,
45.0,10.23,111.7,11.45,98.0,,,,,,
46.0,10.23,112.8,11.69,98.0,,,,,,
47.0,10.22,113.9,11.93,97.0,,,,,,
48.0,10.2,115.0,12.18,98.0,,,,,,
49.0,10.18,116.2,12.43,96.0,,,,,,
50.0,10.17,117.3,12.69,96.0,,,,,,
51.0,10.15,118.5,12.94,97.0,,,,,,
52.0,10.14,119.6,13.19,98.0,,,,,,
53.0,10.12,120.8,13.44,99.0,,,,,,
54.0,10.14,122.0,13.71,99.0,,,,,,
55.0,10.19,123.4,14.0,98.0,,,,,,
56.0,10.23,124.7,14.29,100.0,,,,,,
57.0,10.28,126.0,14.57,98.0,,,,,,
58.0,10.33,127.3,14.86,97.0,,,,,,
59.0,10.37,128.6,15.14,96.0,,,,,,
60.0,10.43,129.6,15.36,95.0,,,,,,
61.0,10.49,130.5,15.55,95.0,,,,,,
62.0,10.55,131.3,15.74,95.0,,,,,,
63.0,10.61,132.2,15.94,95.0,,,,,,
64.0,10.67,133.1,16.13,96.0,,,,,,
65.0,10.73,134.0,16.32,97.0,,,,,,
66.0,10.79,134.8,16.51,97.0,,,,,,
67.0,10.85,135.7,16.7,98.0,,,,,,
68.0,10.91,136.6,16.89,99.0,,,,,,
69.0,11.01,138.3,17.26,99.0,,,,,,
70.0,11.12,139.9,17.62,99.0,,,,,,
71.0,11.23,141.6,17.99,99.0,,,,,,
72.0,11.34,143.3,18.35,99.0,,,,,,
73.0,11.44,144.9,18.7,100.0,,,,,,
74.0,11.55,146.4,19.04,100.0,,,,,,
75.0,11.66,147.9,19.37,102.0,,,,,,
76.0,11.77,149.5,19.71,101.0,,,,,,
77.0,11.88,151.0,20.04,102.0,,,,,,
78.0,11.99,152.7,20.41,102.0,,,,,,
79.0,12.09,154.7,20.86,104.0,,,,,,
80.0,12.2,156.8,21.3,103.0,,,,,,
81.0,12.3,158.8,21.74,103.0,,,,,,
82.0,12.37,160.6,22.13,102.0,,,,,,
83.0,12.4,162.2,22.49,103.0,,,,,,
84.0,12.44,163.8,22.85,103.0,,,,,,
85.0,12.47,165.5,23.21,105.0,,,,,,
86.0,12.5,167.1,23.56,105.0,,,,,,
87.0,12.53,170.2,24.14,106.0,,,,,,
88.0,12.55,173.3,24.74,107.0,,,,,,
89.0,12.57,176.5,25.34,109.0,,,,,,
90.0,12.59,179.8,25.97,109.0,,,,,,
91.0,12.62,183.3,26.64,108.0,,,,,,
92.0,12.64,186.9,27.31,107.0,,,,,,
93.0,12.69,189.7,27.8,106.0,,,,,,
94.0,12.77,191.8,28.14,105.0,,,,,,
95.0,12.84,193.9,28.47,104.0,,,,,,
96.0,12.91,196.0,28.8,103.0,,,,,,
97.0,13.05,198.0,29.06,104.0,,,,,,
98.0,13.19,200.0,29.32,105.0,,,,,,
99.0,13.33,202.0,29.57,103.0,,,,,,
100.0,13.47,203.9,29.83,103.5,,,,,,
101.0,13.58,205.2,30.02,104.0,,,,,,
102.0,13.69,206.4,30.19,106.0,,,,,,
103.0,13.79,207.6,30.36,105.0,,,,,,
104.0,13.9,208.7,30.53,104.0,,,,,,
105.0,14.0,209.9,30.71,105.0,,,,,,
