BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
22.4,22.7,60.0,60.0,13.0,13.0,,,2.0
23.1,22.7,66.0,63.0,15.0,14.0,,,5.0
22.4,22.5,50.0,58.7,11.0,13.0,,,8.0
21.4,22.4,71.0,61.8,15.0,13.5,,,10.0
20.5,22.1,49.0,59.2,10.0,12.8,,,13.0
20.8,21.5,65.0,60.2,14.0,13.0,,,16.0
19.5,20.9,70.0,61.6,14.0,13.1,,,19.0
17.6,20.3,77.0,63.5,14.0,13.2,,,22.0
20.0,20.0,82.0,65.6,16.0,13.6,,,25.0
20.5,20.0,90.0,68.0,18.0,14.0,,,28.0
18.8,19.4,97.0,70.6,18.0,14.4,,,31.0
20.5,19.8,94.0,72.6,19.0,14.8,,,34.0
20.5,20.4,80.0,73.2,16.0,14.8,,,38.0
18.8,19.9,83.0,73.9,16.0,14.9,,,41.0
19.0,19.4,119.0,76.9,23.0,15.5,,,44.0
17.6,19.4,109.0,78.9,19.0,15.7,,,47.0
18.8,18.8,96.0,79.9,18.0,15.8,,,50.0
19.5,18.8,92.0,80.6,18.0,15.9,,,53.0
20.0,19.1,101.0,81.6,20.0,16.2,,,56.0
17.2,18.6,99.0,82.5,17.0,16.2,,,60.0
17.0,18.5,82.0,82.5,14.0,16.1,,,64.0
21.4,18.9,92.0,82.9,20.0,16.3,,,66.0
19.5,18.9,84.0,83.0,16.0,16.3,,,69.0
17.9,18.2,106.0,83.9,19.0,16.4,,,73.0
17.9,18.4,89.0,84.1,16.0,16.4,,,76.0
19.0,18.8,82.0,84.0,16.0,16.3,,,79.0
19.7,18.8,106.0,84.9,21.0,16.5,,,82.0
18.8,18.5,79.0,84.6,15.0,16.5,,,86.0
18.3,18.7,75.0,84.3,14.0,16.4,,,89.0
18.8,18.8,92.0,84.6,17.0,16.4,,,92.0
18.3,18.6,80.0,84.4,15.0,16.4,,,95.0
22.1,18.6,88.0,84.5,19.0,16.4,,,98.0
22.7,19.7,85.0,84.5,19.0,16.5,,,100.0
21.1,20.6,89.0,84.7,19.0,16.6,,,103.0
19.7,21.0,87.0,84.7,17.0,16.6,,,106.0
20.3,21.2,75.0,84.5,15.0,16.6,,,109.0
22.1,21.2,90.0,84.6,20.0,16.6,,,112.0
19.0,20.4,87.0,84.7,17.0,16.7,,,115.0
21.1,20.4,85.0,84.7,18.0,16.7,,,118.0
22.1,21.2,90.0,84.8,20.0,16.8,,,121.0
23.8,21.7,129.0,85.9,31.0,17.1,,,123.0
26.8,22.3,139.0,87.2,37.0,17.6,,,125.0
50.0,24.2,94.0,87.3,47.0,18.3,,,127.0
32.6,27.7,110.0,87.8,36.0,18.7,,,128.0
33.3,30.9,97.0,88.0,32.0,19.0,,,130.0
34.1,33.3,143.0,89.2,49.0,19.6,,,132.0
23.8,33.3,310.0,93.9,74.0,20.8,,,135.0
22.4,29.9,152.0,95.1,34.0,21.1,,,137.0
31.9,29.7,131.0,95.9,42.0,21.5,,,139.0
34.9,29.9,49.0,94.9,17.0,21.4,,,141.0
34.1,29.9,121.0,95.5,41.0,21.8,,,143.0
28.3,31.4,166.0,96.8,47.0,22.3,,,145.0
25.0,31.4,180.0,98.4,45.0,22.7,,,147.0
23.8,29.1,326.0,102.6,78.0,23.7,,,150.0
22.1,25.7,157.0,103.6,35.0,23.9,,,152.0
26.3,25.0,236.0,105.9,62.0,24.6,,,155.0
25.9,24.9,151.0,106.7,39.0,24.9,,,157.0
24.6,24.8,254.0,109.3,62.0,25.5,,,159.0
22.7,24.4,145.0,109.9,33.0,25.6,,,162.0
28.8,25.6,170.0,110.9,49.0,26.0,,,164.0
28.3,26.3,233.0,112.9,66.0,26.7,,,166.0
23.8,25.6,220.0,114.6,52.0,27.1,,,169.0
26.8,26.3,146.0,115.1,39.0,27.3,,,171.0
28.8,28.0,151.0,115.7,44.0,27.5,,,173.0
21.4,26.3,357.0,119.4,77.0,28.3,,,177.0
18.8,24.0,158.0,120.0,30.0,28.3,,,179.0
30.6,25.7,128.0,120.1,39.0,28.5,,,181.0
28.3,26.2,189.0,121.1,53.0,28.8,,,183.0
