BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
5.0,24.8,320.0,320.0,16.0,16.0,,,7.0
7.5,13.0,307.0,313.5,23.0,19.5,,,14.0
7.2,10.7,183.0,270.0,13.0,17.3,,,22.0
7.0,7.3,198.0,252.0,14.0,16.5,,,31.0
7.8,7.3,228.0,247.2,18.0,16.8,,,38.0
6.0,7.3,419.0,275.8,25.0,18.2,,,49.0
6.4,6.9,276.0,275.9,18.0,18.1,,,57.0
6.6,6.7,686.0,327.1,45.0,21.5,,,68.0
5.9,6.3,206.0,313.7,12.0,20.4,,,77.0
8.2,6.3,184.0,300.7,15.0,19.9,,,84.0
8.6,7.1,166.0,288.5,14.0,19.4,,,91.0
6.1,7.0,243.0,284.7,15.0,19.0,,,101.0
8.0,7.5,174.0,276.2,14.0,18.6,,,108.0
8.4,8.2,168.0,268.4,14.0,18.3,,,115.0
10.3,8.3,376.0,275.6,39.0,19.7,,,121.0
8.0,8.1,425.0,284.9,34.0,20.6,,,123.0
57.7,8.9,143.0,276.6,83.0,24.2,,,124.0
68.2,25.4,83.0,265.8,57.0,26.1,,,125.0
14.2,27.4,425.0,274.2,60.0,27.8,,,130.0
71.4,46.7,98.0,265.4,70.0,30.0,,,133.0
78.9,65.8,48.0,255.0,38.0,30.3,,,134.0
78.9,72.9,62.0,246.3,49.0,31.2,,,135.0
23.8,58.1,235.0,245.8,56.0,32.3,,,138.0
12.4,58.1,565.0,259.1,70.0,33.8,,,143.0
7.1,38.4,595.0,272.5,42.0,34.2,,,152.0
11.0,15.7,406.0,277.7,45.0,34.6,,,156.0
10.8,11.4,607.0,289.9,66.0,35.7,,,161.0
11.8,11.2,444.0,295.4,52.0,36.3,,,166.0
10.6,10.8,585.0,305.3,62.0,37.2,,,172.0
15.5,11.2,307.0,305.4,47.0,37.5,,,176.0
14.3,12.3,662.0,316.9,95.0,39.4,,,180.0
14.4,13.5,546.0,324.1,79.0,40.6,,,184.0
12.5,13.7,587.0,332.0,73.0,41.6,,,189.0
12.7,13.8,620.0,340.5,79.0,42.7,,,194.0
12.2,13.2,664.0,349.7,81.0,43.8,,,198.0
13.8,13.0,568.0,355.8,78.0,44.8,,,203.0
12.6,12.6,705.0,365.2,89.0,45.9,,,208.0
11.3,12.5,691.0,373.8,78.0,46.8,,,213.0
15.2,12.9,485.0,376.7,73.0,47.5,,,217.0
15.3,13.8,620.0,382.8,95.0,48.6,,,221.0
15.8,14.4,508.0,385.8,80.0,49.4,,,225.0
15.5,15.3,601.0,390.9,93.0,50.5,,,229.0
14.0,15.3,611.0,396.0,86.0,51.3,,,233.0
13.8,14.9,617.0,401.1,85.0,52.0,,,237.0
15.3,14.9,523.0,403.8,80.0,52.7,,,241.0
15.6,14.9,585.0,407.7,91.0,53.5,,,245.0
13.0,14.4,612.0,412.1,80.0,54.1,,,249.0
14.7,14.6,650.0,417.0,96.0,54.9,,,254.0
14.4,14.8,609.0,420.9,88.0,55.6,,,258.0
16.3,14.9,527.0,423.1,86.0,56.2,,,261.0
15.0,14.7,659.0,427.7,99.0,57.1,,,265.0
17.2,15.3,469.0,428.5,81.0,57.5,,,269.0
15.2,15.5,676.0,433.2,102.0,58.4,,,273.0
16.5,16.0,519.0,434.7,86.0,58.9,,,276.0
15.2,15.6,791.0,441.2,120.0,60.0,,,281.0
15.6,15.8,486.0,442.0,76.0,60.3,,,284.0
16.3,15.7,642.0,445.5,105.0,61.1,,,288.0
14.6,15.7,526.0,446.9,77.0,61.3,,,292.0
15.8,15.5,679.0,450.8,107.0,62.1,,,296.0
18.1,15.9,408.0,450.1,74.0,62.3,,,299.0
15.6,15.9,694.0,454.1,108.0,63.0,,,303.0
15.0,15.5,589.0,458.5,88.0,64.2,,,307.0
16.0,15.8,492.0,459.1,79.0,64.5,,,311.0
13.3,15.5,778.0,466.7,103.0,65.8,,,315.0
15.2,15.3,453.0,466.5,69.0,65.8,,,319.0
16.0,15.4,625.0,473.5,100.0,67.2,,,323.0
13.5,14.9,543.0,474.6,73.0,67.3,,,327.0
18.5,14.9,491.0,479.1,91.0,68.5,,,331.0
15.5,15.5,565.0,480.5,87.0,68.8,,,335.0
15.8,15.7,555.0,485.5,88.0,69.8,,,338.0
18.3,16.5,418.0,484.5,76.0,69.9,,,342.0
13.3,16.5,615.0,486.4,82.0,70.1,,,346.0
16.9,16.0,393.0,486.0,66.0,70.7,,,350.0
19.5,17.0,461.0,485.7,90.0,71.0,,,353.0
15.5,16.9,559.0,486.7,86.0,71.2,,,357.0
15.0,15.8,518.0,490.2,78.0,72.1,,,361.0
17.2,16.5,444.0,489.6,77.0,72.2,,,364.0
16.1,16.3,507.0,487.0,82.0,72.7,,,368.0
16.1,15.9,374.0,485.4,60.0,72.5,,,372.0
15.3,15.9,716.0,488.6,110.0,73.0,,,376.0
15.0,15.9,234.0,489.0,35.0,73.4,,,380.0
31.9,15.9,32.0,482.8,10.0,72.5,,,382.0
33.3,21.1,369.0,481.2,123.0,73.2,,,383.0
19.7,22.3,407.0,484.2,80.0,74.1,,,386.0
20.3,24.0,344.0,482.4,70.0,74.0,,,389.0
22.4,24.9,330.0,484.5,74.0,74.8,,,392.0
17.0,20.8,448.0,484.1,76.0,74.8,,,395.0
16.5,19.0,450.0,483.6,74.0,74.8,,,399.0
17.9,18.4,257.0,483.8,46.0,75.2,,,402.0
15.6,17.1,400.0,482.7,63.0,75.1,,,406.0
17.6,17.1,295.0,484.3,52.0,75.5,,,410.0
18.5,17.3,370.0,482.8,69.0,75.5,,,413.0
13.2,17.0,401.0,485.8,53.0,75.9,,,417.0
14.4,15.9,411.0,486.2,59.0,76.2,,,422.0
17.0,16.4,305.0,494.4,52.0,76.6,,,425.0
23.1,16.7,276.0,491.6,64.0,76.4,,,428.0
15.0,15.5,612.0,494.0,92.0,76.8,,,432.0
12.2,15.5,419.0,509.7,51.0,77.5,,,437.0
15.8,15.9,133.0,508.4,21.0,77.0,,,441.0
15.5,15.4,563.0,508.4,87.0,77.2,,,444.0
14.9,15.1,208.0,504.5,31.0,76.6,,,448.0
14.3,14.9,288.0,500.5,41.0,76.6,,,453.0
22.4,15.4,263.0,497.4,59.0,76.4,,,455.0
27.3,17.6,238.0,495.3,65.0,76.7,,,458.0
24.6,20.6,305.0,492.9,75.0,76.6,,,460.0
21.1,22.7,357.0,489.7,75.0,76.7,,,463.0
23.4,23.5,289.0,487.2,68.0,76.6,,,465.0
19.5,23.1,522.0,488.2,102.0,77.3,,,468.0
19.0,21.3,337.0,486.3,64.0,77.1,,,472.0
20.0,20.2,409.0,484.1,82.0,77.3,,,474.0
17.2,19.5,628.0,488.1,108.0,78.1,,,478.0
14.9,18.6,446.0,485.4,66.0,77.7,,,482.0
16.7,17.6,587.0,485.9,98.0,78.0,,,486.0
13.3,16.3,664.0,486.9,88.0,78.2,,,490.0
26.8,16.3,49.0,481.5,13.0,77.4,,,493.0
40.5,19.4,264.0,477.2,107.0,77.7,,,494.0
16.1,19.9,702.0,477.7,113.0,78.1,,,499.0
15.2,19.4,362.0,476.3,55.0,77.8,,,502.0
17.2,20.1,513.0,475.6,88.0,77.9,,,505.0
12.5,16.2,552.0,473.8,69.0,77.7,,,510.0
16.7,16.0,372.0,469.9,62.0,77.5,,,513.0
23.4,16.4,309.0,468.0,72.0,77.4,,,516.0
26.3,19.1,339.0,466.3,89.0,77.6,,,518.0
18.3,19.5,571.0,465.7,104.0,77.7,,,522.0
20.0,20.6,369.0,464.0,74.0,77.7,,,525.0
23.1,22.2,385.0,463.1,89.0,77.8,,,527.0
21.1,21.4,450.0,461.3,95.0,77.8,,,530.0
17.9,19.8,652.0,461.8,116.0,78.2,,,533.0
17.2,19.7,352.0,460.5,61.0,78.0,,,537.0
19.0,19.3,583.0,460.1,111.0,78.3,,,540.0
17.9,18.2,487.0,459.7,87.0,78.4,,,543.0
16.5,17.7,573.0,459.6,94.0,78.4,,,547.0
14.7,17.2,559.0,459.0,82.0,78.4,,,551.0
14.7,16.3,625.0,458.7,92.0,78.4,,,555.0
15.0,15.4,506.0,457.5,76.0,78.2,,,559.0
16.9,15.4,504.0,457.2,85.0,78.2,,,563.0
17.6,15.5,470.0,455.0,83.0,78.0,,,566.0
17.9,16.5,389.0,454.1,69.0,77.9,,,569.0
15.8,16.8,526.0,452.3,83.0,77.7,,,573.0
21.7,17.5,387.0,451.6,84.0,77.7,,,576.0
19.7,18.4,550.0,451.9,109.0,78.0,,,579.0
20.5,19.4,382.0,447.2,78.0,77.5,,,582.0
19.7,20.0,537.0,447.8,106.0,77.9,,,585.0
17.2,20.0,467.0,445.8,81.0,77.6,,,589.0
20.0,19.8,546.0,447.0,109.0,78.0,,,592.0
23.8,20.1,399.0,445.5,95.0,78.2,,,594.0
25.4,21.2,268.0,440.8,68.0,77.7,,,596.0
20.0,21.3,544.0,442.4,109.0,78.1,,,599.0
17.6,21.3,534.0,443.4,94.0,78.3,,,603.0
15.6,20.5,493.0,441.2,77.0,77.9,,,607.0
17.6,18.4,509.0,440.3,90.0,78.0,,,610.0
16.1,17.1,709.0,442.7,114.0,78.4,,,614.0
16.3,16.7,439.0,438.9,72.0,78.0,,,618.0
19.7,16.7,585.0,440.4,115.0,78.5,,,620.0
17.4,17.1,589.0,440.0,103.0,78.6,,,624.0
20.0,17.8,505.0,440.7,101.0,78.8,,,627.0
16.3,17.8,619.0,441.5,101.0,79.1,,,631.0
15.3,17.8,726.0,444.1,111.0,79.3,,,634.0
20.0,17.9,508.0,443.5,102.0,79.5,,,638.0
19.0,18.4,562.0,443.6,107.0,79.7,,,641.0
16.5,17.3,664.0,446.3,109.0,80.1,,,645.0
17.2,17.6,702.0,447.3,121.0,80.5,,,648.0
20.8,18.7,516.0,448.7,107.0,81.0,,,651.0
19.7,18.7,644.0,450.7,127.0,81.4,,,654.0
21.4,19.3,585.0,452.2,125.0,81.9,,,656.0
20.3,20.3,689.0,453.6,140.0,82.5,,,660.0
18.1,20.3,650.0,455.0,117.0,82.9,,,663.0
17.2,19.4,535.0,456.0,92.0,83.1,,,666.0
19.0,19.1,723.0,458.4,137.0,83.7,,,670.0
16.7,18.1,664.0,461.6,111.0,84.2,,,673.0
17.0,17.5,605.0,460.4,103.0,84.1,,,677.0
15.0,17.0,578.0,464.2,87.0,84.7,,,680.0
16.3,16.7,596.0,471.5,97.0,85.3,,,684.0
16.3,16.4,574.0,473.3,94.0,85.4,,,688.0
14.0,15.9,598.0,477.8,84.0,85.7,,,692.0
22.1,15.9,570.0,478.8,126.0,86.1,,,695.0
22.7,18.2,591.0,480.4,134.0,86.8,,,698.0
22.4,20.3,490.0,480.9,110.0,87.2,,,700.0
19.2,21.2,714.0,485.9,137.0,88.2,,,703.0
17.6,21.2,597.0,488.1,105.0,88.7,,,707.0
13.9,19.8,651.0,492.1,90.0,89.1,,,711.0
16.5,17.8,514.0,493.7,85.0,89.3,,,715.0
16.1,16.8,675.0,496.7,109.0,89.9,,,718.0
19.0,16.8,426.0,496.0,81.0,89.8,,,722.0
17.0,16.6,610.0,498.1,104.0,90.3,,,725.0
16.9,16.8,377.0,501.4,64.0,90.7,,,729.0
22.4,17.6,628.0,502.8,141.0,91.3,,,732.0
19.7,18.6,627.0,503.0,124.0,91.6,,,734.0
21.7,19.5,561.0,504.5,122.0,92.4,,,737.0
17.9,19.8,555.0,505.1,99.0,92.5,,,740.0
20.0,20.5,511.0,509.2,102.0,93.3,,,744.0
19.0,19.6,520.0,508.7,99.0,93.5,,,747.0
17.6,18.9,644.0,513.5,114.0,94.4,,,750.0
19.5,18.8,598.0,516.8,116.0,95.2,,,753.0
18.1,18.8,611.0,520.6,110.0,95.8,,,756.0
16.1,18.2,662.0,527.6,107.0,96.4,,,760.0
13.6,17.3,642.0,530.8,88.0,96.6,,,765.0
16.5,16.9,587.0,534.0,97.0,96.9,,,768.0
14.3,15.6,664.0,537.8,95.0,97.2,,,773.0
13.5,14.7,586.0,539.8,79.0,97.2,,,777.0
19.2,14.8,476.0,538.1,92.0,97.0,,,780.0
18.1,16.3,582.0,539.6,105.0,97.4,,,783.0
21.1,17.2,355.0,537.0,75.0,97.2,,,786.0
20.3,19.2,507.0,536.7,103.0,97.2,,,789.0
13.8,19.2,612.0,541.5,84.0,98.1,,,794.0
14.2,17.5,531.0,544.5,75.0,97.8,,,798.0
19.5,18.0,430.0,541.5,84.0,97.4,,,801.0
14.6,16.1,696.0,545.2,101.0,97.9,,,805.0
16.9,15.2,333.0,543.2,56.0,97.6,,,809.0
16.7,16.0,519.0,542.8,87.0,97.8,,,812.0
14.7,16.1,436.0,546.2,64.0,98.1,,,816.0
19.5,16.1,334.0,546.1,65.0,97.8,,,819.0
16.0,16.5,518.0,545.5,83.0,97.6,,,823.0
17.9,16.8,302.0,544.8,54.0,97.4,,,826.0
16.9,16.9,541.0,546.5,91.0,97.4,,,830.0
16.5,17.1,399.0,544.7,66.0,96.9,,,834.0
16.9,16.7,391.0,545.2,66.0,96.9,,,837.0
17.4,17.0,384.0,542.9,67.0,96.4,,,841.0
16.3,16.7,377.0,541.7,61.0,96.1,,,844.0
18.5,16.9,278.0,538.3,51.0,95.6,,,848.0
18.8,17.6,562.0,538.6,105.0,95.7,,,851.0
20.8,18.2,315.0,535.8,66.0,95.6,,,854.0
23.1,19.4,242.0,531.5,56.0,95.1,,,856.0
25.0,20.9,385.0,529.9,96.0,95.2,,,859.0
20.8,21.6,419.0,528.9,87.0,95.3,,,862.0
17.0,21.6,441.0,528.2,75.0,95.2,,,865.0
21.4,21.8,352.0,526.9,75.0,95.1,,,868.0
18.8,20.3,563.0,528.9,106.0,95.5,,,871.0
16.1,18.9,460.0,528.1,74.0,95.4,,,875.0
16.7,17.5,609.0,530.6,102.0,95.6,,,878.0
18.3,17.9,478.0,529.8,87.0,95.3,,,882.0
19.0,17.9,493.0,531.0,94.0,95.5,,,885.0
19.0,18.0,506.0,530.7,96.0,95.4,,,888.0
16.3,18.0,531.0,531.4,87.0,95.5,,,892.0
17.2,18.2,621.0,533.7,107.0,95.5,,,895.0
17.2,17.8,554.0,536.9,96.0,95.8,,,899.0
19.2,17.8,533.0,536.8,103.0,95.7,,,902.0
20.0,17.9,609.0,537.7,122.0,96.0,,,905.0
20.0,18.8,583.0,538.7,117.0,96.5,,,908.0
15.6,18.8,547.0,539.1,85.0,96.4,,,912.0
18.8,19.3,618.0,538.1,116.0,96.4,,,915.0
19.0,19.2,624.0,540.2,118.0,97.0,,,918.0
17.4,18.4,602.0,540.3,105.0,96.8,,,921.0
17.4,17.9,579.0,540.2,101.0,96.8,,,925.0
19.2,18.4,548.0,540.7,105.0,96.9,,,928.0
19.2,18.6,669.0,541.3,129.0,97.2,,,931.0
15.0,18.0,647.0,540.4,97.0,97.0,,,935.0
19.0,18.6,564.0,541.0,107.0,97.1,,,938.0
20.0,19.1,659.0,542.1,132.0,97.4,,,941.0
17.4,18.6,700.0,542.5,122.0,97.5,,,945.0
20.0,18.8,585.0,543.0,117.0,97.7,,,948.0
16.9,18.8,671.0,542.9,113.0,97.5,,,951.0
21.7,19.1,556.0,542.0,121.0,97.5,,,954.0
18.8,18.7,700.0,543.2,131.0,97.5,,,957.0
18.5,19.1,644.0,542.7,119.0,97.3,,,960.0
18.5,18.6,667.0,542.9,124.0,97.4,,,964.0
14.9,18.6,661.0,544.3,98.0,97.4,,,968.0
16.3,17.8,791.0,545.1,129.0,97.3,,,971.0
21.1,17.8,523.0,543.5,110.0,97.3,,,974.0
18.5,17.8,665.0,544.2,123.0,97.6,,,978.0
19.0,17.9,546.0,543.8,104.0,97.8,,,981.0
23.4,19.5,612.0,544.6,143.0,98.3,,,983.0
