Time,BR,VT,VE,HR,External Heart Rate,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,VE 15 sec sum
0.0,,,,98.0,,,,,,
1.0,,,,98.0,,,,,,
2.0,,,,97.0,,,,,,
3.0,11.77,75.02,2.816,97.0,,,,,,
4.0,11.73,76.62,3.087,97.0,,,,,,
5.0,11.68,78.22,3.357,98.0,,,,,,
6.0,11.64,79.82,3.628,98.0,,,,,,
7.0,11.6,81.42,3.898,100.0,,,,,,
8.0,11.56,83.02,4.168,102.0,,,,,,
9.0,11.51,84.53,4.424,105.0,,,,,,
10.0,11.48,85.98,4.669,106.0,,,,,,
11.0,11.44,87.43,4.914,106.0,,,,,,
12.0,11.4,88.88,5.159,106.0,,,,,,
13.0,11.36,90.33,5.404,106.0,,,,,,
14.0,11.32,91.78,5.649,104.0,,,,,,
15.0,11.28,93.23,5.894,103.0,,,,,,
16.0,11.25,94.5,6.109,97.0,,,,,,
17.0,11.22,95.74,6.318,95.0,,,,,,
18.0,11.18,96.98,6.527,93.0,,,,,,
19.0,11.15,98.21,6.736,90.0,,,,,,
20.0,11.12,99.45,6.945,89.0,,,,,,
21.0,11.09,100.7,7.154,90.0,,,,,,
22.0,11.05,101.9,7.363,91.0,,,,,,
23.0,11.02,103.2,7.572,93.0,,,,,,
24.0,10.98,104.6,7.815,95.0,,,,,,
25.0,10.94,106.0,8.06,96.0,,,,,,
26.0,10.9,107.5,8.306,96.0,,,,,,
27.0,10.86,109.0,8.552,97.0,,,,,,
28.0,10.83,110.4,8.798,98.0,,,,,,
29.0,10.79,111.9,9.044,98.0,,,,,,
30.0,10.75,113.3,9.291,99.0,,,,,,
31.0,10.71,114.8,9.547,99.0,,,,,,
32.0,10.67,116.4,9.802,98.0,,,,,,
33.0,10.63,117.9,10.06,97.0,,,,,,
34.0,10.59,119.4,10.31,96.0,,,,,,
35.0,10.55,120.9,10.57,97.0,,,,,,
36.0,10.51,122.4,10.82,97.0,,,,,,
37.0,10.47,123.8,11.06,98.0,,,,,,
38.0,10.43,125.2,11.3,98.0,,,,,,
39.0,10.4,126.6,11.53,98.0,,,,,,
40.0,10.36,127.9,11.76,97.0,,,,,,
41.0,10.32,129.3,11.99,96.0,,,,,,
42.0,10.29,130.7,12.23,96.0,,,,,,
43.0,10.25,132.1,12.46,96.0,,,,,,
44.0,10.21,133.5,12.71,96.0,,,,,,
45.0,10.17,135.1,12.97,96.0,,,,,,
46.0,10.13,136.7,13.24,96.0,,,,,,
47.0,10.09,138.2,13.5,95.0,,,,,,
48.0,10.04,139.8,13.76,95.0,,,,,,
49.0,10.0,141.3,14.03,95.0,,,,,,
50.0,9.958,143.0,14.3,96.0,,,,,,
51.0,9.906,144.7,14.59,96.0,,,,,,
52.0,9.853,146.5,14.89,96.0,,,,,,
53.0,9.801,148.2,15.19,95.0,,,,,,
54.0,9.748,150.0,15.48,93.0,,,,,,
55.0,9.696,151.7,15.78,93.0,,,,,,
56.0,9.647,153.4,16.07,93.0,,,,,,
