BR breath by breath,BR breath by breath outlier rejected average,VT breath by breath,VT breath by breath smoothed,VE breath by breath,VE breath by breath smoothed,Inhale:Exhale Ratio breath by breath,Inhale:Exhale Ratio breath by breath smoothed,t
9.8,12.5,335.0,335.0,33.0,33.0,,,0.0
9.3,11.3,222.0,278.5,21.0,27.0,,,6.0
10.2,10.3,156.0,237.7,16.0,23.3,,,12.0
11.9,10.6,407.0,280.0,48.0,29.5,,,17.0
8.7,9.8,197.0,263.4,17.0,27.0,,,24.0
11.5,10.3,166.0,247.2,19.0,25.7,,,30.0
9.2,10.3,771.0,322.0,71.0,32.1,,,37.0
8.3,9.8,160.0,301.8,13.0,29.8,,,43.0
9.8,9.2,160.0,286.0,16.0,28.2,,,49.0
10.0,9.7,209.0,278.3,21.0,27.5,,,55.0
10.2,9.7,183.0,269.6,19.0,26.7,,,61.0
10.6,10.0,186.0,262.7,20.0,26.2,,,67.0
12.6,10.3,70.0,247.8,9.0,24.8,,,71.0
16.9,11.1,153.0,241.1,26.0,24.9,,,75.0
9.9,11.1,272.0,243.1,27.0,25.1,,,81.0
11.5,11.5,110.0,234.8,13.0,24.3,,,86.0
36.6,13.6,109.0,227.4,40.0,25.2,,,88.0
55.6,21.6,77.0,219.1,43.0,26.2,,,89.0
12.5,20.2,214.0,218.8,27.0,26.3,,,95.0
9.6,20.2,163.0,216.0,16.0,25.8,,,100.0
7.4,19.5,787.0,243.2,58.0,27.3,,,110.0
10.2,10.8,321.0,246.7,33.0,27.5,,,114.0
45.5,10.8,298.0,249.0,135.0,32.2,,,115.0
14.7,11.5,99.0,242.7,15.0,31.5,,,120.0
24.2,16.4,210.0,241.4,51.0,32.3,,,122.0
16.5,18.5,311.0,244.1,51.0,33.0,,,123.0
11.8,18.5,351.0,248.0,41.0,33.3,,,128.0
13.4,14.9,267.0,248.7,36.0,33.4,,,133.0
16.1,15.3,367.0,252.8,59.0,34.3,,,137.0
13.5,14.3,221.0,251.7,30.0,34.1,,,141.0
11.5,12.9,363.0,255.3,42.0,34.4,,,146.0
11.7,12.9,760.0,271.1,89.0,36.1,,,152.0
