Time,BR,VT,VE,HR,External Heart Rate,VT calibrated,VT calibrated inst,VE calibrated,VE calibrated inst,VE 15 sec sum
0.0,,,,,,,,,,
1.0,10.79,238.4,20.31,61.0,,,,,,
2.0,10.78,238.5,20.46,61.0,,,,,,
3.0,10.77,238.7,20.62,59.0,,,,,,
4.0,10.76,238.8,20.77,58.0,,,,,,
5.0,10.76,239.0,20.93,57.0,,,,,,
6.0,10.75,239.1,21.08,57.0,,,,,,
7.0,10.74,239.3,21.24,60.0,,,,,,
8.0,10.73,239.4,21.4,58.0,,,,,,
9.0,10.72,239.6,21.57,57.0,,,,,,
10.0,10.71,239.8,21.73,57.0,,,,,,
11.0,10.7,239.9,21.9,57.0,,,,,,
12.0,10.69,240.1,22.06,58.0,,,,,,
13.0,10.68,240.2,22.25,59.0,,,,,,
14.0,10.67,240.4,22.44,59.0,,,,,,
15.0,10.65,240.6,22.64,58.0,,,,,,
16.0,10.64,240.8,22.83,60.0,,,,,,
17.0,10.63,241.0,23.03,63.0,,,,,,
18.0,10.62,241.1,23.17,62.0,,,,,,
19.0,10.61,241.3,23.31,60.0,,,,,,
20.0,10.61,241.4,23.45,60.0,,,,,,
21.0,10.6,241.5,23.59,59.0,,,,,,
22.0,10.59,241.7,23.72,58.0,,,,,,
23.0,10.58,241.8,23.86,58.0,,,,,,
24.0,10.57,241.9,24.0,59.0,,,,,,
25.0,10.56,242.1,24.17,61.0,,,,,,
26.0,10.55,242.3,24.35,61.0,,,,,,
27.0,10.54,242.5,24.53,59.0,,,,,,
28.0,10.53,242.6,24.71,58.5,,,,,,
29.0,10.52,242.8,24.89,58.0,,,,,,
30.0,10.51,243.0,25.05,59.0,,,,,,
31.0,10.5,243.1,25.18,59.0,,,,,,
32.0,10.49,243.2,25.32,57.0,,,,,,
33.0,10.49,243.3,25.45,57.0,,,,,,
34.0,10.48,243.5,25.58,59.0,,,,,,
35.0,10.47,243.6,25.71,61.0,,,,,,
36.0,10.46,243.7,25.85,64.0,,,,,,
37.0,10.46,243.9,25.98,64.0,,,,,,
38.0,10.45,244.0,26.13,63.0,,,,,,
39.0,10.44,244.1,26.28,61.0,,,,,,
40.0,10.43,244.3,26.43,60.0,,,,,,
41.0,10.42,244.4,26.57,59.0,,,,,,
42.0,10.41,244.6,26.72,59.0,,,,,,
43.0,10.4,244.7,26.87,60.0,,,,,,
44.0,10.39,244.9,27.03,61.0,,,,,,
45.0,10.38,245.0,27.19,60.0,,,,,,
46.0,10.37,245.2,27.36,59.0,,,,,,
47.0,10.36,245.3,27.52,60.0,,,,,,
48.0,10.35,245.5,27.69,60.0,,,,,,
49.0,10.34,245.7,27.85,62.0,,,,,,
50.0,10.35,245.8,28.01,62.0,,,,,,
51.0,10.38,246.0,28.16,61.0,,,,,,
52.0,10.4,246.1,28.32,59.0,,,,,,
53.0,10.43,246.3,28.47,59.0,,,,,,
54.0,10.45,246.4,28.63,59.0,,,,,,
55.0,10.48,246.6,28.79,62.0,,,,,,
56.0,10.57,246.7,28.95,64.0,,,,,,
57.0,10.7,246.9,29.11,64.0,,,,,,
58.0,10.83,247.0,29.27,63.0,,,,,,
59.0,10.95,247.2,29.44,62.0,,,,,,
60.0,11.08,247.4,29.6,62.0,,,,,,
61.0,11.21,247.5,29.77,65.0,,,,,,
62.0,11.33,247.7,29.94,65.0,,,,,,
63.0,11.44,247.8,30.11,65.0,,,,,,
64.0,11.56,248.0,30.28,65.0,,,,,,
65.0,11.67,248.2,30.45,63.0,,,,,,
66.0,11.79,248.3,30.63,62.0,,,,,,
67.0,11.91,248.5,30.81,64.0,,,,,,
68.0,12.06,248.7,31.01,65.0,,,,,,
69.0,12.21,248.9,31.22,63.0,,,,,,
70.0,12.36,249.1,31.43,62.0,,,,,,
71.0,12.5,249.3,31.63,62.5,,,,,,
72.0,12.66,249.5,31.86,63.0,,,,,,
73.0,12.82,249.8,32.12,65.0,,,,,,
74.0,12.98,250.0,32.37,66.0,,,,,,
75.0,13.15,250.3,32.63,69.0,,,,,,
76.0,13.19,250.5,32.81,71.0,,,,,,
77.0,13.2,250.6,32.98,72.0,,,,,,
78.0,13.2,250.8,33.14,72.0,,,,,,
79.0,13.21,250.9,33.31,72.0,,,,,,
80.0,13.21,251.1,33.47,72.0,,,,,,
81.0,13.22,251.3,33.64,76.0,,,,,,
82.0,13.23,251.5,33.78,78.0,,,,,,
83.0,13.24,251.8,33.93,81.0,,,,,,
